,L1_orig,L2_orig,L3_orig,tuple_orig,count_orig,L1_edit,L2_edit,L3_edit
2460,Cheshegu,Kumbugu,Ghana,"('Cheshegu', 'Kumbugu', 'Ghana')",16,,,
2461,Cheshegu ,Accra,Ghana,"('Cheshegu ', 'Accra', 'Ghana')",2,,,
2462,Chesterville,Johannesburg,South Africa,"('Chesterville', 'Johannesburg', 'South Africa')",1,,,
2463,Chesterville,Workshop,South Africa,"('Chesterville', 'Workshop', 'South Africa')",3,,,
2464,Chiawelo,Johannesburg,South Africa,"('Chiawelo', 'Johannesburg', 'South Africa')",2,,,
2465,Chiawelo,Soweto,South Africa,"('Chiawelo', 'Soweto', 'South Africa')",1,,,
2466,Chibitoki,Bujumbura,Burundi,"('Chibitoki', 'Bujumbura', 'Burundi')",1,,,
2467,Chibula,Mzimba,Malawi,"('Chibula', 'Mzimba', 'Malawi')",12,,,
2468,Chibuto,Chibuto,Mozambique,"('Chibuto', 'Chibuto', 'Mozambique')",3,,,
2469,Chibuto,Johannesburg,South Africa,"('Chibuto', 'Johannesburg', 'South Africa')",1,,,
2470,Chibuto,Maputo,Mozambique,"('Chibuto', 'Maputo', 'Mozambique')",7,,,
2471,Chibuto,Maputo,Mozambiquean,"('Chibuto', 'Maputo', 'Mozambiquean')",1,,,
2472,Chibutoki,Bujumbura,Burundi,"('Chibutoki', 'Bujumbura', 'Burundi')",4,,,
2473,Chibutu,Chibutu,Mozambique,"('Chibutu', 'Chibutu', 'Mozambique')",1,,,
2474,Chicago,Chicago,Kenya,"('Chicago', 'Chicago', 'Kenya')",1,,,
2475,Chicago,Chicago,Uk,"('Chicago', 'Chicago', 'Uk')",1,,,
2476,Chicago,Chicago,United States Of America,"('Chicago', 'Chicago', 'United States Of America')",4,,,
2477,Chicago,Chicago,Usa,"('Chicago', 'Chicago', 'Usa')",1,,,
2478,Chicago,North Chicago,Kenya,"('Chicago', 'North Chicago', 'Kenya')",1,,,
2479,Chicago,North Chicago,Usa,"('Chicago', 'North Chicago', 'Usa')",1,,,
2480,Chief Palace,Ilorin,Nigeria,"('Chief Palace', 'Ilorin', 'Nigeria')",1,,,
2481,Chiga,Kisumu,Kenya,"('Chiga', 'Kisumu', 'Kenya')",6,,,
2482,Chiga,Nairobi,Kenya,"('Chiga', 'Nairobi', 'Kenya')",2,,,
2483,Chikwana,Blantyre,Malawi,"('Chikwana', 'Blantyre', 'Malawi')",6,,,
2484,Chikwana,Chikwana,Blantye,"('Chikwana', 'Chikwana', 'Blantye')",1,,,
2485,Chikwana,Johannesburg,South Africa,"('Chikwana', 'Johannesburg', 'South Africa')",1,,,
2486,Chikwawa,Blantyre,Malawi,"('Chikwawa', 'Blantyre', 'Malawi')",8,,,
2487,China,China,China,"('China', 'China', 'China')",2,,,
2488,China,Ohio,China,"('China', 'Ohio', 'China')",1,,,
2489,Chinato,Migori,Kenya,"('Chinato', 'Migori', 'Kenya')",2,,,
2490,Chingola,Chingola,Chingola,"('Chingola', 'Chingola', 'Chingola')",1,,,
2491,Chingola,Chingola,Zambia,"('Chingola', 'Chingola', 'Zambia')",8,,,
2492,Chingola,Johannesburg,South Africa,"('Chingola', 'Johannesburg', 'South Africa')",1,,,
2493,Chipinge,Chipinge,Zimbabwe,"('Chipinge', 'Chipinge', 'Zimbabwe')",1,,,
2494,Chipinge,Chipinge,Zimbambwe,"('Chipinge', 'Chipinge', 'Zimbambwe')",3,,,
2495,Chipinge Town,Chipinge Town,Zimbabwe,"('Chipinge Town', 'Chipinge Town', 'Zimbabwe')",1,,,
2496,Chittagong,Daka,Bangladesh,"('Chittagong', 'Daka', 'Bangladesh')",1,,,
2497,Chitungwisa,Harare,Zimbabwe,"('Chitungwisa', 'Harare', 'Zimbabwe')",1,,,
2498,Chitungwiza,Chitungwiza,Harare,"('Chitungwiza', 'Chitungwiza', 'Harare')",2,,,
2499,Chitungwiza,Harare,South Africa,"('Chitungwiza', 'Harare', 'South Africa')",1,,,
2500,Chitungwiza,Harare,Zimbabwe,"('Chitungwiza', 'Harare', 'Zimbabwe')",7,,,
2501,Chiwaka,Mzimba,Malawi,"('Chiwaka', 'Mzimba', 'Malawi')",1,,,
2502,Chogoria,Chuka,Kenya,"('Chogoria', 'Chuka', 'Kenya')",2,,,
2503,Chogoria,Nairobi,Kenya,"('Chogoria', 'Nairobi', 'Kenya')",1,,,
2504,Chogu,Accra,Ghana,"('Chogu', 'Accra', 'Ghana')",1,,,
2505,Chogu,Tamale,Ghana,"('Chogu', 'Tamale', 'Ghana')",4,,,
2506,Choka,Nairobi,Kenya,"('Choka', 'Nairobi', 'Kenya')",1,,,
2507,Chokwe,Chokwe,Mozambique,"('Chokwe', 'Chokwe', 'Mozambique')",9,,,
2508,Cholocho,Cholocho,Zimbabwe,"('Cholocho', 'Cholocho', 'Zimbabwe')",4,,,
2509,Cholocho,Johannesburg,South Africa,"('Cholocho', 'Johannesburg', 'South Africa')",1,,,
2510,Choma,Lukasa,Zambia,"('Choma', 'Lukasa', 'Zambia')",1,,,
2511,Chorkor,Accra,Ghana,"('Chorkor', 'Accra', 'Ghana')",27,,,
2512,Chorkor,Chorkor,Ghana,"('Chorkor', 'Chorkor', 'Ghana')",1,,,
2513,Chorkor ,Accra,Ghana,"('Chorkor ', 'Accra', 'Ghana')",4,,,
2514,Chorkor Lighthouse,Accra,Ghana,"('Chorkor Lighthouse', 'Accra', 'Ghana')",1,,,
2515,Christian  Village,Accra,Ghana,"('Christian  Village', 'Accra', 'Ghana')",2,,,
2516,Christian  Village%,Accra,Ghana,"('Christian  Village%', 'Accra', 'Ghana')",1,,,
2517,Christian Village,Accra,Ghana,"('Christian Village', 'Accra', 'Ghana')",1,,,
2518,Chuka,Chuka,Kenya,"('Chuka', 'Chuka', 'Kenya')",2,,,
2519,Chuka,Nairobi,Kenya,"('Chuka', 'Nairobi', 'Kenya')",1,,,
2520,Chwele,Bungoma,Kenya,"('Chwele', 'Bungoma', 'Kenya')",7,,,
2521,Chwele,Malaba,Kenya,"('Chwele', 'Malaba', 'Kenya')",1,,,
2522,Ciders Park,-1,-1,"('Ciders Park', '-1', '-1')",2,,,
2523,Cinkase,Cinkase,Togo,"('Cinkase', 'Cinkase', 'Togo')",1,,,
2524,Circle,Accra,Ghana,"('Circle', 'Accra', 'Ghana')",3,,,
2525,Circle,Circle,Ghana,"('Circle', 'Circle', 'Ghana')",1,,,
2526,Circle ,Accra,Ghana,"('Circle ', 'Accra', 'Ghana')",1,,,
2527,City Center,Nairobi,Kenya,"('City Center', 'Nairobi', 'Kenya')",1,,,
2528,City Nairobi,Nairobi,Kenya,"('City Nairobi', 'Nairobi', 'Kenya')",1,,,
2529,Citypark,Nairobi,Kenya,"('Citypark', 'Nairobi', 'Kenya')",2,,,
2530,Claremont,Pinetown,South Africa,"('Claremont', 'Pinetown', 'South Africa')",1,,,
2531,Clinic,Nairobi,Kenya,"('Clinic', 'Nairobi', 'Kenya')",1,,,
2532,Close To Jamestown Police Station,Accra,Ghana,"('Close To Jamestown Police Station', 'Accra', 'Ghana')",1,,,
2533,Close To Police Station,Accra,Ghana,"('Close To Police Station', 'Accra', 'Ghana')",1,,,
2534,Coast,Nairobi,Kenya,"('Coast', 'Nairobi', 'Kenya')",1,,,
2535,Coast Kawangware,Nairobi,Kenya,"('Coast Kawangware', 'Nairobi', 'Kenya')",1,,,
2536,Cocody,Abidjan,Ivory Coast,"('Cocody', 'Abidjan', 'Ivory Coast')",6,,,
2537,Cocody,Accra,Ghana,"('Cocody', 'Accra', 'Ghana')",1,,,
2538,Cofimvaba,East London,South Africa,"('Cofimvaba', 'East London', 'South Africa')",1,,,
2539,Colombia,Colombia,Canada,"('Colombia', 'Colombia', 'Canada')",2,,,
2540,Colombia,Columbia,Canada,"('Colombia', 'Columbia', 'Canada')",1,,,
2541,Colorado,Colorado,Us,"('Colorado', 'Colorado', 'Us')",1,,,
2542,Colorado,Colorado,Usa,"('Colorado', 'Colorado', 'Usa')",1,,,
2543,Comer Street,Johannesburg,South Africa,"('Comer Street', 'Johannesburg', 'South Africa')",1,,,
2544,Commercial,Nairobi,Kenya,"('Commercial', 'Nairobi', 'Kenya')",2,,,
2545,Community 7,Tema,Ghana,"('Community 7', 'Tema', 'Ghana')",3,,,
2546,Community 8 Tema,Accra,Ghana,"('Community 8 Tema', 'Accra', 'Ghana')",1,,,
2547,Comptonville,Johannesburg,South Africa,"('Comptonville', 'Johannesburg', 'South Africa')",1,,,
2548,Congo,Bukavu,Congo (Congo-Brazzaville),"('Congo', 'Bukavu', 'Congo (Congo-Brazzaville)')",2,,,
2549,Congo,Bukavu,Kenya,"('Congo', 'Bukavu', 'Kenya')",1,,,
2550,Congo,Congo,Congo,"('Congo', 'Congo', 'Congo')",1,,,
2551,Congo,Congo,Democratic Republic Of The Congo,"('Congo', 'Congo', 'Democratic Republic Of The Congo')",2,,,
2552,Congo,Kawangware,Kenya,"('Congo', 'Kawangware', 'Kenya')",3,,,
2553,Congo,Kinsasha,Democratic Republic Of The Congo,"('Congo', 'Kinsasha', 'Democratic Republic Of The Congo')",1,,,
2554,Congo,Nairobi,Kenya,"('Congo', 'Nairobi', 'Kenya')",10,,,
2555,Congo Area In Kawangware,Nairobi,Kenya,"('Congo Area In Kawangware', 'Nairobi', 'Kenya')",1,,,
2556,Congo In Kawangware,Nairobi,Kenya,"('Congo In Kawangware', 'Nairobi', 'Kenya')",3,,,
2557,Congo Kawangware,Nairobi,Kenya,"('Congo Kawangware', 'Nairobi', 'Kenya')",18,,,
2558,Congo Kwangware,Nairobi,Kenya,"('Congo Kwangware', 'Nairobi', 'Kenya')",1,,,
2559,Congo: Kawangware ,Nairobi,Kenya,"('Congo: Kawangware ', 'Nairobi', 'Kenya')",1,,,
2560,Congo_Kawangware,-1,-1,"('Congo_Kawangware', '-1', '-1')",1,,,
2561,Congo_Kawangware,Nairobi,Kenya,"('Congo_Kawangware', 'Nairobi', 'Kenya')",1,,,
2562,Congo~ Kawangware,-1,-1,"('Congo~ Kawangware', '-1', '-1')",1,,,
2563,Congo~ Kawangware,Nairobi,Kenya,"('Congo~ Kawangware', 'Nairobi', 'Kenya')",2,,,
2564,Conner Stage,Kayole,Kenya,"('Conner Stage', 'Kayole', 'Kenya')",1,,,
2565,Constatia Patk,Constatia Patk,South Africa,"('Constatia Patk', 'Constatia Patk', 'South Africa')",1,,,
2566,Constatia Patk,Pretoria,South Africa,"('Constatia Patk', 'Pretoria', 'South Africa')",1,,,
2567,Cookbooko,Kinshasa,Democratic Republic Of The Congo,"('Cookbooko', 'Kinshasa', 'Democratic Republic Of The Congo')",1,,,
2568,Corner,Nairobi,Kenya,"('Corner', 'Nairobi', 'Kenya')",1,,,
2569,Corner Baridi,Kajiado,Kenya,"('Corner Baridi', 'Kajiado', 'Kenya')",1,,,
2570,Corner Kawangware,Nairobi,Kenya,"('Corner Kawangware', 'Nairobi', 'Kenya')",1,,,
2571,Corner Of The Street,Johannesburg,South Africa,"('Corner Of The Street', 'Johannesburg', 'South Africa')",1,,,
2572,Corner Shop,Johannesburg,South Africa,"('Corner Shop', 'Johannesburg', 'South Africa')",1,,,
2573,Corner Shop (Informal Bakery),Johannesburg,South Africa,"('Corner Shop (Informal Bakery)', 'Johannesburg', 'South Africa')",1,,,
2574,Corner Shop In Diepsloot,Johannesburg,South Africa,"('Corner Shop In Diepsloot', 'Johannesburg', 'South Africa')",2,,,
2575,Corner Streets,Johannesburg,South Africa,"('Corner Streets', 'Johannesburg', 'South Africa')",3,,,
2576,Corner Streets Of Berea,Johannesburg,South Africa,"('Corner Streets Of Berea', 'Johannesburg', 'South Africa')",1,,,
2577,Coronation,Johannesburg,South Africa,"('Coronation', 'Johannesburg', 'South Africa')",1,,,
2578,Coronation Slovo,Coronation Slovo,South Africa,"('Coronation Slovo', 'Coronation Slovo', 'South Africa')",1,,,
2579,Cosaba,Amariga,Ethiopia,"('Cosaba', 'Amariga', 'Ethiopia')",1,,,
2580,Cosaba,Cosalã¡,Ethiopia,"('Cosaba', 'Cosalã¡', 'Ethiopia')",1,,,
2581,Cosala,Cosala,Ethiopia,"('Cosala', 'Cosala', 'Ethiopia')",3,,,
2582,Cosala,Cosalã¡,Ethiopia,"('Cosala', 'Cosalã¡', 'Ethiopia')",6,,,
2583,Cosala,Cosana,Ethiopia,"('Cosala', 'Cosana', 'Ethiopia')",1,,,
2584,Cosmo,Johannesburg,South Africa,"('Cosmo', 'Johannesburg', 'South Africa')",1,,,
2585,Cosmo,Randburg,South Africa,"('Cosmo', 'Randburg', 'South Africa')",1,,,
2586,Cosmo  City,Johannesburg,South Africa,"('Cosmo  City', 'Johannesburg', 'South Africa')",1,,,
2587,Cosmo City,Cosmo City,Gauteng,"('Cosmo City', 'Cosmo City', 'Gauteng')",1,,,
2588,Cosmo City,Cosmo City,Sa,"('Cosmo City', 'Cosmo City', 'Sa')",1,,,
2589,Cosmo City,Cresta,Sa,"('Cosmo City', 'Cresta', 'Sa')",2,,,
2590,Cosmo City,Jhb,South Africa,"('Cosmo City', 'Jhb', 'South Africa')",1,,,
2591,Cosmo City,Johannesburg,Sa,"('Cosmo City', 'Johannesburg', 'Sa')",1,,,
2592,Cosmo City,Johannesburg,South Africa,"('Cosmo City', 'Johannesburg', 'South Africa')",17,,,
2593,Cosmo City,Northgate,Sa,"('Cosmo City', 'Northgate', 'Sa')",1,,,
2594,Cosmo City,Randburg,Sa,"('Cosmo City', 'Randburg', 'Sa')",1,,,
2595,Cosmo City,Randburg,South Africa,"('Cosmo City', 'Randburg', 'South Africa')",4,,,
2596,Cosmocity,Johannesburg,South Africa,"('Cosmocity', 'Johannesburg', 'South Africa')",1,,,
2597,Cosmocity,Randburg,South Africa,"('Cosmocity', 'Randburg', 'South Africa')",7,,,
2598,Cotonou,Cotonou,Benin,"('Cotonou', 'Cotonou', 'Benin')",18,,,
2599,Cotonou,Cotonou,Ghana,"('Cotonou', 'Cotonou', 'Ghana')",3,,,
2600,Cotonou,Cotonu,Benin,"('Cotonou', 'Cotonu', 'Benin')",1,,,
2601,Cotonu,Cotonou,Benin,"('Cotonu', 'Cotonou', 'Benin')",1,,,
2602,Coudry Park,Bulawayo,Zimbabwe,"('Coudry Park', 'Bulawayo', 'Zimbabwe')",7,,,
2603,Coudry Park,Luveve,Zimbabwe,"('Coudry Park', 'Luveve', 'Zimbabwe')",1,,,
2604,Cowlane,Accra,Ghana,"('Cowlane', 'Accra', 'Ghana')",1,,,
2605,Cowlane Bus Stop In Accra,Accra,Ghana,"('Cowlane Bus Stop In Accra', 'Accra', 'Ghana')",1,,,
2606,Cpt,Cpt,Sa,"('Cpt', 'Cpt', 'Sa')",1,,,
2607,Creasta,Johannesburg,South Africa,"('Creasta', 'Johannesburg', 'South Africa')",2,,,
2608,Creata,Johannesburg,South Africa,"('Creata', 'Johannesburg', 'South Africa')",1,,,
2609,Creek Town,Calabar,Nigeria,"('Creek Town', 'Calabar', 'Nigeria')",8,,,
2610,Creek Town,Creek Town,Nigeria,"('Creek Town', 'Creek Town', 'Nigeria')",1,,,
2611,Creek Town ,Accra,Ghana,"('Creek Town ', 'Accra', 'Ghana')",1,,,
2612,Creit,Germiston,South Africa,"('Creit', 'Germiston', 'South Africa')",1,,,
2613,Creit,Johannesburg,South Africa,"('Creit', 'Johannesburg', 'South Africa')",1,,,
2614,Cresta,Cresta,South Africa,"('Cresta', 'Cresta', 'South Africa')",1,,,
2615,Cresta,Johannesburg,South Africa,"('Cresta', 'Johannesburg', 'South Africa')",13,,,
2616,Cresta Doctor,Johannesburg,South Africa,"('Cresta Doctor', 'Johannesburg', 'South Africa')",1,,,
2617,Crisis,Johannesburg,South Africa,"('Crisis', 'Johannesburg', 'South Africa')",1,,,
2618,Crossing,Crossing,South Africa,"('Crossing', 'Crossing', 'South Africa')",1,,,
2619,Cuac,Cuac,South Sudan,"('Cuac', 'Cuac', 'South Sudan')",1,,,
2620,Cumakala,Stutterm,Sa,"('Cumakala', 'Stutterm', 'Sa')",1,,,
2621,Cuningmoore A,Johannesburg,South Africa,"('Cuningmoore A', 'Johannesburg', 'South Africa')",1,,,
2622,Cuningmoore A,Mkhuhlu,South Africa,"('Cuningmoore A', 'Mkhuhlu', 'South Africa')",4,,,
2623,Current At Home As I Have A New Baby,Accra,Ghana,"('Current At Home As I Have A New Baby', 'Accra', 'Ghana')",1,,,
2624,Current Residence,Nairobi,Kenya,"('Current Residence', 'Nairobi', 'Kenya')",1,,,
2625,Currently Not Working,Accra,Ghana,"('Currently Not Working', 'Accra', 'Ghana')",1,,,
2626,Currently Not Working,Johannesburg,South Africa,"('Currently Not Working', 'Johannesburg', 'South Africa')",1,,,
2627,Currently Studying,-1,-1,"('Currently Studying', '-1', '-1')",1,,,
2628,Currently Unemployed,Johannesburg,South Africa,"('Currently Unemployed', 'Johannesburg', 'South Africa')",2,,,
2629,Cuthu,Cuthu,South Africa,"('Cuthu', 'Cuthu', 'South Africa')",1,,,
2630,Cyahinda,Kigari,Kenya,"('Cyahinda', 'Kigari', 'Kenya')",1,,,
2631,Cyahinda,Nairobi,Kenya,"('Cyahinda', 'Nairobi', 'Kenya')",2,,,
2632,Cyihinda,Kigari,Kenya,"('Cyihinda', 'Kigari', 'Kenya')",1,,,
2633,D/K,D/K,D/K,"('D/K', 'D/K', 'D/K')",1,,,
2634,D/K,Dubai,United Arab Emirates,"('D/K', 'Dubai', 'United Arab Emirates')",1,,,
2635,Daaban,Kumasi,Ghana,"('Daaban', 'Kumasi', 'Ghana')",1,,,
2636,Dabala,Ho,Ghana,"('Dabala', 'Ho', 'Ghana')",1,,,
2637,Dabou,Abidjan,Cote D'Ivoire,"('Dabou', 'Abidjan', ""Cote D'Ivoire"")",3,,,
2638,Daboya,Tamale,Ghana,"('Daboya', 'Tamale', 'Ghana')",3,,,
2639,Dadaab,Turkana,Kenya,"('Dadaab', 'Turkana', 'Kenya')",1,,,
2640,Dadieso,Sefwi Wiawso,Ghana,"('Dadieso', 'Sefwi Wiawso', 'Ghana')",3,,,
2641,Dafina,Leo,Burkina Faso,"('Dafina', 'Leo', 'Burkina Faso')",3,,,
2642,Dagakraal,Volkrast,Swaziland,"('Dagakraal', 'Volkrast', 'Swaziland')",1,,,
2643,Dagakraal,Volksrust,Swaziland,"('Dagakraal', 'Volksrust', 'Swaziland')",2,,,
2644,Daggakral,Mpumalanga,South Africa,"('Daggakral', 'Mpumalanga', 'South Africa')",2,,,
2645,Dagomba Camp Area~ Old Fadama,Accra,Ghana,"('Dagomba Camp Area~ Old Fadama', 'Accra', 'Ghana')",1,,,
2646,Dagoreti,Nairobi,Kenya,"('Dagoreti', 'Nairobi', 'Kenya')",10,,,
2647,Dagoreti Academy,Nairobi,Kenya,"('Dagoreti Academy', 'Nairobi', 'Kenya')",1,,,
2648,Dagoreti Muslim Primary School,Nairobi,Kenya,"('Dagoreti Muslim Primary School', 'Nairobi', 'Kenya')",1,,,
2649,Dagoretti,Nairobi,Kenya,"('Dagoretti', 'Nairobi', 'Kenya')",3,,,
2650,Dainfen,Fourways,Sa,"('Dainfen', 'Fourways', 'Sa')",1,,,
2651,Dainfen,Johannesburg,South Africa,"('Dainfen', 'Johannesburg', 'South Africa')",1,,,
2652,Dainfern,Fourways,South Africa,"('Dainfern', 'Fourways', 'South Africa')",1,,,
2653,Daire,Accra,Ghana,"('Daire', 'Accra', 'Ghana')",1,,,
2654,Daire,Daire,Ghana,"('Daire', 'Daire', 'Ghana')",3,,,
2655,Daire,Savalugu,Ghana,"('Daire', 'Savalugu', 'Ghana')",2,,,
2656,Daire,Savelugu,Ghana,"('Daire', 'Savelugu', 'Ghana')",14,,,
2657,Dakar,Dakar,Senegal,"('Dakar', 'Dakar', 'Senegal')",4,,,
2658,Dakpa,Ho,Ghana,"('Dakpa', 'Ho', 'Ghana')",1,,,
2659,Dala,Accra,Ghana,"('Dala', 'Accra', 'Ghana')",1,,,
2660,Dala,Kano,Nigeria,"('Dala', 'Kano', 'Nigeria')",4,,,
2661,Dallas,Dallas,United States Of America,"('Dallas', 'Dallas', 'United States Of America')",1,,,
2662,Dallas,Texas City,United States Of America,"('Dallas', 'Texas City', 'United States Of America')",1,,,
2663,Dalpark,Pretoria,South Africa,"('Dalpark', 'Pretoria', 'South Africa')",1,,,
2664,Dalun,Tamale,Ghana,"('Dalun', 'Tamale', 'Ghana')",8,,,
2665,Damango,Sawla,Ghana,"('Damango', 'Sawla', 'Ghana')",1,,,
2666,Damanko,Dambai,Ghana,"('Damanko', 'Dambai', 'Ghana')",5,,,
2667,Damanko ,Accra,Ghana,"('Damanko ', 'Accra', 'Ghana')",1,,,
2668,Dambai,Dambai,Ghana,"('Dambai', 'Dambai', 'Ghana')",23,,,
2669,Dambai,Nkwanta,Ghana,"('Dambai', 'Nkwanta', 'Ghana')",5,,,
2670,Dambatta,Kano,Nigeria,"('Dambatta', 'Kano', 'Nigeria')",9,,,
2671,Dandi,Dandi,South Africa,"('Dandi', 'Dandi', 'South Africa')",2,,,
2672,Dandora,Nairobi,Kenya,"('Dandora', 'Nairobi', 'Kenya')",17,,,
2673,Dandora ,Nairobi,Kenya,"('Dandora ', 'Nairobi', 'Kenya')",1,,,
2674,Danfa,Accra,Ghana,"('Danfa', 'Accra', 'Ghana')",19,,,
2675,Danfa,Adenta,Ghana,"('Danfa', 'Adenta', 'Ghana')",1,,,
2676,Danfa,Danfa,Ghana,"('Danfa', 'Danfa', 'Ghana')",2,,,
2677,Dansoma,Accra,Ghana,"('Dansoma', 'Accra', 'Ghana')",1,,,
2678,Dansomam,Accra,Ghana,"('Dansomam', 'Accra', 'Ghana')",1,,,
2679,Dansoman,Ablekuma,Ghana,"('Dansoman', 'Ablekuma', 'Ghana')",1,,,
2680,Dansoman,Accra,Ghana,"('Dansoman', 'Accra', 'Ghana')",107,,,
2681,Dansoman,Accra,Ghanaeb,"('Dansoman', 'Accra', 'Ghanaeb')",1,,,
2682,Dansoman,Bubuashie,Ghana,"('Dansoman', 'Bubuashie', 'Ghana')",2,,,
2683,Dansoman,Dansoman,Ghana,"('Dansoman', 'Dansoman', 'Ghana')",7,,,
2684,Dansoman,Kaneshie,Ghana,"('Dansoman', 'Kaneshie', 'Ghana')",1,,,
2685,Dansoman,Kaneshie,Ghanam,"('Dansoman', 'Kaneshie', 'Ghanam')",1,,,
2686,Dansoman,Mallam,Ghana,"('Dansoman', 'Mallam', 'Ghana')",2,,,
2687,Dansoman,Matayeko,Ghana,"('Dansoman', 'Matayeko', 'Ghana')",1,,,
2688,Dansoman,Osu,Ghana,"('Dansoman', 'Osu', 'Ghana')",1,,,
2689,Dansoman ,Accra,Ghana,"('Dansoman ', 'Accra', 'Ghana')",7,,,
2690,Dansoman -Sahara,Accra,Ghana,"('Dansoman -Sahara', 'Accra', 'Ghana')",1,,,
2691,Dar -Es-Salaam,Don'T Know,Tanzania,"('Dar -Es-Salaam', ""Don'T Know"", 'Tanzania')",1,,,
2692,Dar Es Saalam,Dar Es Salaam,Tanzania,"('Dar Es Saalam', 'Dar Es Salaam', 'Tanzania')",2,,,
2693,Dar Es Salaam,Dar Es Salaam,Kenya,"('Dar Es Salaam', 'Dar Es Salaam', 'Kenya')",3,,,
2694,Dar Es Salaam,Dar Es Salaam,Tanzania,"('Dar Es Salaam', 'Dar Es Salaam', 'Tanzania')",3,,,
2695,Dar Es Salsam,Dar Es Salaam,Tanzania,"('Dar Es Salsam', 'Dar Es Salaam', 'Tanzania')",1,,,
2696,Dar-Es Salaam,Posta Felli,Tanzania,"('Dar-Es Salaam', 'Posta Felli', 'Tanzania')",1,,,
2697,Dar-Es-Salaam,Posta Felli,Tanzania,"('Dar-Es-Salaam', 'Posta Felli', 'Tanzania')",1,,,
2698,Dareslaam,Dareslaam,Tanzania,"('Dareslaam', 'Dareslaam', 'Tanzania')",7,,,
2699,Dari,Ouagadougou,Burkina Faso,"('Dari', 'Ouagadougou', 'Burkina Faso')",3,,,
2700,Darkoman,Accra,Ghana,"('Darkoman', 'Accra', 'Ghana')",1,,,
2701,Darkoman,New Fadama,Ghana,"('Darkoman', 'New Fadama', 'Ghana')",1,,,
2702,Darkoman ,Accra,Ghana,"('Darkoman ', 'Accra', 'Ghana')",1,,,
2703,Darkuman,Accra,Ghana,"('Darkuman', 'Accra', 'Ghana')",15,,,
2704,Darkuman ,Accra,Ghana,"('Darkuman ', 'Accra', 'Ghana')",1,,,
2705,Darsalam,London,Tanzania,"('Darsalam', 'London', 'Tanzania')",1,,,
2706,Daura,Accra,Ghana,"('Daura', 'Accra', 'Ghana')",1,,,
2707,Daura,Komo,Niger,"('Daura', 'Komo', 'Niger')",1,,,
2708,Daura,Kumo,Niger,"('Daura', 'Kumo', 'Niger')",7,,,
2709,Daveyton,Benoni,South Africa,"('Daveyton', 'Benoni', 'South Africa')",1,,,
2710,Daveyton,Daveyton,South Africa,"('Daveyton', 'Daveyton', 'South Africa')",5,,,
2711,Daveyton,Germiston,South Africa,"('Daveyton', 'Germiston', 'South Africa')",1,,,
2712,Daveyton,Johannesburg,South Africa,"('Daveyton', 'Johannesburg', 'South Africa')",13,,,
2713,Dawhenya,Tema,Ghana,"('Dawhenya', 'Tema', 'Ghana')",3,,,
2714,Dawn Park,Boksburg,South Africa,"('Dawn Park', 'Boksburg', 'South Africa')",2,,,
2715,Dawn Park,Germiston,Sa,"('Dawn Park', 'Germiston', 'Sa')",2,,,
2716,Dayveton,Dayveton,South Africa,"('Dayveton', 'Dayveton', 'South Africa')",1,,,
2717,De Deur,Johannesburg,South Africa,"('De Deur', 'Johannesburg', 'South Africa')",1,,,
2718,Deco Park(Northiding),-1,-1,"('Deco Park(Northiding)', '-1', '-1')",1,,,
2719,Dede,Awendo,Kenya,"('Dede', 'Awendo', 'Kenya')",8,,,
2720,Dede,Migori,Kenya,"('Dede', 'Migori', 'Kenya')",1,,,
2721,Dede,Migoro,Kenya,"('Dede', 'Migoro', 'Kenya')",1,,,
2722,Dede Awendo,Nairobi,Kenya,"('Dede Awendo', 'Nairobi', 'Kenya')",1,,,
2723,Dedza,Blantyre,Malawi,"('Dedza', 'Blantyre', 'Malawi')",3,,,
2724,Dedza,Johannesburg,South Africa,"('Dedza', 'Johannesburg', 'South Africa')",1,,,
2725,Deinfen,Fourways,Sa,"('Deinfen', 'Fourways', 'Sa')",8,,,
2726,Deinfen,Fourwaysdein,Sa,"('Deinfen', 'Fourwaysdein', 'Sa')",1,,,
2727,Deinfen,Stein City,Sa,"('Deinfen', 'Stein City', 'Sa')",1,,,
2728,Deinfern,Johannesburg,South Africa,"('Deinfern', 'Johannesburg', 'South Africa')",4,,,
2729,Dekpor,Dekpor,Ghana,"('Dekpor', 'Dekpor', 'Ghana')",2,,,
2730,Dekpor,Tema,Ghana,"('Dekpor', 'Tema', 'Ghana')",2,,,
2731,Deliverence,Nairobi,Kenya,"('Deliverence', 'Nairobi', 'Kenya')",3,,,
2732,Deliverence Kawangware,Nairobi,Kenya,"('Deliverence Kawangware', 'Nairobi', 'Kenya')",2,,,
2733,Delta,Delta,Nigeria,"('Delta', 'Delta', 'Nigeria')",1,,,
2734,Delta State,Delta State,Nigeria,"('Delta State', 'Delta State', 'Nigeria')",1,,,
2735,Democratic Republic Of Congo,Nairobi,Kenya,"('Democratic Republic Of Congo', 'Nairobi', 'Kenya')",1,,,
2736,Denfern,Fourways,South Africa,"('Denfern', 'Fourways', 'South Africa')",1,,,
2737,Denmark,Denmark,Sweden,"('Denmark', 'Denmark', 'Sweden')",1,,,
2738,Dennilton,Dennilton,South Africa,"('Dennilton', 'Dennilton', 'South Africa')",1,,,
2739,Denu,Accra,Ghana,"('Denu', 'Accra', 'Ghana')",1,,,
