,city_8,location,num_moves,dist,azimuth,lat,lon,location_pair,location_pair_id,locations,country,loc2,loc1
27,Nairobi,"('Kitui', 'Kitui', 'Kenya')",4,181.69299771032112,-0.13789143686790442,38.372811654368775,-1.56422195,"('Nairobi', ('Kitui', 'Kitui', 'Kenya'))",13,"('Kitui', 'Kitui', 'Kenya')",Kenya,Kitui,Kitui
28,Nairobi,"('Nakuru', 'Nakuru', 'Kenya')",4,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Nakuru', 'Nakuru', 'Kenya'))",14,Nairobi,Kenya,Nakuru,Nakuru
29,Nairobi,"('Nakuru', 'Nakuru', 'Kenya')",4,125.38289705610863,2.2116539139101996,36.0712048,-0.28027240000000003,"('Nairobi', ('Nakuru', 'Nakuru', 'Kenya'))",14,"('Nakuru', 'Nakuru', 'Kenya')",Kenya,Nakuru,Nakuru
30,Nairobi,"('Kampala', 'Kampala', 'Uganda')",3,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Kampala', 'Kampala', 'Uganda'))",15,Nairobi,Uganda,Kampala,Kampala
31,Nairobi,"('Kampala', 'Kampala', 'Uganda')",3,485.18716452877624,2.8272973504938177,32.581353899999996,0.31771370000000004,"('Nairobi', ('Kampala', 'Kampala', 'Uganda'))",15,"('Kampala', 'Kampala', 'Uganda')",Uganda,Kampala,Kampala
32,Nairobi,"('Makueni', 'Makueni', 'Kenya')",3,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Makueni', 'Makueni', 'Kenya'))",16,Nairobi,Kenya,Makueni,Makueni
33,Nairobi,"('Makueni', 'Makueni', 'Kenya')",3,138.05244645448462,-0.6836624711957153,37.87717148162715,-2.25709305,"('Nairobi', ('Makueni', 'Makueni', 'Kenya'))",16,"('Makueni', 'Makueni', 'Kenya')",Kenya,Makueni,Makueni
34,Nairobi,"('Nyamira', 'Nyamira', 'Kenya')",3,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Nyamira', 'Nyamira', 'Kenya'))",17,Nairobi,Kenya,Nyamira,Nyamira
35,Nairobi,"('Nyamira', 'Nyamira', 'Kenya')",3,209.4474298458329,2.8648777352591197,34.93413079992329,-0.65225405,"('Nairobi', ('Nyamira', 'Nyamira', 'Kenya'))",17,"('Nyamira', 'Nyamira', 'Kenya')",Kenya,Nyamira,Nyamira
36,Nairobi,"('Arusha', 'Arusha', 'Tanzania')",2,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Arusha', 'Arusha', 'Tanzania'))",18,Nairobi,Tanzania,Arusha,Arusha
37,Nairobi,"('Arusha', 'Arusha', 'Tanzania')",2,201.75927034656948,-1.623103567184356,36.8004200748534,-3.52386665,"('Nairobi', ('Arusha', 'Arusha', 'Tanzania'))",18,"('Arusha', 'Arusha', 'Tanzania')",Tanzania,Arusha,Arusha
38,Nairobi,"('Awendo', 'Awendo', 'Kenya')",2,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Awendo', 'Awendo', 'Kenya'))",19,Nairobi,Kenya,Awendo,Awendo
39,Nairobi,"('Awendo', 'Awendo', 'Kenya')",2,248.58017229350835,3.004302297902599,34.53172,-0.9079812,"('Nairobi', ('Awendo', 'Awendo', 'Kenya'))",19,"('Awendo', 'Awendo', 'Kenya')",Kenya,Awendo,Awendo
40,Nairobi,"('Bungoma', 'Bungoma', 'Kenya')",2,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Bungoma', 'Bungoma', 'Kenya'))",20,Nairobi,Kenya,Bungoma,Bungoma
41,Nairobi,"('Bungoma', 'Bungoma', 'Kenya')",2,292.6090764245537,2.4400610760694645,34.71916810731902,0.78292445,"('Nairobi', ('Bungoma', 'Bungoma', 'Kenya'))",20,"('Bungoma', 'Bungoma', 'Kenya')",Kenya,Bungoma,Bungoma
42,Nairobi,"('Eldoret', 'Eldoret', 'Kenya')",2,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Eldoret', 'Eldoret', 'Kenya'))",21,Nairobi,Kenya,Eldoret,Eldoret
43,Nairobi,"('Eldoret', 'Eldoret', 'Kenya')",2,230.7575268260629,2.353386183866443,35.271548100000004,0.5198329,"('Nairobi', ('Eldoret', 'Eldoret', 'Kenya'))",21,"('Eldoret', 'Eldoret', 'Kenya')",Kenya,Eldoret,Eldoret
44,Nairobi,"('Kerugoya', 'Kerugoya', 'Kenya')",2,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Kerugoya', 'Kerugoya', 'Kenya'))",22,Nairobi,Kenya,Kerugoya,Kerugoya
45,Nairobi,"('Kerugoya', 'Kerugoya', 'Kenya')",2,90.90949112526279,0.867948628260446,37.278584,-0.49633,"('Nairobi', ('Kerugoya', 'Kerugoya', 'Kenya'))",22,"('Kerugoya', 'Kerugoya', 'Kenya')",Kenya,Kerugoya,Kerugoya
46,Nairobi,"('Kiambu', 'Kiambu', 'Kenya')",2,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Kiambu', 'Kiambu', 'Kenya'))",23,Nairobi,Kenya,Kiambu,Kiambu
47,Nairobi,"('Kiambu', 'Kiambu', 'Kenya')",2,23.691418564877555,2.063757248081799,36.81568670212906,-1.03207695,"('Nairobi', ('Kiambu', 'Kiambu', 'Kenya'))",23,"('Kiambu', 'Kiambu', 'Kenya')",Kenya,Kiambu,Kiambu
48,Nairobi,"('Kinangop', 'Kinangop', 'Kenya')",2,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Kinangop', 'Kinangop', 'Kenya'))",24,Nairobi,Kenya,Kinangop,Kinangop
49,Nairobi,"('Kinangop', 'Kinangop', 'Kenya')",2,57.292852397929735,2.111333826325069,36.65,-0.7166,"('Nairobi', ('Kinangop', 'Kinangop', 'Kenya'))",24,"('Kinangop', 'Kinangop', 'Kenya')",Kenya,Kinangop,Kinangop
50,Nairobi,"('Kitale', 'Kitale', 'Kenya')",2,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Kitale', 'Kitale', 'Kenya'))",25,Nairobi,Kenya,Kitale,Kitale
51,Nairobi,"('Kitale', 'Kitale', 'Kenya')",2,284.1893777695408,2.311867853982756,35.000236,1.018076,"('Nairobi', ('Kitale', 'Kitale', 'Kenya'))",25,"('Kitale', 'Kitale', 'Kenya')",Kenya,Kitale,Kitale
52,Nairobi,"('Meru', 'Meru', 'Kenya')",2,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Meru', 'Meru', 'Kenya'))",26,Nairobi,Kenya,Meru,Meru
53,Nairobi,"('Meru', 'Meru', 'Kenya')",2,142.2571985436946,0.9550525161358032,37.650006299999994,0.0499786,"('Nairobi', ('Meru', 'Meru', 'Kenya'))",26,"('Meru', 'Meru', 'Kenya')",Kenya,Meru,Meru
54,Nairobi,"('Mombasa', 'Mombasa', 'Kenya')",2,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Mombasa', 'Mombasa', 'Kenya'))",27,Nairobi,Kenya,Mombasa,Mombasa
55,Nairobi,"('Mombasa', 'Mombasa', 'Kenya')",2,404.5190042697591,-0.6288023343472984,39.667169,-4.05052,"('Nairobi', ('Mombasa', 'Mombasa', 'Kenya'))",27,"('Mombasa', 'Mombasa', 'Kenya')",Kenya,Mombasa,Mombasa
56,Nairobi,"('Mumias', 'Mumias', 'Kenya')",2,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Mumias', 'Mumias', 'Kenya'))",28,Nairobi,Kenya,Mumias,Mumias
57,Nairobi,"('Mumias', 'Mumias', 'Kenya')",2,305.91380579620886,2.639552781141695,34.4891,0.3363,"('Nairobi', ('Mumias', 'Mumias', 'Kenya'))",28,"('Mumias', 'Mumias', 'Kenya')",Kenya,Mumias,Mumias
58,Nairobi,"(""Murang'A"", ""Murang'A"", 'Kenya')",2,0.01,0.0,36.820443,-1.292567,"('Nairobi', (""Murang'A"", ""Murang'A"", 'Kenya'))",29,Nairobi,Kenya,Murang'A,Murang'A
59,Nairobi,"(""Murang'A"", ""Murang'A"", 'Kenya')",2,39.955533638380565,1.321833783295082,37.00486124961815,-0.83091505,"('Nairobi', (""Murang'A"", ""Murang'A"", 'Kenya'))",29,"(""Murang'A"", ""Murang'A"", 'Kenya')",Kenya,Murang'A,Murang'A
60,Nairobi,"('Nairobi', 'Nairobi', 'Kenya')",2,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Nairobi', 'Nairobi', 'Kenya'))",30,Nairobi,Kenya,Nairobi,Nairobi
61,Nairobi,"('Nairobi', 'Nairobi', 'Kenya')",2,7.292625401689183,-0.05864104130538112,36.8172449,-1.2832533000000002,"('Nairobi', ('Nairobi', 'Nairobi', 'Kenya'))",30,"('Nairobi', 'Nairobi', 'Kenya')",Kenya,Nairobi,Nairobi
62,Nairobi,"('Namaingo', 'Namaingo', 'Uganda')",2,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Namaingo', 'Namaingo', 'Uganda'))",31,Nairobi,Uganda,Namaingo,Namaingo
63,Nairobi,"('Namaingo', 'Namaingo', 'Uganda')",2,367.9355136047399,2.726216894876912,33.8716691,0.3380554,"('Nairobi', ('Namaingo', 'Namaingo', 'Uganda'))",31,"('Namaingo', 'Namaingo', 'Uganda')",Uganda,Namaingo,Namaingo
64,Nairobi,"('Addis Ababa', 'Addis Ababa', 'Ethiopia')",1,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Addis Ababa', 'Addis Ababa', 'Ethiopia'))",32,Nairobi,Ethiopia,Addis Ababa,Addis Ababa
65,Nairobi,"('Addis Ababa', 'Addis Ababa', 'Ethiopia')",1,943.2017502336055,1.2771813414936808,38.761252500000005,9.0107934,"('Nairobi', ('Addis Ababa', 'Addis Ababa', 'Ethiopia'))",32,"('Addis Ababa', 'Addis Ababa', 'Ethiopia')",Ethiopia,Addis Ababa,Addis Ababa
66,Nairobi,"('Al Diyum East', 'Khartoum', 'Sudan')",1,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Al Diyum East', 'Khartoum', 'Sudan'))",33,Nairobi,Sudan,Khartoum,Al Diyum East
67,Nairobi,"('Al Diyum East', 'Khartoum', 'Sudan')",1,1611.1788838669513,1.7784682057214236,32.539207899999994,15.569011699999999,"('Nairobi', ('Al Diyum East', 'Khartoum', 'Sudan'))",33,"('Al Diyum East', 'Khartoum', 'Sudan')",Sudan,Khartoum,Al Diyum East
68,Nairobi,"('Al Riyadh', 'Al Riyadh', 'Sudan')",1,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Al Riyadh', 'Al Riyadh', 'Sudan'))",34,Nairobi,Sudan,Al Riyadh,Al Riyadh
69,Nairobi,"('Al Riyadh', 'Al Riyadh', 'Sudan')",1,1610.9518871642126,1.7763967400567469,32.567664,15.579633,"('Nairobi', ('Al Riyadh', 'Al Riyadh', 'Sudan'))",34,"('Al Riyadh', 'Al Riyadh', 'Sudan')",Sudan,Al Riyadh,Al Riyadh
70,Nairobi,"('Aweil', 'Aweil', 'South Sudan')",1,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Aweil', 'Aweil', 'South Sudan'))",35,Nairobi,South Sudan,Aweil,Aweil
71,Nairobi,"('Aweil', 'Aweil', 'South Sudan')",1,1404.0016530973367,2.3522126986997565,27.396208500000004,8.7693352,"('Nairobi', ('Aweil', 'Aweil', 'South Sudan'))",35,"('Aweil', 'Aweil', 'South Sudan')",South Sudan,Aweil,Aweil
72,Nairobi,"('Bisoro', 'Bisoro', 'Burundi')",1,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Bisoro', 'Bisoro', 'Burundi'))",36,Nairobi,Burundi,Bisoro,Bisoro
73,Nairobi,"('Bisoro', 'Bisoro', 'Burundi')",1,808.6174639320623,-2.8695106745388625,29.7077404,-3.6361559999999997,"('Nairobi', ('Bisoro', 'Bisoro', 'Burundi'))",36,"('Bisoro', 'Bisoro', 'Burundi')",Burundi,Bisoro,Bisoro
74,Nairobi,"('Bombolulu', 'Bombolulu', 'Kenya')",1,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Bombolulu', 'Bombolulu', 'Kenya'))",37,Nairobi,Kenya,Bombolulu,Bombolulu
75,Nairobi,"('Bombolulu', 'Bombolulu', 'Kenya')",1,391.71300774751325,-0.649344408385869,39.696073,-4.026789,"('Nairobi', ('Bombolulu', 'Bombolulu', 'Kenya'))",37,"('Bombolulu', 'Bombolulu', 'Kenya')",Kenya,Bombolulu,Bombolulu
76,Nairobi,"('Bondo', 'Bondo', 'Kenya')",1,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Bondo', 'Bondo', 'Kenya'))",38,Nairobi,Kenya,Bondo,Bondo
77,Nairobi,"('Bondo', 'Bondo', 'Kenya')",1,299.02997269605555,2.730725114912761,34.2739935,-0.0993654,"('Nairobi', ('Bondo', 'Bondo', 'Kenya'))",38,"('Bondo', 'Bondo', 'Kenya')",Kenya,Bondo,Bondo
78,Nairobi,"('Bulambuli', 'Bulambuli', 'Uganda')",1,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Bulambuli', 'Bulambuli', 'Uganda'))",39,Nairobi,Uganda,Bulambuli,Bulambuli
79,Nairobi,"('Bulambuli', 'Bulambuli', 'Uganda')",1,363.804397259737,2.410809987704609,34.28037988179564,1.35811175,"('Nairobi', ('Bulambuli', 'Bulambuli', 'Uganda'))",39,"('Bulambuli', 'Bulambuli', 'Uganda')",Uganda,Bulambuli,Bulambuli
80,Nairobi,"('Bumala', 'Bumala', 'Kenya')",1,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Bumala', 'Bumala', 'Kenya'))",40,Nairobi,Kenya,Bumala,Bumala
81,Nairobi,"('Bumala', 'Bumala', 'Kenya')",1,322.15955265584387,2.633836210548278,34.2024041,0.3031139,"('Nairobi', ('Bumala', 'Bumala', 'Kenya'))",40,"('Bumala', 'Bumala', 'Kenya')",Kenya,Bumala,Bumala
82,Nairobi,"('Ekalakala', 'Ekalakala', 'Kenya')",1,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Ekalakala', 'Ekalakala', 'Kenya'))",41,Nairobi,Kenya,Ekalakala,Ekalakala
83,Nairobi,"('Ekalakala', 'Ekalakala', 'Kenya')",1,68.95710605687995,0.31265558156603235,37.5079197,-1.0260966,"('Nairobi', ('Ekalakala', 'Ekalakala', 'Kenya'))",41,"('Ekalakala', 'Ekalakala', 'Kenya')",Kenya,Ekalakala,Ekalakala
84,Nairobi,"('Enugu', 'Enugu', 'Nigeria')",1,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Enugu', 'Enugu', 'Nigeria'))",42,Nairobi,Nigeria,Enugu,Enugu
85,Nairobi,"('Enugu', 'Enugu', 'Nigeria')",1,3362.2355042901117,2.870010347136417,7.4143061,6.5536094,"('Nairobi', ('Enugu', 'Enugu', 'Nigeria'))",42,"('Enugu', 'Enugu', 'Nigeria')",Nigeria,Enugu,Enugu
86,Nairobi,"('Fizi', 'Fizi', 'Democratic Republic of the Congo')",1,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Fizi', 'Fizi', 'Democratic Republic of the Congo'))",43,Nairobi,Democratic Republic of the Congo,Fizi,Fizi
87,Nairobi,"('Fizi', 'Fizi', 'Democratic Republic of the Congo')",1,934.3511763632929,-2.8215756449864546,28.880631564917785,-4.2696783,"('Nairobi', ('Fizi', 'Fizi', 'Democratic Republic of the Congo'))",43,"('Fizi', 'Fizi', 'Democratic Republic of the Congo')",Democratic Republic of the Congo,Fizi,Fizi
88,Nairobi,"('Funyula', 'Funyula', 'Kenya')",1,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Funyula', 'Funyula', 'Kenya'))",44,Nairobi,Kenya,Funyula,Funyula
89,Nairobi,"('Funyula', 'Funyula', 'Kenya')",1,334.78513184190484,2.6690045033473946,34.053667600000004,0.2540714,"('Nairobi', ('Funyula', 'Funyula', 'Kenya'))",44,"('Funyula', 'Funyula', 'Kenya')",Kenya,Funyula,Funyula
90,Nairobi,"('Gbarnga', 'Gbarnga', 'Liberia')",1,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Gbarnga', 'Gbarnga', 'Liberia'))",45,Nairobi,Liberia,Gbarnga,Gbarnga
91,Nairobi,"('Gbarnga', 'Gbarnga', 'Liberia')",1,5189.024820927307,2.9448498806778884,-9.470905,6.996269,"('Nairobi', ('Gbarnga', 'Gbarnga', 'Liberia'))",45,"('Gbarnga', 'Gbarnga', 'Liberia')",Liberia,Gbarnga,Gbarnga
92,Nairobi,"('Gisambai', 'Gisambai', 'Kenya')",1,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Gisambai', 'Gisambai', 'Kenya'))",46,Nairobi,Kenya,Gisambai,Gisambai
93,Nairobi,"('Gisambai', 'Gisambai', 'Kenya')",1,268.3988829891277,2.674986582503604,34.7491708,0.0523706,"('Nairobi', ('Gisambai', 'Gisambai', 'Kenya'))",46,"('Gisambai', 'Gisambai', 'Kenya')",Kenya,Gisambai,Gisambai
94,Nairobi,"('Gitega', 'Gitega', 'Burundi')",1,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Gitega', 'Gitega', 'Burundi'))",47,Nairobi,Burundi,Gitega,Gitega
95,Nairobi,"('Gitega', 'Gitega', 'Burundi')",1,801.0814959392111,-2.8772388670291504,29.924971799999998,-3.4284953000000002,"('Nairobi', ('Gitega', 'Gitega', 'Burundi'))",47,"('Gitega', 'Gitega', 'Burundi')",Burundi,Gitega,Gitega
96,Nairobi,"('Githunguri', 'Githunguri', 'Kenya')",1,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Githunguri', 'Githunguri', 'Kenya'))",48,Nairobi,Kenya,Githunguri,Githunguri
97,Nairobi,"('Githunguri', 'Githunguri', 'Kenya')",1,122.29345097169521,0.8397340825532249,37.4833,-0.3666,"('Nairobi', ('Githunguri', 'Githunguri', 'Kenya'))",48,"('Githunguri', 'Githunguri', 'Kenya')",Kenya,Githunguri,Githunguri
98,Nairobi,"('Goma', 'Goma', 'Democratic Republic of the Congo')",1,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Goma', 'Goma', 'Democratic Republic of the Congo'))",49,Nairobi,Democratic Republic of the Congo,Goma,Goma
99,Nairobi,"('Goma', 'Goma', 'Democratic Republic of the Congo')",1,835.4547143817878,-3.0962817348879135,29.225652,-1.6665685000000001,"('Nairobi', ('Goma', 'Goma', 'Democratic Republic of the Congo'))",49,"('Goma', 'Goma', 'Democratic Republic of the Congo')",Democratic Republic of the Congo,Goma,Goma
100,Nairobi,"('Gucha', 'Gucha', 'Kenya')",1,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Gucha', 'Gucha', 'Kenya'))",50,Nairobi,Kenya,Gucha,Gucha
101,Nairobi,"('Gucha', 'Gucha', 'Kenya')",1,266.18128623855193,2.979383504433716,34.54848270000001,-0.7977695,"('Nairobi', ('Gucha', 'Gucha', 'Kenya'))",50,"('Gucha', 'Gucha', 'Kenya')",Kenya,Gucha,Gucha
102,Nairobi,"('Juba', 'Juba', 'South Sudan')",1,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Juba', 'Juba', 'South Sudan'))",51,Nairobi,South Sudan,Juba,Juba
103,Nairobi,"('Juba', 'Juba', 'South Sudan')",1,803.4420942529454,2.331826952733242,31.595165500000004,4.8472017,"('Nairobi', ('Juba', 'Juba', 'South Sudan'))",51,"('Juba', 'Juba', 'South Sudan')",South Sudan,Juba,Juba
104,Nairobi,"('Kakamega', 'Kitale', 'Kenya')",1,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Kakamega', 'Kitale', 'Kenya'))",52,Nairobi,Kenya,Kitale,Kakamega
105,Nairobi,"('Kakamega', 'Kitale', 'Kenya')",1,269.3386015035923,2.4945118495864844,34.80154886163461,0.49571040000000005,"('Nairobi', ('Kakamega', 'Kitale', 'Kenya'))",52,"('Kakamega', 'Kitale', 'Kenya')",Kenya,Kitale,Kakamega
106,Nairobi,"('Kangema', 'Kangema', 'Kenya')",1,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Kangema', 'Kangema', 'Kenya'))",53,Nairobi,Kenya,Kangema,Kangema
107,Nairobi,"('Kangema', 'Kangema', 'Kenya')",1,52.03895730738191,1.466702241493541,36.9642477,-0.6847865,"('Nairobi', ('Kangema', 'Kangema', 'Kenya'))",53,"('Kangema', 'Kangema', 'Kenya')",Kenya,Kangema,Kangema
108,Nairobi,"('Kapsabet', 'Kapsabet', 'Kenya')",1,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Kapsabet', 'Kapsabet', 'Kenya'))",54,Nairobi,Kenya,Kapsabet,Kapsabet
109,Nairobi,"('Kapsabet', 'Kapsabet', 'Kenya')",1,226.60477604476642,2.5041685919017826,35.1011501,0.20049779999999998,"('Nairobi', ('Kapsabet', 'Kapsabet', 'Kenya'))",54,"('Kapsabet', 'Kapsabet', 'Kenya')",Kenya,Kapsabet,Kapsabet
110,Nairobi,"('Karatina', 'Karatina', 'Kenya')",1,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Karatina', 'Karatina', 'Kenya'))",55,Nairobi,Kenya,Karatina,Karatina
111,Nairobi,"('Karatina', 'Karatina', 'Kenya')",1,73.47283947420144,1.2466522004140437,37.125223999999996,-0.482246,"('Nairobi', ('Karatina', 'Karatina', 'Kenya'))",55,"('Karatina', 'Karatina', 'Kenya')",Kenya,Karatina,Karatina
112,Nairobi,"('Katanga', 'Katanga', 'Democratic Republic of the Congo')",1,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Katanga', 'Katanga', 'Democratic Republic of the Congo'))",56,Nairobi,Democratic Republic of the Congo,Katanga,Katanga
113,Nairobi,"('Katanga', 'Katanga', 'Democratic Republic of the Congo')",1,1489.2351417711307,-2.578657171541067,25.125473217979778,-9.229641,"('Nairobi', ('Katanga', 'Katanga', 'Democratic Republic of the Congo'))",56,"('Katanga', 'Katanga', 'Democratic Republic of the Congo')",Democratic Republic of the Congo,Katanga,Katanga
114,Nairobi,"('Kericho', 'Kericho', 'Kenya')",1,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Kericho', 'Kericho', 'Kenya'))",57,Nairobi,Kenya,Kericho,Kericho
115,Nairobi,"('Kericho', 'Kericho', 'Kenya')",1,187.5290735383248,2.6186831988592103,35.2833,-0.3666,"('Nairobi', ('Kericho', 'Kericho', 'Kenya'))",57,"('Kericho', 'Kericho', 'Kenya')",Kenya,Kericho,Kericho
116,Nairobi,"('Keroka', 'Kisii', 'Kenya')",1,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Keroka', 'Kisii', 'Kenya'))",58,Nairobi,Kenya,Kisii,Keroka
117,Nairobi,"('Keroka', 'Kisii', 'Kenya')",1,205.24836793480782,2.9170297043214726,34.9472145,-0.7781996,"('Nairobi', ('Keroka', 'Kisii', 'Kenya'))",58,"('Keroka', 'Kisii', 'Kenya')",Kenya,Kisii,Keroka
118,Nairobi,"('Khartoum', 'Khartoum', 'Sudan')",1,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Khartoum', 'Khartoum', 'Sudan'))",59,Nairobi,Sudan,Khartoum,Khartoum
119,Nairobi,"('Khartoum', 'Khartoum', 'Sudan')",1,1610.8806707453411,1.778863357711949,32.5349123,15.563597199999998,"('Nairobi', ('Khartoum', 'Khartoum', 'Sudan'))",59,"('Khartoum', 'Khartoum', 'Sudan')",Sudan,Khartoum,Khartoum
120,Nairobi,"('Kigoma', 'Kigoma', 'Tanzania')",1,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Kigoma', 'Kigoma', 'Tanzania'))",60,Nairobi,Tanzania,Kigoma,Kigoma
121,Nairobi,"('Kigoma', 'Kigoma', 'Tanzania')",1,823.7363326801564,-2.7505756223060662,30.0050533,-4.512657099999999,"('Nairobi', ('Kigoma', 'Kigoma', 'Tanzania'))",60,"('Kigoma', 'Kigoma', 'Tanzania')",Tanzania,Kigoma,Kigoma
122,Nairobi,"('Kilome', 'Kilome', 'Kenya')",1,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Kilome', 'Kilome', 'Kenya'))",61,Nairobi,Kenya,Kilome,Kilome
123,Nairobi,"('Kilome', 'Kilome', 'Kenya')",1,73.84793369095226,-0.5062119945673039,37.3333,-1.8,"('Nairobi', ('Kilome', 'Kilome', 'Kenya'))",61,"('Kilome', 'Kilome', 'Kenya')",Kenya,Kilome,Kilome
124,Nairobi,"('Kimilili', 'Kimilili', 'Kenya')",1,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Kimilili', 'Kimilili', 'Kenya'))",62,Nairobi,Kenya,Kimilili,Kimilili
125,Nairobi,"('Kimilili', 'Kimilili', 'Kenya')",1,299.76266813744303,2.4127219397703072,34.7166,0.7833,"('Nairobi', ('Kimilili', 'Kimilili', 'Kenya'))",62,"('Kimilili', 'Kimilili', 'Kenya')",Kenya,Kimilili,Kimilili
126,Nairobi,"('Kinamba', 'Kinamba', 'Kenya')",1,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Kinamba', 'Kinamba', 'Kenya'))",63,Nairobi,Kenya,Kinamba,Kinamba
127,Nairobi,"('Kinamba', 'Kinamba', 'Kenya')",1,168.98502319641688,1.8484108161286175,36.3208699,0.41392460000000003,"('Nairobi', ('Kinamba', 'Kinamba', 'Kenya'))",63,"('Kinamba', 'Kinamba', 'Kenya')",Kenya,Kinamba,Kinamba
128,Nairobi,"('Kinshasa', 'Kinshasa', 'Democratic Republic of the Congo')",1,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Kinshasa', 'Kinshasa', 'Democratic Republic of the Congo'))",64,Nairobi,Democratic Republic of the Congo,Kinshasa,Kinshasa
129,Nairobi,"('Kinshasa', 'Kinshasa', 'Democratic Republic of the Congo')",1,2412.750562183796,-3.0018808261400602,15.312597400000001,-4.3217055,"('Nairobi', ('Kinshasa', 'Kinshasa', 'Democratic Republic of the Congo'))",64,"('Kinshasa', 'Kinshasa', 'Democratic Republic of the Congo')",Democratic Republic of the Congo,Kinshasa,Kinshasa
130,Nairobi,"('Kisauni', 'Mombasa', 'Kenya')",1,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Kisauni', 'Mombasa', 'Kenya'))",65,Nairobi,Kenya,Mombasa,Kisauni
131,Nairobi,"('Kisauni', 'Mombasa', 'Kenya')",1,404.5734290887438,-0.6221336990136075,39.6823544,-4.0259925,"('Nairobi', ('Kisauni', 'Mombasa', 'Kenya'))",65,"('Kisauni', 'Mombasa', 'Kenya')",Kenya,Mombasa,Kisauni
132,Nairobi,"('Kuajok', 'Kuajok', 'South Sudan')",1,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Kuajok', 'Kuajok', 'South Sudan'))",66,Nairobi,South Sudan,Kuajok,Kuajok
133,Nairobi,"('Kuajok', 'Kuajok', 'South Sudan')",1,1324.939689455301,2.3475082036335415,27.9789446,8.3024209,"('Nairobi', ('Kuajok', 'Kuajok', 'South Sudan'))",66,"('Kuajok', 'Kuajok', 'South Sudan')",South Sudan,Kuajok,Kuajok
134,Nairobi,"('Kyua', 'Kyua', 'Kenya')",1,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Kyua', 'Kyua', 'Kenya'))",67,Nairobi,Kenya,Kyua,Kyua
135,Nairobi,"('Kyua', 'Kyua', 'Kenya')",1,111.95351390069287,-0.008334588146661033,37.760724700000004,-1.4065565,"('Nairobi', ('Kyua', 'Kyua', 'Kenya'))",67,"('Kyua', 'Kyua', 'Kenya')",Kenya,Kyua,Kyua
136,Nairobi,"('Lagos', 'Lagos', 'Nigeria')",1,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Lagos', 'Lagos', 'Nigeria'))",68,Nairobi,Nigeria,Lagos,Lagos
