ID,109,127,134,142,152,201,202,206,211,214b,215,219,225,311,321,340,341,342,343,344,345,406,516,701,703,705,707,712,713,715,717,9J,9A,9N,100b,101,302,308,229w,229x,229y,229z,231,238
278348,,"(('Kawangware', 'Nairobi', 'Kenya'),)","(('Kakamega', 'Kakamega', 'Kenya'),)",,"(('Kawangware', 'Kawangware', 'Kenya'), ('Muslim', 'Muslim', 'Kenya'))","(('Kidwesu', 'Bulambuli', 'Uganda'),)","(('Kawangware', 'Nairobi', 'Kenya'),)","(('Muscat', 'Muscat', 'Oman'),)","(('Kawangware', 'Nairobi', 'Kenya'),)",,,"(('N/A', 'N/A', 'N/A'),)",,,"(('Kidwesu', 'Bulambuli', 'Uganda'),)","(('Kangemi', 'Nairobi', 'Kenya'),)",,"(('Kidwesu', 'Bulambuli', 'Uganda'),)",,"(('Kitengela', 'Kajiado', 'Kenya'),)",,"(('Kidwesu', 'Bulambuli', 'Uganda'),)","(('Kidwesu', 'Bulambuli', 'Uganda'),)","(('Kitengela', 'Kajiado', 'Kenya'),)","(('Would Wish To Move But Destination Still Unknown', 'N/A', 'N/A'),)",,"(('Kitengela', 'Kajiado', 'Kenya'),)",,"(('London', 'London', 'United Kingdom'),)","(('Kakamega', 'Kakamega', 'Kenya'),)",,"(('-1', 'Nairobi', 'Kenya'),)","(('-1', 'Nairobi', 'Kenya'),)","(('Kawangware', 'Nairobi', 'Kenya'),)","(('-1', 'Kidwesu', 'Uganda'),)","(('Bulambuli', 'Bulambuli', 'Uganda'),)","(('Kawangware 46', 'Nairobi', 'Kenya'),)","(('Lavington', 'Nairobi', 'Kenya'),)","(('-1', 'Nairobi', 'Kenya'),)","(('Kawangware', 'Nairobi', 'Kenya'),)","(('-1', 'Nairobi', 'Kenya'),)","(('-1', 'Nairobi', 'Kenya'),)","(('Kawangware 46', 'Nairobi', 'Kenya'), ('Next To Kawangware Primary ', 'Nairobi', 'Kenya'))","(('-1', 'Nairobi', 'Kenya'),)"
278349,,,,"(('Kampala', 'Kampala', 'Uganda'),)","(('Kawangware', 'Kawangware', 'Kenya'),)","(('Busesa', 'Kampala', 'Uganda'),)","(('Kawangware', 'Nairobi', 'Kenya'),)",,,,,"(('N/A', 'N/A', 'N/A'),)",,,,"(('N/A', 'N/a', 'N/a'),)",,,,"(('Busesa', 'Kampala', 'Uganda'),)",,,,,,"(('Jamaica', 'Jamaica', 'Jamaica'),)",,,,"(('Busesa', 'Kampala', 'Uganda'),)","(('Busesa', 'Kampala', 'Uganda'),)","(('-1', 'Nairobi', 'Kenya'),)","(('-1', 'Nairobi', 'Kenya'),)","(('Kawangware', 'Nairobi', 'Kenya'),)","(('-1', 'Busesa', 'Uganda'),)","(('Kampala', 'Kampala', 'Uganda'),)","(('None', 'Nairobi', 'Kenya'),)","(('nan', 'Nairobi', 'Kenya'),)","(('-1', 'Nairobi', 'Kenya'),)","(('Kawangware', 'Nairobi', 'Kenya'),)","(('-1', 'Nairobi', 'Kenya'),)","(('-1', 'Nairobi', 'Kenya'),)","(('Kawangware', 'Nairobi', 'Kenya'),)","(('-1', 'Nairobi', 'Kenya'),)"
278358,,"(('Kawangware', 'Nairobi', 'Kenya'),)","(('N/A', 'N/A', 'N/A'),)","(('Riyadh', 'Riyadh', 'Saudi Arabia'),)",,"(('Kawangware', 'Nairobi', 'Kenya'),)",,,,,,"(('N/A', 'N/A', 'N/A'),)",,,"(('Riyadh', 'Riyadh', 'Saudi Arabia'),)","(('Kagundo Road', 'Nairobi', 'Kenya'),)",,,,"(('Kagundo Road', 'Nairobi', 'Kenya'),)",,"(('Riyadh', 'Riyadh', 'Saudi Arabia'),)",,,,,,,,,,"(('-1', '-1', '-1'),)","(('-1', '-1', '-1'),)","(('Kawangware', '-1', '-1'),)","(('-1', 'Kawangware', 'Kenya'),)","(('Nairobi', 'Nairobi', 'Kenya'),)","(('nan', '-1', '-1'),)","(('No Set Location~ Since Not Working', '-1', '-1'),)","(('-1', '-1', '-1'),)","(('-1', '-1', '-1'),)","(('-1', '-1', '-1'),)","(('-1', '-1', '-1'),)","(('-1', '-1', '-1'),)","(('-1', '-1', '-1'),)"
278359,,"(('Kawangware', 'Nairobi', 'Kenya'),)","(('Aguthi', 'Nyeri', 'Kenya'), ('Kawangware', 'Nairobi', 'Kenya'))","(('Nyeri', 'Nyeri', 'Kenya'), ('Embu', 'Embu', 'Kenya'))",,"(('Molo', 'Nakuru', 'Kenya'), ('Naivasha', 'Nakuru', 'Kenya'), ('Karatina', 'Nyeri', 'Kenya'), ('Kawangware', 'Nairobi', 'Kenya'))",,,,,,"(('Cant Tell', 'Cant Tell', 'Cant Tell'),)",,"(('Jerusalem', 'Nairobi', 'Kenya'), ('Nyeri', 'Nyeri', 'Kenya'))",,"(('aguthi', 'Nyeri', 'Kenya'),)","(('Nyeri', 'Nyeri', 'Kenya'),)","(('Jerusalem', 'Nairobi', 'Kenya'),)",,,,"(('Nyeri', 'Nyeri', 'Kenya'),)",,,,,,,,"(('Aguthi', 'Nairobi', 'Kenya'),)",,"(('-1', 'Nairobi', 'Kenya'),)","(('-1', 'Nairobi', 'Kenya'),)","(('Kawangware', 'Nairobi', 'Kenya'),)","(('-1', 'Aguthi', 'Kenya'),)","(('Nyeri', 'Nyeri', 'Kenya'),)","(('Kawangware', 'Nairobi', 'Kenya'),)","(('Kawangware', 'Nairobi', 'Kenya'),)","(('-1', 'Nairobi', 'Kenya'),)","(('Kawangware', 'Nairobi', 'Kenya'),)","(('-1', 'Nairobi', 'Kenya'),)","(('-1', 'Nairobi', 'Kenya'),)","(('Kawangware', 'Nairobi', 'Kenya'),)","(('Molo', 'Nairobi', 'Kenya'), ('Naivasha', 'Nairobi', 'Kenya'), ('Karatina', 'Nairobi', 'Kenya'))"
278360,,,"(('Na', 'Na', 'Na'),)",,,"(('Gisegiru', 'Goma', 'Democratic Republic Of The Congo'),)","(('Kawangware', 'Nairobi', 'Kenya'),)",,,,,"(('Australia', 'Australia', 'Australia'), ('Canada', 'Canada', 'Canada'))","(('Kabiria', 'Nairobi', 'Kenya'),)",,"(('Ralak', 'Siaya', 'Kenya'), ('Rwanda', 'Rwanda', 'Rwanda'))",,,,,,,,,"(('Canada', 'Canada', 'Canada'), ('Australia', 'Australia', 'Australia'))","(('Canada', 'Canada', 'Canada'), ('Australia', 'Australia', 'Australia'))","(('Canada', 'Canada', 'Canada'), ('Australia', 'Australia', 'Australia'))",,,"(('Canada', 'Canada', 'Canada'),)","(('Canada', 'Canada', 'Canada'),)","(('Canada', 'Canada', 'Canada'),)","(('-1', 'Nairobi', 'Kenya'),)","(('-1', 'Nairobi', 'Kenya'),)","(('Kawangware', 'Nairobi', 'Kenya'),)","(('-1', 'Gisegiru', 'Democratic Republic Of The Congo'),)","(('Goma', 'Goma', 'Democratic Republic Of The Congo'),)","(('None', 'Nairobi', 'Kenya'),)","(('Kawangware', 'Nairobi', 'Kenya'),)","(('-1', 'Nairobi', 'Kenya'),)","(('Kawangware', 'Nairobi', 'Kenya'),)","(('-1', 'Nairobi', 'Kenya'),)","(('-1', 'Nairobi', 'Kenya'),)","(('Sokomijinga', 'Nairobi', 'Kenya'), ('Sokomijinga', 'Nairobi', 'Kenya'))","(('-1', 'Nairobi', 'Kenya'),)"
278373,"(('mlaha', 'Siaya', 'Kenya'),)","(('Kawangware', 'Nairobi', 'Kenya'), ('Makongeni', 'Nairobi', 'Kenya'))","(('Alego', 'Siaya', 'Kenya'), ('Kawangware', 'Nairobi', 'Kenya'), ('Kawangware', 'Nairobi', 'Nairobi'), ('Kawangware', 'Nairobi', 'Nairobi'))","(('Joska', 'Joska', 'Kenya'),)","(('Nairobi', 'Nairobi', 'Kenya'), ('Nairobi', 'Nairobi', 'Kenya'))","(('Usenge', 'Siaya', 'Kenya'), ('Makongeni', 'Nairobi', 'Kenya'), ('Kawangware', 'Nairobi', 'Kenya'))",,,,,,"(('Buruburu', 'Nairobi', 'Nairobi'),)","(('Pipeline', 'Nairobi', 'Kenya'),)","(('Usenge', 'Bondo', 'Kenya'), ('Usenge', 'Bondo', 'Kenya'))",,,"(('Usenge', 'Siaya', 'Kenya'),)",,,"(('Usenge', 'Siaya', 'Kenya'),)",,"(('Usenge', 'Siaya', 'Kenya'), ('Usenge', 'Siaya', 'Kenya'))",,"(('Usenge', 'Nairobi', 'Kenya'),)",,,,"(('Usenge', 'Siaya', 'Kenya'),)","(('Usenge', 'Siaya', 'Kenya'),)","(('Usenge', 'Siaya', 'Kenya'),)",,"(('-1', 'Nairobi', 'Kenya'),)","(('-1', 'Nairobi', 'Kenya'),)","(('Kawangware', 'Nairobi', 'Kenya'),)","(('-1', 'Majimbo', 'Kenya'),)","(('Bondo', 'Bondo', 'Kenya'),)","(('Raila Estate', 'Nairobi', 'Kenya'),)","(('Raila Estate Kawangware', 'Nairobi', 'Kenya'),)","(('-1', 'Nairobi', 'Kenya'),)","(('Other (Specify)', 'Nairobi', 'Kenya'),)","(('-1', 'Nairobi', 'Kenya'),)","(('Makongeni', 'Nairobi', 'Kenya'),)","(('Makongeni', 'Nairobi', 'Kenya'),)","(('Makongeni', 'Nairobi', 'Kenya'),)"
278377,,"(('N/A', 'N/A', 'N/A'),)","(('N/A', 'N/A', 'N/A'),)","(('Riyadh', 'Riyadh', 'Saudi Arabia'),)",,"(('Kawangware', 'Nairobi', 'Kenya'),)",,,,,,"(('N/A', 'N/A', 'N/A'),)",,,"(('Riyadh', 'Riyadh', 'Kenya'),)",,,,,,,"(('Riyadh', 'Riyadh', 'Saudi Arabia'),)",,"(('Kagundo  Road', 'Nairobi', 'Kenya'),)",,,,"(('Kagundo Road', 'Nairobi', 'Kenya'),)","(('Ruai', 'Kiambu', 'Kenya'),)","(('Ruai', 'Kiambu', 'Kenya'),)","(('Ruai', 'Kiambu', 'Kenya'),)","(('-1', '-1', '-1'),)","(('-1', '-1', '-1'),)","(('Kawangware', '-1', '-1'),)","(('-1', 'Kawangware', 'Kenya'),)","(('Nairobi', 'Nairobi', 'Kenya'),)","(('N/A Since I Was Born Here', '-1', '-1'),)","(('No Set Location', '-1', '-1'),)","(('-1', '-1', '-1'),)","(('-1', '-1', '-1'),)","(('-1', '-1', '-1'),)","(('-1', '-1', '-1'),)","(('-1', '-1', '-1'),)","(('-1', '-1', '-1'),)"
278384,"(('kawangware', 'Nairobi', 'Kenya'), ('bujumbura', 'bujumbura', 'Burundi'))","(('Bujumbura', 'Bujumbura', 'Burundi'), ('Kawangware', 'Nairobi', 'Kenya'))","(('Kwangware', 'Nairobi', 'Kenya'),)","(('Bujumbura', 'Bujumbura', 'Burundi'), ('Bujumbura', 'Bujumbura', 'Burundi'))",,"(('Bujumbura', 'Bujumbura', 'Burundi'),)","(('Mtwapa', 'Mombasa', 'Kenya'), ('Kimbo', 'Kiambu', 'Kenya'), ('Kwangware', 'Nairobi', 'Kenya'))","(('Mtwapa', 'Mombasa', 'Kenya'),)","(('Kimbo', 'Kiambu', 'Kenya'),)","(('Kawangware', 'Nairobi', 'Kenya'),)",,"(('Dubai', 'Dubai', 'Uae'),)","(('Bujumbura', 'Bujumbura', 'Burundi'), ('Bujumbura', 'Bujumbura', 'Burundi'))","(('Bujumbura', 'Bujumbura', 'Burundi'),)",,"(('bujumbura', 'Bujumbura', 'Burundi'),)",,,,"(('Bujumbura', 'Bujumbura', 'Burundi'),)",,"(('Bujumbura', 'Bujumbura', 'Burundi'),)","(('Bujumbura', 'Bujumbura', 'Burundi'),)","(('Bunjumbura', 'Bujumbura', 'Burundi'),)","(('Bujumbura', 'Bujumbura', 'Burundi'),)","(('Dubai', 'Dubai', 'Eu'),)",,,"(('Bujumbura', 'Bujumbura', 'Burundi'),)","(('Bujumbura', 'Bujumbura', 'Burundi'),)","(('Bujumbura', 'Bujumbura', 'Burundi'),)","(('-1', 'Nairobi', 'Kenya'),)","(('-1', 'Nairobi', 'Kenya'),)","(('Kawangware', 'Nairobi', 'Kenya'),)","(('-1', 'Bujumbura', 'Burundi'),)","(('Bujumbura', 'Bujumbura', 'Burundi'),)","(('Kwa Chief', 'Nairobi', 'Kenya'),)","(('Kwangware', 'Nairobi', 'Kenya'),)","(('-1', 'Nairobi', 'Kenya'),)","(('Kawangware', 'Nairobi', 'Kenya'),)","(('-1', 'Nairobi', 'Kenya'),)","(('-1', 'Nairobi', 'Kenya'),)","(('Mtwapa', 'Nairobi', 'Kenya'), ('Kimbo', 'Nairobi', 'Kenya'))","(('Mtwapa', 'Nairobi', 'Kenya'), ('Kimbo ', 'Nairobi', 'Kenya'))"
278385,,"(('Kawangware', 'Nairobi', 'Kenya'),)","(('Kadenge', 'Siaya', 'Kenya'), ('Alego', 'Siaya', 'Kenya'), ('Alego', 'Siaya', 'Kenya'), ('Alego', 'Siaya', 'Kenya'), ('Ogembo', 'Kisii', 'Kenya'))","(('Nairobi', 'Nairobi', 'Kenya'), ('Ruiru', 'Ruiru', 'Kenya'))",,"(('Kaloleni', 'Nairobi', 'Kenya'), ('Kibra', 'Nairobi', 'Kenya'), ('Kamitha', 'Nairobi', 'Kenya'), ('Stage 2', 'Nairobi', 'Kenya'), ('Soko Mjinga', 'Nairobi', 'Kenya'))",,,,,,"(('Nairobi', 'Nairobi', 'Kenya'),)","(('Ngong', 'Nairobi', 'Kenya'), ('Ruiru', 'Kiambu', 'Kenya'))","(('Alego', 'Siaya', 'Kenya'), ('Kawangware', 'Nairobi', 'Kenya'))",,,"(('kawangware', 'nairobi', 'kenya'),)","(('Alego', 'Siaya', 'Kenya'), ('Nairobi', 'Nairobi', 'Kenya'))",,"(('Alego', 'Siaya', 'Kenya'),)",,"(('Alego', 'Siaya', 'Kenya'), ('Ngong', 'Nairobi', 'Kenya'))","(('Kawangware', 'Nairobi', 'Kenya'),)","(('Alego', 'Siaya', 'Kenya'),)",,,,"(('Alego', 'Siaya', 'Kenya'),)","(('Alego', 'Siaya', 'Kenya'),)","(('Alego', 'Siaya', 'Kenya'),)","(('Ngong', 'Nairobi', 'Kenya'),)","(('-1', 'Nairobi', 'Kenya'),)","(('-1', 'Nairobi', 'Kenya'),)","(('Kawangware', 'Nairobi', 'Kenya'),)","(('-1', 'Luo', 'Kenya'),)","(('Siaya', 'Siaya', 'Kenya'),)","(('Kawangware', 'Nairobi', 'Kenya'),)","(('Kawangware', 'Nairobi', 'Kenya'),)","(('-1', 'Nairobi', 'Kenya'),)","(('Other (Specify)', 'Nairobi', 'Kenya'),)","(('-1', 'Nairobi', 'Kenya'),)","(('Kaloleni', 'Nairobi', 'Kenya'),)","(('Kaloleni', 'Nairobi', 'Kenya'),)","(('-1', 'Nairobi', 'Kenya'),)"
278386,,"(('Aslam-Down', 'Accra', 'Ghana'),)","(('Kwahu', 'Aburi', 'Ghana'), ('Bibiani', 'Sefwi', 'Ghana'))","(('Kumasi', 'Kumasi', 'Ghana'),)","(('Kumasi', 'Kumasi', 'Ghana'),)","(('Bibiani', 'Sefwi', 'Ghana'),)","(('Aslam-Down', 'Accra', 'Ghana'), ('Abeka', 'Accra', 'Ghana'), ('Dansoman', 'Accra', 'Ghana'), ('Adenta', 'Accra', 'Ghana'))",,,,,"(('Na', 'Na', 'Na'),)",,"(('Kumasi', 'Kumasi', 'Ghana'), ('Koforidua', 'Koforidua', 'Ghana'))","(('Koforidua', 'Sefwi', 'Ghana'),)","(('East Legon', 'Accra', 'Ghana'),)",,,,"(('Frafraha', 'Accra', 'Ghana'),)",,"(('Adenta', 'Accra', 'Ghana'),)",,,,,,"(('Adenta', 'Accra', 'Ghana'),)",,,,"(('-1', 'Accra', 'Ghana'),)","(('Madina', 'Accra', 'Ghana'),)","(('-1', 'Accra', 'Ghana'),)","(('-1', 'Bibiani', 'Ghana'),)","(('Sefwi Wiaso', 'Sefwi Wiaso', 'Ghana'),)","(('Wass At Acenta', 'Accra', 'Ghana'),)","(('Adenta Wass', 'Accra', 'Ghana'),)","(('-1', 'Accra', 'Ghana'),)","(('-1', 'Accra', 'Ghana'),)","(('Asylum Down', 'Accra', 'Ghana'),)","(('-1', 'Accra', 'Ghana'),)","(('Aslyumdown', 'Accra', 'Ghana'), ('Abeka', 'Accra', 'Ghana'), ('Dansoman', 'Accra', 'Ghana'))","(('-1', 'Accra', 'Ghana'),)"
278387,,"(('Lapaz', 'Accra', 'Ghana'),)","(('Na', 'Na', 'Na'),)","(('Teshie', 'Teshie', 'Ghana'),)","(('Teshie', 'Teshie', 'Ghana'),)","(('Abeka', 'Accra', 'Ghana'),)","(('Teshie', 'Accra', 'Ghana'),)","(('Adenta', 'Accra', 'Ghana'),)",,,,"(('Na', 'Na', 'Na'),)","(('Adenta', 'Accra', 'Ghana'),)","(('Teshie', 'Accra', 'Ghana'),)","(('Teshie', 'Accra', 'Ghana'), ('Kumasi', 'Accra', 'Ghana'))","(('Madina', 'Accra', 'Ghana'),)","(('Father', 'Teshie', 'Ghana'),)","(('Adieso', 'Koforidua', 'Ghana'),)",,"(('Adieso', 'Koforidua', 'Ghana'),)",,"(('Adenta', 'Accra', 'Ghana'),)",,,,,,,,,,"(('-1', 'Accra', 'Ghana'),)","(('Madina', 'Accra', 'Ghana'),)","(('-1', 'Accra', 'Ghana'),)","(('-1', 'Adieso', 'Ghana'),)","(('Koforidua', 'Koforidua', 'Ghana'),)","(('Teshie', 'Accra', 'Ghana'),)","(('Adenta', 'Accra', 'Ghana'),)","(('-1', 'Accra', 'Ghana'),)","(('-1', 'Accra', 'Ghana'),)","(('Other (Specify)', 'Accra', 'Ghana'),)","(('Abeka', 'Accra', 'Ghana'),)","(('Abeka', 'Accra', 'Ghana'), ('Ashley Botwe', 'Accra', 'Ghana'), ('Teshie', 'Accra', 'Ghana'))","(('Abeka', 'Accra', 'Ghana'), ('Ashley Botwe', 'Accra', 'Ghana'))"
278388,,,"(('Lome', 'Togo', 'Ghana'),)","(('Aflao', 'Aflao', 'Ghana'),)","(('Aflao', 'Aflao', 'Ghana'),)","(('Lome', 'Lome', 'Togo'),)","(('Na', 'Na', 'Na'),)",,,,,"(('Na', 'Na', 'Na'),)","(('Nsawam', 'Koforidua', 'Ghana'),)",,"(('Adenta', 'Accra', 'Ghana'),)","(('East legon', 'Accra', 'Ghana'),)",,,,"(('East Legon', 'Accra', 'Ghana'),)",,"(('Adenta', 'Accra', 'Ghana'),)","(('Adenta', 'Accra', 'Ghana'),)",,,,,,,,,"(('-1', 'Accra', 'Ghana'),)","(('Madina', 'Accra', 'Ghana'),)","(('-1', 'Accra', 'Ghana'),)","(('Gbegamey', 'Lome', 'Togo'),)","(('-1', '-1', 'Togo'),)","(('No Where', 'Accra', 'Ghana'),)","(('No Set Location', 'Accra', 'Ghana'),)","(('-1', 'Accra', 'Ghana'),)","(('-1', 'Accra', 'Ghana'),)","(('Other (Specify)', 'Accra', 'Ghana'),)","(('Nsawam', 'Accra', 'Ghana'),)","(('Newsite', 'Accra', 'Ghana'),)","(('-1', 'Accra', 'Ghana'),)"
278391,,"(('Kawangware', 'Nairobi', 'Kenya'),)",,,,"(('Nyakaula', 'Muranga', 'Kenya'),)","(('Kawangware', 'Nairobi', 'Kenya'),)",,,,,"(('N/A', 'N/A', 'N/A'),)","(('Githurai', 'Nairobi', 'Kenya'),)","(('Nyakaura', 'Murangâ€™A', 'Kenya'),)",,,,,,"(('Juja', 'Nairobi', 'Kenya'),)",,"(('Nyakaura', 'Nairobi', 'Kenya'),)",,,,,,,,"(('Nyakaura', 'Murangâ€™A', 'Kenya'),)",,"(('-1', 'Nairobi', 'Kenya'),)","(('-1', 'Nairobi', 'Kenya'),)","(('Kawangware', 'Nairobi', 'Kenya'),)","(('-1', 'Nyakaura', 'Kenya'),)","(('Muranga', 'Muranga', 'Kenya'),)","(('Kawangware', 'Nairobi', 'Kenya'),)","(('Kawangwae', 'Nairobi', 'Kenya'),)","(('-1', 'Nairobi', 'Kenya'),)","(('Kawangware', 'Nairobi', 'Kenya'),)","(('-1', 'Nairobi', 'Kenya'),)","(('-1', 'Nairobi', 'Kenya'),)","(('Kawangware', 'Nairobi', 'Kenya'), ('Kawangware', 'Nairobi', 'Kenya'), ('Kawangware', 'Nairobi', 'Kenya'))","(('-1', 'Nairobi', 'Kenya'),)"
278393,"(('Athi River', 'Athi River', 'Kenya'),)","(('Nairobi', 'Nairobi', 'Kenya'),)","(('Kawangware', 'Nairobi', 'Kenya'), ('Kawangware', 'Nairobi', 'Kenya'), ('Kawangware', 'Nairobi', 'Kenya'))",,,"(('Iddi Lolla', 'Moyale', 'Ethiopia'),)","(('Kawangware', 'Nairobi', 'Kenya'),)",,,,,"(('N/A', 'N/A', 'N/A'),)",,"(('Iddi Lolla', 'Moyale', 'Ethiopia'),)",,"(('Iddi Lolla', 'Moyale', 'Ethiopia'),)",,"(('Iddi Lolla', 'Moyale', 'Ethiopia'),)",,,,"(('Iddi Lolla', 'Moyale', 'Kenya'),)",,,"(('Iddi Lolla', 'Moyale', 'Ethiopia'),)",,,,"(('Iddi Lolla', 'Moyale', 'Ethiopia'),)","(('Iddi Lolla', 'Moyale', 'Ethiopia'),)","(('Iddi Lolla', 'Moyale', 'Ethiopia'),)","(('-1', 'Nairobi', 'Kenya'),)","(('-1', 'Nairobi', 'Kenya'),)","(('Kawangware', 'Nairobi', 'Kenya'),)","(('-1', 'Iddi Lolla', 'Ethiopia'),)","(('Moyale', 'Moyale', 'Ethiopia'),)","(('Hope Centre', 'Nairobi', 'Kenya'),)","(('Kawangware', 'Nairobi', 'Kenya'),)","(('-1', 'Nairobi', 'Kenya'),)","(('Kawangware', 'Nairobi', 'Kenya'),)","(('-1', 'Nairobi', 'Kenya'),)","(('-1', 'Nairobi', 'Kenya'),)","(('Kawangware ', 'Nairobi', 'Kenya'),)","(('Iddi Lolla', 'Nairobi', 'Kenya'),)"
278394,,"(('Kawangware', 'Nairobi', 'Kenya'),)","(('Kawangwarw', 'Nairobi', 'Kenya'), ('Kawangware', 'Nairobi', 'Kenya'), ('Kawangware', 'Nairobi', 'Kenya'))","(('Nyahururu', 'Nyahururu', 'Kenya'), ('Nyahururu', 'Nyahururu', 'Kenya'))",,"((""Nga'Rua"", 'Nyahururu', 'Kenya'),)",,,,,,"(('New York', 'New York', 'London'),)","(('Magongo', 'Mombasa', 'Kenya'),)","(('Kawangware', 'Nairobi', 'Kenya'), ('Nyahururu', 'Nyahururu', 'Laikipia'), ('Nyahururu', 'Nyahururu', 'Laikipia'))",,"(('Kileleshwa', 'Nairobi', 'Kenya'),)","(('Kawangware', 'Nairobi', 'Kenya'),)","(('Kawangware', 'Nairobi', 'Kenya'), ('Kawangware', 'Nairobi', 'Kenya'), ('Kawangware', 'Nairobi', 'Kenya'))",,"(('Muthaiga', 'Nairobi', 'Kenya'),)",,"(('Nyahururu', 'Nyahururu', 'Kenya'), ('Magongo', 'Mombasa', 'Kenya'))","(('Mogadishu', 'Mogadishu', 'Somalia'),)","(('New York', 'New York', 'London'),)","(('New York', 'New York', 'London'),)","(('New York', 'New York', 'London'),)",,,,"(('Mama Ngina', 'Mama Ngina', 'Kenya'),)","(('New York', 'New York', 'London'),)","(('-1', '-1', '-1'),)","(('-1', '-1', '-1'),)","(('Kawangware', '-1', '-1'),)","(('-1', 'Kawangware', 'Kenya'),)","(('Nairobi', 'Nairobi', 'Kenya'),)","(('Kawangware Centre', '-1', '-1'),)","(('Just Within Kawangware', '-1', '-1'),)","(('-1', '-1', '-1'),)","(('-1', '-1', '-1'),)","(('-1', '-1', '-1'),)","(('-1', '-1', '-1'),)","(('-1', '-1', '-1'),)","(('-1', '-1', '-1'),)"
278399,,,"(('Lubumbashi', 'Lubumbashi', 'Rwanda'), ('Lubumbashi', 'Lubumbashi', 'Rwanda'))",,,"(('Lubumbashi', 'Lubumbashi', 'Rwanda'), ('Kawangware', 'Nairobi', 'Kenya'))",,,,,,"(('Dar Es Salaam', 'Dar Es Salaam', 'Tanzania'),)","(('Kibera', 'Nairobi', 'Kenya'), ('Wanyee', 'Nairobi', 'Kenya'))","(('Lubumbashi', 'Lubumbashi', 'Rwanda'),)","(('Lubumbashi', 'Lubumbashi', 'Rwanda'),)",,"(('lubumbashi', 'Lubumbashi', 'Rwanda'),)","(('Wanyee', 'Nairobi', 'Kenya'),)",,"(('Kigali', 'Kigali', 'Kenya'),)","(('Lubumbashi', 'Lubumbashi', 'Rwanda'),)","(('Lubumbashi', 'Lubumbashi', 'Rwanda'),)","(('N/A', 'Lubumbashi', 'Rwanda'),)","(('Dar Es Salaam', 'Dar Es Salaam', 'Tanzania'),)","(('Dar Es Salaam', 'Dar Es Salaam', 'Kenya'),)","(('Dar Es Salaam', 'Dar Es Salaam', 'Kenya'),)",,,"(('Lubumbashi', 'Lubumbashi', 'Kenya'),)","(('Lubumbashi', 'Lubumbashi', 'Kenya'),)","(('Kigali', 'Kigali', 'Rwanda'),)","(('-1', 'Nairobi', 'Kenya'),)","(('-1', 'Nairobi', 'Kenya'),)","(('Kawangware', 'Nairobi', 'Kenya'),)","(('-1', 'Kawangware', 'Rwanda'),)","(('Nairobi', 'Nairobi', 'Rwanda'),)","(('Kawangware And Wanyee', 'Nairobi', 'Kenya'),)","(('Kawangware-Coast', 'Nairobi', 'Kenya'),)","(('-1', 'Nairobi', 'Kenya'),)","(('Kawangware', 'Nairobi', 'Kenya'),)","(('-1', 'Nairobi', 'Kenya'),)","(('-1', 'Nairobi', 'Kenya'),)","(('Wanyee', 'Nairobi', 'Kenya'), ('Kawangware', 'Nairobi', 'Kenya'))","(('-1', 'Nairobi', 'Kenya'),)"
278404,,"(('Kawangware', 'Nairobi', 'Kenya'),)","(('Olasi', 'Kisumu', 'Kenya'),)","(('Mombasa', 'Mombasa', 'Kenya'), ('Nairobi', 'Nairobi', 'Kenya'))",,"(('Olasi', 'Kisumu', 'Kenya'), ('Donholm', 'Nairobi', 'Kenya'))","(('Kiambiu', 'Nairobi', 'Kenya'),)",,,,,"(('N/A', 'N/A', 'N/A'),)",,"(('Olasi', 'Kisumu', 'Kenya'), ('Kawangware', 'Nairobi', 'Kenya'), ('Syokimau', 'Nairobi', 'Kenya'), ('Kawangware', 'Nairobi', 'Kenya'))","(('Kawangware', 'Nairobi', 'Kenya'),)","(('Lakisama', 'Nairobi', 'Kenya'),)","(('Olasi', 'Kisumu', 'Kenya'),)","(('Olasi', 'Kisumu', 'Kenya'),)",,"(('Kitengela', 'Nairobi', 'Kenya'),)","(('Olasi', 'Kisumu', 'Kenya'),)","(('Olasi', 'Kisumu', 'Kenya'),)",,"(('Waithaka', 'Nairobi', 'Kenya'),)",,,,"((""Ngong' Road"", 'Nairobi', 'Kenya'),)","(('N/A', 'N/A', 'N/A'),)","(('Kitengela', 'Nairobi', 'Kenya'),)",,"(('-1', '-1', '-1'),)","(('-1', '-1', '-1'),)","(('Kawangware', '-1', '-1'),)","(('-1', 'Kawangware', 'Kenya'),)","(('Nairobi', 'Nairobi', 'Kenya'),)","(('Satelite', '-1', '-1'),)","(('nan', '-1', '-1'),)","(('-1', '-1', '-1'),)","(('-1', '-1', '-1'),)","(('-1', '-1', '-1'),)","(('-1', '-1', '-1'),)","(('-1', '-1', '-1'),)","(('-1', '-1', '-1'),)"
