ID,109,127,134,142,152,201,202,206,211,214b,215,219,225,311,321,340,341,342,343,344,345,406,516,701,703,705,707,712,713,715,717,9J,9A,9N,100b,101,302,308,229w,229x,229y,229z,231,238
288078,,"(('Matatiele', 'Matatiele', 'South Africa'),)","(('N/A', 'N/A', 'N/A'),)","(('Diepsloot', 'Diepsloot', 'South Africa'), ('Pretoria', 'Pretoria', 'South Africa'))","(('Diepsloot', 'Diepsloot', 'South Africa'), ('Pretoria', 'Pretoria', 'South Africa'))","(('Pretoria', 'Attredgville', 'South Africa'), ('Diepsloot', 'Johannesburg', 'South Africa'))",,,,,,"(('Sandton', 'Johannesburg', 'South Africa'),)","(('Attredgville', 'Pretoria', 'South Africa'), ('Kwathema', 'Springs', 'South Africa'), ('Diepsloot', 'Johannesburg', 'South Africa'))",,"(('Diepsloot', 'Johannesburg', 'South Africa'),)","(('diepsloot', 'Johannesburg', 'south africa'),)",,,,,,"(('Attredgville', 'Pretoria', 'South Africa'),)","(('Diepsloot', 'Johannesburg', 'South Africa'),)",,,,,,"(('Na', 'N/A', 'Na'),)","(('Matatiele', 'Matatiele', 'South Africa'),)","(('Matatiele', 'Matatiele', 'South Africa'),)","(('Diepsloot', 'Johannesburg', 'South Africa'),)","(('-1', 'Johannesburg', 'South Africa'),)","(('-1', 'Johannesburg', 'South Africa'),)","(('-1', 'Matatiele', 'South Africa'),)","(('Matatiele', 'Matatiele', 'South Africa'),)","(('Johannesburg', 'Johannesburg', 'South Africa'),)","(('Currently Unemployed', 'Johannesburg', 'South Africa'),)","(('Other (specify)', 'Johannesburg', 'South Africa'),)","(('-1', 'Johannesburg', 'South Africa'),)","(('-1', 'Johannesburg', 'South Africa'),)","(('Pretoria', 'Johannesburg', 'South Africa'),)","(('Pretoria', 'Johannesburg', 'South Africa'), ('Diepsloot', 'Johannesburg', 'South Africa'))","(('Pretoria', 'Johannesburg', 'South Africa'), ('Matatiele', 'Johannesburg', 'South Africa'))"
288079,,"(('Soweto', 'Johannesburg', 'South Africa'),)","(('Soweto', 'Johannesburg', 'South Africa'),)","(('Oliven', 'Oliven', 'South Africa'),)",,"(('Soweto', 'Johannesburg', 'South Africa'),)","(('Diepsloot', 'Randburg', 'South Africa'),)",,,,,"(('Cape Town', 'Cape Town', 'South Africa'),)",,,,"(('daveyton', 'Johannesburg', 'South Africa'),)",,,,,,"(('New Lands', 'Johannesburg', 'South Africa'),)",,,,,,,,"(('Daveyton', 'Johannesburg', 'South Africa'),)",,"(('Diepsloot', '-1', '-1'),)","(('-1', '-1', '-1'),)","(('-1', '-1', '-1'),)","(('-1', 'Nthabalala', 'South Africa'),)","(('Elim', 'Elim', 'South Africa'),)","(('99', '-1', '-1'),)","(('99', '-1', '-1'),)","(('-1', '-1', '-1'),)","(('-1', '-1', '-1'),)","(('-1', '-1', '-1'),)","(('-1', '-1', '-1'),)","(('-1', '-1', '-1'),)","(('-1', '-1', '-1'),)"
288080,,"(('Diepsloot', 'Randburg', 'South Africa'),)","(('Khame', 'Plumtree', 'Zimbambwe'),)","(('Lanseria', 'Lanseria', 'South Africa'), ('Pretoria', 'Pretoria', 'South Africa'))",,"(('Diepsloot', 'Randburg', 'South Africa'),)",,,,,,"(('Nkulumane', 'Bulawayo', 'Zimbambwe'),)","(('Nkulumane', 'Bulawayo', 'Zimbambwe'),)",,,,"(('huwana', 'Plumtree', 'zimbambwe'),)","(('Huwana', 'Plumtree', 'Zimbambwe'),)",,"(('Nkulumane', 'Bulawayo', 'Zimbambwe'),)",,"(('Lanseria', 'Johannesburg', 'South Africa'),)",,,"(('Huwana', 'Plumtree', 'Zimbambwe'),)",,,,"(('Huwana', 'Plumtree', 'Zimbabwe'),)","(('Huwana', 'Plumtree', 'South Africa'),)","(('Huwana', 'Plumtree', 'Zimbambwe'),)","(('Diepsloot', 'Johannesburg', 'South Africa'),)","(('-1', 'Johannesburg', 'South Africa'),)","(('-1', 'Johannesburg', 'South Africa'),)","(('-1', 'Huwana', 'Zimbabwe'),)","(('Plumtree', 'Plumtree', 'Zimbabwe'),)","(('99', 'Johannesburg', 'South Africa'),)","(('99', 'Johannesburg', 'South Africa'),)","(('Diepsloot', 'Johannesburg', 'South Africa'),)","(('-1', 'Johannesburg', 'South Africa'),)","(('-1', 'Johannesburg', 'South Africa'),)","(('-1', 'Johannesburg', 'South Africa'),)","(('Diepsloot', 'Johannesburg', 'South Africa'),)","(('-1', 'Johannesburg', 'South Africa'),)"
288082,,"(('0', '0', '0'),)","(('Botokwa', 'Polokwane', 'Sa'),)",,,"(('Diepsloot', 'Fourways', 'Sa'), ('Cosmo City', 'Northgate', 'Sa'))","(('Diepsloot', 'Fourways', 'Sa'),)",,,,,"(('Cosmo City', 'Johannesburg', 'Sa'),)",,"(('Mathabatha', 'Polokwane', 'Sa'),)",,"(('Diepsloot', 'fourways', 'SA'),)",,,,,,"(('Mathabatha', 'Polokwane', 'Sa'),)",,,,"(('New Jersey', 'New York', 'Usa'),)",,,,"(('Mathabatha', 'Polokwane', 'Sa'),)","(('Mathabatha', 'Polokwane', 'Sa'),)","(('Diepsloot', 'Johannesburg', 'South Africa'),)","(('-1', 'Johannesburg', 'South Africa'),)","(('-1', 'Johannesburg', 'South Africa'),)","(('-1', 'Mathabatha', 'South Africa'),)","(('Polokwane', 'Polokwane', 'South Africa'),)","(('I Was Studying', 'Johannesburg', 'South Africa'),)","(('Dainfen', 'Johannesburg', 'South Africa'),)","(('Diepsloot', 'Johannesburg', 'South Africa'),)","(('-1', 'Johannesburg', 'South Africa'),)","(('-1', 'Johannesburg', 'South Africa'),)","(('-1', 'Johannesburg', 'South Africa'),)","(('Cosmo City', 'Johannesburg', 'South Africa'),)","(('Cosmo City', 'Johannesburg', 'South Africa'),)"
288083,,"(('Na', 'Na', 'Na'),)","(('Na', 'Na', 'Na'),)",,,"(('Diepsloot', 'Fourways', 'Sa'),)",,,,,,"(('Sandton', 'Sandton', 'Sa'),)",,,,,,,,,,"(('Kezi', 'Bulawayo', 'Zimbabwe'),)",,"(('Fourways', 'Randburg', 'Sa'),)","(('Dubai', 'Dubai', 'London'),)",,,"(('Na', 'Na', 'Na'),)","(('Na', 'Na', 'Na'),)","(('Kesi', 'Bulawayo', 'Zimbabwe'),)","(('Kesi', 'Bulawayo', 'Zimbabwe'),)","(('Diepsloot', 'Johannesburg', 'South Africa'),)","(('-1', 'Johannesburg', 'South Africa'),)","(('-1', 'Johannesburg', 'South Africa'),)","(('-1', 'Brinaberck', 'Zimbabwe'),)","(('Maphisa', 'Maphisa', 'Zimbabwe'),)","(('Na', 'Johannesburg', 'South Africa'),)","(('Randburg', 'Johannesburg', 'South Africa'),)","(('Diepsloot', 'Johannesburg', 'South Africa'),)","(('-1', 'Johannesburg', 'South Africa'),)","(('-1', 'Johannesburg', 'South Africa'),)","(('-1', 'Johannesburg', 'South Africa'),)","(('Diepsloot', 'Johannesburg', 'South Africa'),)","(('Kezi', 'Johannesburg', 'South Africa'),)"
288084,,"(('Old Fadama', 'Accra', 'Ghana'),)","(('Tolon', 'Tamale', 'Ghana'),)","(('Tamale', 'Tamale', 'Ghana'), ('Tamale', 'Tamale', 'Ghana'))",,"(('Tolon', 'Tamale', 'Ghana'),)","(('Old Fadama', 'Accra', 'Ghana'),)",,,,,"(('Na', 'Na', 'Na'),)",,"(('Tolon', 'Tamale', 'Ghana'),)",,,,,,"(('Madina', 'Accra', 'Ghana'),)",,"(('Tolon', 'Accra', 'Ghana'),)",,"(('Madina', 'Accra', 'Ghana'),)",,,,,"(('Medina', 'Accra', 'Ghana'),)","(('Madina', 'Accra', 'Ghana'),)","(('Medina', 'Accra', 'Ghana'),)","(('-1', 'Accra', 'Ghana'),)","(('Old Fadama', 'Accra', 'Ghana'),)","(('-1', 'Accra', 'Ghana'),)","(('-1', 'Tolon', 'Ghana'),)","(('Tamale', 'Tamale', 'Ghana'),)","(('Sodom And Gomora', 'Accra', 'Ghana'),)","(('Current At Home As I Have A New Baby', 'Accra', 'Ghana'),)","(('-1', 'Accra', 'Ghana'),)","(('-1', 'Accra', 'Ghana'),)","(('Other (Specify)', 'Accra', 'Ghana'),)","(('Old Fadama', 'Accra', 'Ghana'),)","(('-3', 'Accra', 'Ghana'),)","(('Tolon', 'Accra', 'Ghana'),)"
288086,,,"(('La', 'Accra', 'Ghana'), ('La', 'Accra', 'Ghana'), ('La', 'Accra', 'Ghana'))","(('Accra', 'Accra', 'Ghana'),)",,"(('Madina', 'Accra', 'Ghana'),)",,,,,,"(('Ashley Botwe', 'Accra', 'Ghana'),)","(('La', 'Accra', 'Ghana'), ('La', 'Accra', 'Ghana'))",,"(('Ashley Botwe', 'Accra', 'Ghana'),)","(('Madina', 'Accra', 'Ghana'),)",,,,"(('Ashley Botwe', 'Accra', 'Ghana'),)",,,,"(('Ashley Botwe', 'Accra', 'Ghana'),)",,,,,"(('Ashley Botwe', 'Accra', 'Ghana'),)","(('Ashley Botwe', 'Accra', 'Ghana'),)","(('Ashley Botwe', 'Accra', 'Ghana'),)","(('-1', '-1', '-1'),)","(('Madina', '-1', '-1'),)","(('-1', '-1', '-1'),)","(('Madina Ritz Junction', 'Madina', 'Ghana'),)","(('-1', '-1', 'Ghana'),)","(('Na', '-1', '-1'),)","(('Na', '-1', '-1'),)","(('-1', '-1', '-1'),)","(('-1', '-1', '-1'),)","(('-1', '-1', '-1'),)","(('-1', '-1', '-1'),)","(('-1', '-1', '-1'),)","(('-1', '-1', '-1'),)"
288088,,,"(('Saboba', 'Yendi', 'Ghana'),)",,,"(('Bogkurugu', 'Tamale', 'Ghana'),)",,,,,,"(('Trassaco', 'Legon', 'Ghana'),)",,,,,,,,"(('Trassaco', 'Legon', 'Ghana'),)",,"(('Old Fadama', 'Kaneshie', 'Ghana'), ('Old Fadama', 'Kaneshie', 'Ghana'))","(('Na', 'Na', 'All Over The World'),)",,,,,,,,,"(('-1', '-1', '-1'),)","(('Old Fadama', '-1', '-1'),)","(('-1', '-1', '-1'),)","(('-1', 'Old Fadama', 'Ghana'),)","(('Kaneshie', 'Kaneshie', 'Ghana'),)","(('Na', '-1', '-1'),)","(('Old Fadama', '-1', '-1'),)","(('-1', '-1', '-1'),)","(('-1', '-1', '-1'),)","(('-1', '-1', '-1'),)","(('-1', '-1', '-1'),)","(('-1', '-1', '-1'),)","(('-1', '-1', '-1'),)"
288091,,"(('Plamtree', 'Bolawayo', 'Zimbabwe'),)","(('No One', 'No One', 'No One'),)","(('Plamtree', 'Plamtree', 'Bolawayo'), ('Plamtree', 'Plamtree', 'Bolawayo'), ('Plamtree', 'Plamtree', 'Bolawayo'), ('Plamtree', 'Plamtree', 'Bolawayo'))",,"(('Plamtree', 'Bolawayo', 'Zimbabwe'), ('Diepsloop', 'Fourways', 'South Africa'))",,,,,,"(('Plamtree', 'Bolawayo', 'Zimbabwe'),)",,"(('Plamtree', 'Bolawayo', 'Zimbabwe'),)",,"(('fourways', 'Fourways', 'South Africa'),)",,,,,,"(('Plamtree', 'Bolawayo', 'Zimbabwe'),)",,,,,,,,,,"(('Diepsloot', 'Johannesburg', 'South Africa'),)","(('-1', 'Johannesburg', 'South Africa'),)","(('-1', 'Johannesburg', 'South Africa'),)","(('Plamtree', 'Zimbabwe(Plamtree)', 'Zimbabwe'),)","(('-1', '-1', 'Zimbabwe'),)","(('Fourways', 'Johannesburg', 'South Africa'),)","(('Fourways', 'Johannesburg', 'South Africa'),)","(('Other (specify)', 'Johannesburg', 'South Africa'),)","(('-1', 'Johannesburg', 'South Africa'),)","(('-1', 'Johannesburg', 'South Africa'),)","(('Diepsloop', 'Johannesburg', 'South Africa'),)","(('Plamtree', 'Johannesburg', 'South Africa'), ('Diepsloop', 'Johannesburg', 'South Africa'))","(('Plamtree', 'Johannesburg', 'South Africa'),)"
288092,,"(('Thoyando', 'Thoyando', 'South Africa'),)","(('Nzhelele', 'Makhado', 'South Africa'),)","(('Germison', 'Germison', 'South Africa'),)",,"(('Thoyando', 'Thoyando', 'South Africa'), ('Diepsloop', 'Fourways', 'South Africa'))",,,,,,"(('Cape Town', 'Cape Town', 'South Africa'),)",,"(('Thoyando', 'Thoyando', 'South Africa'),)",,"(('Fourways', 'Fourways', 'South Africa'),)","(('Thoyando', 'Thoyando', 'South Africa'),)",,"(('Thoyando', 'Thoyando', 'South Africa'),)",,,"(('Thoyando', 'Thoyando', 'South Africa'),)",,,,,,,,,,"(('Diepsloot', 'Johannesburg', 'South Africa'),)","(('-1', 'Johannesburg', 'South Africa'),)","(('-1', 'Johannesburg', 'South Africa'),)","(('-1', 'Thoyando', 'South Africa'),)","(('Thoyando', 'Thoyando', 'South Africa'),)","(('In Diepsloop For Social Development', 'Johannesburg', 'South Africa'),)","(('Diepsloop', 'Johannesburg', 'South Africa'),)","(('Diepsloot', 'Johannesburg', 'South Africa'),)","(('-1', 'Johannesburg', 'South Africa'),)","(('-1', 'Johannesburg', 'South Africa'),)","(('-1', 'Johannesburg', 'South Africa'),)","(('Thoyando', 'Johannesburg', 'South Africa'), ('Diepsloop', 'Johannesburg', 'South Africa'))","(('Thoyando', 'Johannesburg', 'South Africa'),)"
288093,,,"(('Kambhokota', 'Makhado', 'South Africa'),)","(('Makhado', 'Makhado', 'South Africa'), ('Makhado', 'Makhado', 'South Africa'), ('Makhado', 'Makhado', 'South Africa'))",,"(('Bokisi', 'Makhado', 'South Africa'),)",,,,,,"(('Polokwane', 'Polokwane', 'South Africa'),)",,,,"(('N/A', 'N/A', 'N/A'),)",,,"(('Bokisi', 'Makhado', 'South Africa'),)","(('Bokisi', 'Makhado', 'South Africa'),)",,"(('Bokisi', 'Makhado', 'South Africa'),)",,,,,"(('Diepsloot Number 4', 'Fourways', 'South Africa'),)","(('Number 4 Diepsloot', 'Fourways', 'South Africa'),)","(('Number 4 Diepsloot', 'Fourways', 'South Africa'),)","(('Bokisi', 'Makhado', 'South Africa'),)","(('Bokisi', 'Makhado', 'South Africa'),)","(('Diepsloot', 'Johannesburg', 'South Africa'),)","(('-1', 'Johannesburg', 'South Africa'),)","(('-1', 'Johannesburg', 'South Africa'),)","(('-1', 'Bokisi', 'South Africa'),)","(('Makhado', 'Makhado', 'South Africa'),)","(('Not Applicable', 'Johannesburg', 'South Africa'),)","(('Unemployed', 'Johannesburg', 'South Africa'),)","(('Diepsloot', 'Johannesburg', 'South Africa'),)","(('-1', 'Johannesburg', 'South Africa'),)","(('-1', 'Johannesburg', 'South Africa'),)","(('-1', 'Johannesburg', 'South Africa'),)","(('Diepsloop', 'Johannesburg', 'South Africa'),)","(('-1', 'Johannesburg', 'South Africa'),)"
288094,,"(('0', '0', '0'),)","(('Palmtree', 'Plantree Center', 'Zimbabwe'),)","(('Palmtree', 'Palmtree', 'Zimbabwe'), ('Palmtree', 'Palmtree', 'Zimbabwe'))",,"(('Nkwizhu', 'Tsholotsho', 'Zimbabwe'),)","(('Phumula South', 'Bulawayo', 'Zimbabwe'),)","(('Kayalami Plot', 'Johannesburg', 'South Africa'),)","(('Diepsloot', 'Fourways', 'South Africa'),)",,,"(('No', 'No', 'No'),)",,"(('Nkwizhu', 'Tsholotsho', 'Zimbabwe'),)",,"(('N/A', 'N/A', 'N/A'),)","(('Nkwizhu', 'Tsholotsho', 'Zimbabwe'),)","(('Nkwizhu', 'Tsholotsho', 'Zimbabwe'),)",,"(('Nkwizhu', 'Tsholotsho', 'Zimbabwe'),)",,"(('Nkizhu', 'Tsholotsho', 'Zimbabwe'),)",,,,,,,"(('Nkwizhu', 'Tsholotsho', 'Zimbabwe'),)","(('Nkwizhu', 'Tsholotsho', 'Zimbabwe'),)","(('Nkwizhu', 'Tsholotsho', 'Zimbabwe'),)","(('Diepsloot', 'Johannesburg', 'South Africa'),)","(('-1', 'Johannesburg', 'South Africa'),)","(('-1', 'Johannesburg', 'South Africa'),)","(('-1', 'Nkwizhu', 'Zimbabwe'),)","(('Tsholotsho', 'Tsholotsho', 'Zimbabwe'),)","(('Diepsloot', 'Johannesburg', 'South Africa'),)","(('Diepsloot', 'Johannesburg', 'South Africa'),)","(('Other (specify)', 'Johannesburg', 'South Africa'),)","(('-1', 'Johannesburg', 'South Africa'),)","(('-1', 'Johannesburg', 'South Africa'),)","(('Kayalami Plot', 'Johannesburg', 'South Africa'),)","(('Diepsloot', 'Johannesburg', 'South Africa'),)","(('Nkwizhu', 'Johannesburg', 'South Africa'),)"
288096,,,"(('Kwanda', 'Mesina', 'Zimbabwe'),)","(('Johannesburg', 'Johannesburg', 'South Africa'), ('Johannesburg', 'Johannesburg', 'South Africa'), ('Johannesburg', 'Johannesburg', 'South Africa'), ('Johannesburg', 'Johannesburg', 'South Africa'))","(('Johannesburg', 'Johannesburg', 'South Africa'),)","(('Soweto', 'Johannesburg', 'South Africa'), ('Olivern', 'Johannesburg', 'South Africa'), ('Diepsloot', 'Johannesburg', 'South Africa'))",,,,,,"(('Bulawayo', 'Bulawayo', 'Zimbabwe'),)","(('Johannesburg', 'Johannesburg', 'South Africa'),)",,"(('Mganwinwi', 'Bulawayo', 'Zimbabwe'),)","(('Diepsloot', 'Johannesburg', 'South Africa'),)","(('Diepsloot', 'Johannesburg', 'South Africa'),)",,,,,"(('Mganwinwi', 'Bulawayo', 'Zimbabwe'),)",,,,,,,,,,"(('Diepsloot', 'Johannesburg', 'South Africa'),)","(('-1', 'Johannesburg', 'South Africa'),)","(('-1', 'Johannesburg', 'South Africa'),)","(('-1', 'Mganwinwi', 'Zimbabwe'),)","(('Bulawayo', 'Bulawayo', 'Zimbabwe'),)","(('-3', 'Johannesburg', 'South Africa'),)","(('-3', 'Johannesburg', 'South Africa'),)","(('Soweto', 'Johannesburg', 'South Africa'),)","(('-1', 'Johannesburg', 'South Africa'),)","(('-1', 'Johannesburg', 'South Africa'),)","(('-1', 'Johannesburg', 'South Africa'),)","(('Soweto', 'Johannesburg', 'South Africa'),)","(('Mganwinwi', 'Johannesburg', 'South Africa'),)"
288097,,"(('Diepsloot', 'Johannesburg', 'South Africa'),)","(('Tshituni', 'Biaba', 'South Africa'), ('Ndovhada', 'Biaba', 'South Africa'), ('Shituni', 'Biaba', 'South Africa'), ('Bulawayo', 'Bulawayo', 'Zimbabwe'))","(('Johannesburg', 'Johannesburg', 'South Africa'), ('Johannesburg', 'Johannesburg', 'South Africa'), ('Johannesburg', 'Johannesburg', 'South Africa'))",,"(('Diepsloot', 'Johannesburg', 'South Africa'),)",,,,,,"(('Fourways', 'Johannesburg', 'South Africa'),)","(('Soweto', 'Johannesburg', 'South Africa'),)","(('Diepsloot', 'Johannesburg', 'South Africa'), ('Soweto', 'Johannesburg', 'South Africa'))","(('Diepsloot', 'Johannesburg', 'South Africa'), ('Soweto', 'Johannesburg', 'South Africa'))",,,,,"(('Biaba', 'Biaba', 'South Africa'),)",,"(('Diepsloot', 'Johannesburg', 'South Africa'),)",,,,,,,,,,"(('Diepsloot', 'Johannesburg', 'South Africa'),)","(('-1', 'Johannesburg', 'South Africa'),)","(('-1', 'Johannesburg', 'South Africa'),)","(('-1', 'Ndovhada', 'South Africa'),)","(('Biaba', 'Biaba', 'South Africa'),)","(('-3', 'Johannesburg', 'South Africa'),)","(('Diepsloot', 'Johannesburg', 'South Africa'),)","(('Diepsloot', 'Johannesburg', 'South Africa'),)","(('-1', 'Johannesburg', 'South Africa'),)","(('-1', 'Johannesburg', 'South Africa'),)","(('-1', 'Johannesburg', 'South Africa'),)","(('-3', 'Johannesburg', 'South Africa'),)","(('Biaba', 'Johannesburg', 'South Africa'),)"
288098,,"(('Na', 'Na', 'Na'),)","(('Dalun', 'Tamale', 'Ghana'), ('Dalun', 'Tamale', 'Ghana'))",,,"(('Dalun', 'Tamale', 'Ghana'),)","(('Tamale', 'Tamale', 'Ghana'),)",,,,,"(('Na', 'Na', 'Na'),)","(('Tamale', 'Tamale', 'Ghana'), ('Tamale', 'Tamale', 'Ghana'))","(('Dalun', 'Tamale', 'Ghana'), ('Dalun', 'Tamale', 'Ghana'), ('Dalun', 'Tamale', 'Ghana'), ('Tamale', 'Tamale', 'Ghana'))","(('Tamale', 'Tamale', 'Ghana'),)",,,,,"(('Tamale', 'Tamale', 'Ghana'),)",,"(('Dalun', 'Tamale', 'Ghana'), ('Dalun', 'Tamale', 'Ghana'))",,,,"(('Jeddah', 'Jeddah', 'Saudi Arabia'),)",,,"(('Tamale', 'Tamale', 'Ghana'),)","(('Tamale', 'Tamale', 'Ghana'),)","(('Tamale', 'Tamale', 'Ghana'),)","(('-1', 'Accra', 'Ghana'),)","(('Old Fadama', 'Accra', 'Ghana'),)","(('-1', 'Accra', 'Ghana'),)","(('-1', 'Dalun', 'Ghana'),)","(('Tamale', 'Tamale', 'Ghana'),)","(('Broyao~ Old Fadama', 'Accra', 'Ghana'),)","(('Old Fadama', 'Accra', 'Ghana'),)","(('-1', 'Accra', 'Ghana'),)","(('-1', 'Accra', 'Ghana'),)","(('Other (Specify)', 'Accra', 'Ghana'),)","(('Old Fadama', 'Accra', 'Ghana'),)","(('Old Fadama ', 'Accra', 'Ghana'),)","(('Tamale ', 'Accra', 'Ghana'),)"
288099,,,,"(('Dambai', 'Dambai', 'Ghana'),)",,"(('Damanko', 'Dambai', 'Ghana'),)","(('Old Fadama', 'Accra', 'Ghanana'),)",,,,,"(('Na', 'Na', 'Na'),)",,"(('Damanko', 'Dambai', 'Ghana'),)",,,,,,"(('Ablekuma', 'Accra', 'Ghana'),)",,"(('Damanko', 'Dambai', 'Ghana'),)",,,,,,,,"(('Damanko', 'Dambai', 'Ghana'),)","(('Damanko', 'Dambai', 'Ghana'),)","(('-1', 'Accra', 'Ghana'),)","(('Old Fadama', 'Accra', 'Ghana'),)","(('-1', 'Accra', 'Ghana'),)","(('-1', 'Damanko', 'Ghana'),)","(('Kpassa', 'Kpassa', 'Ghana'),)","(('Old Fadama', 'Accra', 'Ghana'),)","(('Old Fadama', 'Accra', 'Ghana'),)","(('-1', 'Accra', 'Ghana'),)","(('-1', 'Accra', 'Ghana'),)","(('Other (Specify)', 'Accra', 'Ghana'),)","(('Old Fadama', 'Accra', 'Ghana'),)","(('Old Fadama ', 'Accra', 'Ghana'),)","(('Damanko ', 'Accra', 'Ghana'),)"
288114,,"(('Na', 'Na', 'Na'),)","(('Odumase', 'Koforidua', 'Ghana'), ('Odumase', 'Koforidua', 'Ghana'))","(('Odumasr', 'Odumasr', 'Ghana'),)",,"(('Odumase', 'Accra', 'Ghana'),)","(('Madina', 'Accra', 'Ghana'),)",,,,,"(('Madina', 'Accra', 'Ghana'),)","(('Madina', 'Accra', 'Ghana'), ('Madina', 'Accra', 'Ghana'), ('Madina', 'Accra', 'Ghana'))",,,,"(('Odumase-Krobo', 'Koforidua', 'Ghana'),)","(('Madina', 'Accra', 'Ghana'),)",,"(('Odumase-Krobo', 'Accra', 'Ghana'),)",,"(('Adenta', 'Accra', 'Ghana'),)",,,,,,,"(('Odumase-Krobo', 'Koforidua', 'Ghana'),)","(('Odumase-Krobo', 'Koforidua', 'Ghana'),)",,"(('-1', 'Accra', 'Ghana'),)","(('Madina', 'Accra', 'Ghana'),)","(('-1', 'Accra', 'Ghana'),)","(('-1', 'Odumase Krobo', 'Ghana'),)","(('Somanya', 'Somanya', 'Ghana'),)","(('Madina  Market', 'Accra', 'Ghana'),)","(('Madina  Market', 'Accra', 'Ghana'),)","(('-1', 'Accra', 'Ghana'),)","(('-1', 'Accra', 'Ghana'),)","(('Other (Specify)', 'Accra', 'Ghana'),)","(('Madina', 'Accra', 'Ghana'),)","(('Madina  La Nkwantanang ', 'Accra', 'Ghana'),)","(('Odumase-Krobo ', 'Accra', 'Ghana'),)"
288120,,"(('Nsawam', 'Accra', 'Ghana'),)","(('James  Town', 'Accra', 'Ghana'),)","(('Nsawam', 'Nsawam', 'Ghana'), ('Amasaman', 'Amasaman', 'Ghana'))","(('Madina', 'Madina', 'Ghana'), ('Madina', 'Madina', 'Ghana'))","(('Madina', 'Accra', 'Ghana'),)","(('Nsawam', 'Accra', 'Ghana'),)",,,,,"(('Tutu', 'Accra', 'Ghana'),)","(('Nsawam', 'Accra', 'Ghana'), ('Amasaman', 'Accra', 'Ghana'))","(('Nsawam', 'Accra', 'Ghana'),)","(('Amasaman', 'Accra', 'Ghana'),)",,,"(('Madina', 'Accra', 'Ghana'),)",,"(('Kasoa', 'Accra', 'Ghana'),)",,"(('Nsawam', 'Accra', 'Ghana'), ('Amasaman', 'Accra', 'Ghana'))",,"(('Dk', 'Dk', 'Uk'),)","(('Dk', 'Dk', 'Uk'),)","(('Dk', 'Dk', 'Uk'),)","(('Ashley  Botwe', 'Accra', 'Ghana'),)","(('Kasoa', 'Accra', 'Ghana'),)","(('Dk', 'Dk', 'Uk'),)","(('Kasoa', 'Accra', 'Ghana'),)","(('Ashley Botwe', 'Accra', 'Ghana'),)","(('-1', '-1', '-1'),)","(('Madina', '-1', '-1'),)","(('-1', '-1', '-1'),)","(('-1', 'Madina', 'Ghana'),)","(('Legon', 'Legon', 'Ghana'),)","(('Madina  Market', '-1', '-1'),)","(('Madina Estate', '-1', '-1'),)","(('-1', '-1', '-1'),)","(('-1', '-1', '-1'),)","(('-1', '-1', '-1'),)","(('-1', '-1', '-1'),)","(('-1', '-1', '-1'),)","(('-1', '-1', '-1'),)"
288122,,"(('Old Fadama', 'Accra', 'Ghana'),)","(('Yunyoo', 'Tamale', 'Ghana'),)",,,"(('Savelugu', 'Tamale', 'Ghana'),)","(('Old Fadama', 'Accra', 'Ghana'),)",,,,,"(('Na', 'Na', 'Na'),)",,,,,,,,"(('Kasoa', 'Accra', 'Ghana'),)",,,,"(('Kasoa', 'Accra', 'Ghana'),)",,,,,"(('Kasoa', 'Accra', 'Ghana'),)","(('Kasoa', 'Accra', 'Ghana'),)","(('Kasoa', 'Accra', 'Ghana'),)","(('-1', 'Accra', 'Ghana'),)","(('Old Fadama', 'Accra', 'Ghana'),)","(('-1', 'Accra', 'Ghana'),)","(('-1', 'Savelugu', 'Ghana'),)","(('Tamale', 'Tamale', 'Ghana'),)","(('Konkomba Yam Market', 'Accra', 'Ghana'),)","(('Old Fadama', 'Accra', 'Ghana'),)","(('-1', 'Accra', 'Ghana'),)","(('-1', 'Accra', 'Ghana'),)","(('Other (Specify)', 'Accra', 'Ghana'),)","(('Old Fadama', 'Accra', 'Ghana'),)","(('-3', 'Accra', 'Ghana'),)","(('Savelugu', 'Accra', 'Ghana'),)"
288126,,,"(('Old Fadama', 'Accra', 'Ghana'), ('Old Fadama', 'Accra', 'Ghana'))",,,"(('Old Fadama', 'Accra', 'Ghana'),)",,,,,,"(('Na', 'Na', 'Na'),)",,,"(('Madina', 'Accra', 'Ghana'),)","(('Mallam', 'Accra', 'Ghana'),)",,,,"(('Mallam', 'Accra', 'Ghana'),)",,"(('Madina', 'Accra', 'Ghana'),)",,,,"(('Milan', 'Milan', 'Italy'),)",,,,"(('Mallam', 'Accra', 'Ghana'),)",,"(('-1', '-1', '-1'),)","(('Old Fadama', '-1', '-1'),)","(('-1', '-1', '-1'),)","(('-1', 'Old Fadama', 'Ghana'),)","(('Accra', 'Accra', 'Ghana'),)","(('-3', '-1', '-1'),)","(('Old Fadama', '-1', '-1'),)","(('-1', '-1', '-1'),)","(('-1', '-1', '-1'),)","(('-1', '-1', '-1'),)","(('-1', '-1', '-1'),)","(('-1', '-1', '-1'),)","(('-1', '-1', '-1'),)"
