,respondentID,birthyear,age,distance_from_origin_location_km,location_name_D,location_latlon_D,location_name_O,location_latlon_O,index_O,name_O,index_D,name_D,count,location_tuple_O,location_tuple_D,location_O1,location_O2,location_O3,location_D1,location_D2,location_D3,location_O32,location_D32,location_O321,location_D321,i_O321,i_O1,i_O2,i_O3,i_D321,i_D1,i_D2,i_D3,color
86,287725,1996,25,455.80118883034777,"('Old Fadama', 'Accra', 'Ghana')","(5.5488671, -0.22252159999999999)","('Savelugu', 'Tamale', 'Ghana')","(9.6260647, -0.8258943000000001)",79,"Savelugu, Tamale, Ghana",241,"Old Fadama, Accra, Ghana",1,"('Savelugu', 'Tamale', 'Ghana')","('Old Fadama', 'Accra', 'Ghana')",Savelugu,Tamale,Ghana,Old Fadama,Accra,Ghana,Ghana > Tamale,Ghana > Accra,Ghana > Tamale > Savelugu,Ghana > Accra > Old Fadama,139,278,100,3,38,271,18,3,"rgba(43,104,18, 0.8)"
87,285972,1999,22,445.7656574757562,"('Madina', 'Accra', 'Ghana')","(5.6864962, -0.16770520000000003)","('Daboya', 'Tamale', 'Ghana')","(9.5302819, -1.3836878000000001)",80,"Daboya, Tamale, Ghana",240,"Madina, Accra, Ghana",1,"('Daboya', 'Tamale', 'Ghana')","('Madina', 'Accra', 'Ghana')",Daboya,Tamale,Ghana,Madina,Accra,Ghana,Ghana > Tamale,Ghana > Accra,Ghana > Tamale > Daboya,Ghana > Accra > Madina,132,173,100,3,34,238,18,3,"rgba(43,104,18, 0.8)"
88,289542,1976,45,445.2485095779131,"('James Town', 'Accra', 'Ghana')","(5.535796599999999, -0.21036370000000001)","('Agboville', 'Abidjan', ""Cote D'Ivoire"")","(5.9312830000000005, -4.2106525)",81,"Agboville, Abidjan, Cote D'Ivoire",242,"James Town, Accra, Ghana",1,"('Agboville', 'Abidjan', ""Cote D'Ivoire"")","('James Town', 'Accra', 'Ghana')",Agboville,Abidjan,Cote D'Ivoire,James Town,Accra,Ghana,Cote D'Ivoire > Abidjan,Ghana > Accra,Cote D'Ivoire > Abidjan > Agboville,Ghana > Accra > James Town,16,119,13,2,29,209,18,3,"rgba(173,123,168, 0.8)"
89,288155,1995,26,439.843036122249,"('Old Fadama', 'Accra', 'Ghana')","(5.5488671, -0.22252159999999999)","('Cheshegu', 'Kumbugu', 'Ghana')","(9.4582757, -0.9548383)",82,"Cheshegu, Kumbugu, Ghana",241,"Old Fadama, Accra, Ghana",1,"('Cheshegu', 'Kumbugu', 'Ghana')","('Old Fadama', 'Accra', 'Ghana')",Cheshegu,Kumbugu,Ghana,Old Fadama,Accra,Ghana,Ghana > Kumbugu,Ghana > Accra,Ghana > Kumbugu > Cheshegu,Ghana > Accra > Old Fadama,109,168,68,3,38,271,18,3,"rgba(43,104,18, 0.8)"
90,285973,1992,29,439.843036122249,"('Old Fadama', 'Accra', 'Ghana')","(5.5488671, -0.22252159999999999)","('Cheshegu', 'Kumbugu', 'Ghana')","(9.4582757, -0.9548383)",82,"Cheshegu, Kumbugu, Ghana",241,"Old Fadama, Accra, Ghana",1,"('Cheshegu', 'Kumbugu', 'Ghana')","('Old Fadama', 'Accra', 'Ghana')",Cheshegu,Kumbugu,Ghana,Old Fadama,Accra,Ghana,Ghana > Kumbugu,Ghana > Accra,Ghana > Kumbugu > Cheshegu,Ghana > Accra > Old Fadama,109,168,68,3,38,271,18,3,"rgba(43,104,18, 0.8)"
91,289823,1972,49,434.51187418955095,"('James Town', 'Accra', 'Ghana')","(5.535796599999999, -0.21036370000000001)","('Sakasaka', 'Tamale', 'Ghana')","(9.414166999999999, -0.8398619)",83,"Sakasaka, Tamale, Ghana",242,"James Town, Accra, Ghana",1,"('Sakasaka', 'Tamale', 'Ghana')","('James Town', 'Accra', 'Ghana')",Sakasaka,Tamale,Ghana,James Town,Accra,Ghana,Ghana > Tamale,Ghana > Accra,Ghana > Tamale > Sakasaka,Ghana > Accra > James Town,138,275,100,3,29,209,18,3,"rgba(43,104,18, 0.8)"
92,284008,1982,39,434.1173879565835,"('Old Fadama', 'Accra', 'Ghana')","(5.5488671, -0.22252159999999999)","('Nyankpala', 'Tamale', 'Ghana')","(9.400463, -0.981456)",84,"Nyankpala, Tamale, Ghana",241,"Old Fadama, Accra, Ghana",1,"('Nyankpala', 'Tamale', 'Ghana')","('Old Fadama', 'Accra', 'Ghana')",Nyankpala,Tamale,Ghana,Old Fadama,Accra,Ghana,Ghana > Tamale,Ghana > Accra,Ghana > Tamale > Nyankpala,Ghana > Accra > Old Fadama,137,257,100,3,38,271,18,3,"rgba(43,104,18, 0.8)"
93,286015,1981,40,432.8717919312452,"('Old Fadama', 'Accra', 'Ghana')","(5.5488671, -0.22252159999999999)","('Sakasaka', 'Tamale', 'Ghana')","(9.414166999999999, -0.8398619)",83,"Sakasaka, Tamale, Ghana",241,"Old Fadama, Accra, Ghana",1,"('Sakasaka', 'Tamale', 'Ghana')","('Old Fadama', 'Accra', 'Ghana')",Sakasaka,Tamale,Ghana,Old Fadama,Accra,Ghana,Ghana > Tamale,Ghana > Accra,Ghana > Tamale > Sakasaka,Ghana > Accra > Old Fadama,138,275,100,3,38,271,18,3,"rgba(43,104,18, 0.8)"
94,287273,1985,36,431.93667461721566,"('Old Fadama', 'Accra', 'Ghana')","(5.5488671, -0.22252159999999999)","('Tamale', 'Tamale', 'Ghana')","(9.4051992, -0.8423985999999999)",85,"Tamale, Tamale, Ghana",241,"Old Fadama, Accra, Ghana",1,"('Tamale', 'Tamale', 'Ghana')","('Old Fadama', 'Accra', 'Ghana')",Tamale,Tamale,Ghana,Old Fadama,Accra,Ghana,Ghana > Tamale,Ghana > Accra,Ghana > Tamale > Tamale,Ghana > Accra > Old Fadama,141,100,100,3,38,271,18,3,"rgba(43,104,18, 0.8)"
95,286030,1990,31,431.93667461721566,"('Old Fadama', 'Accra', 'Ghana')","(5.5488671, -0.22252159999999999)","('Tamale', 'Tamale', 'Ghana')","(9.4051992, -0.8423985999999999)",85,"Tamale, Tamale, Ghana",241,"Old Fadama, Accra, Ghana",1,"('Tamale', 'Tamale', 'Ghana')","('Old Fadama', 'Accra', 'Ghana')",Tamale,Tamale,Ghana,Old Fadama,Accra,Ghana,Ghana > Tamale,Ghana > Accra,Ghana > Tamale > Tamale,Ghana > Accra > Old Fadama,141,100,100,3,38,271,18,3,"rgba(43,104,18, 0.8)"
96,288098,1988,33,431.93667461721566,"('Old Fadama', 'Accra', 'Ghana')","(5.5488671, -0.22252159999999999)","('Dalun', 'Tamale', 'Ghana')","(9.4051992, -0.8423985999999999)",86,"Dalun, Tamale, Ghana",241,"Old Fadama, Accra, Ghana",1,"('Dalun', 'Tamale', 'Ghana')","('Old Fadama', 'Accra', 'Ghana')",Dalun,Tamale,Ghana,Old Fadama,Accra,Ghana,Ghana > Tamale,Ghana > Accra,Ghana > Tamale > Dalun,Ghana > Accra > Old Fadama,133,175,100,3,38,271,18,3,"rgba(43,104,18, 0.8)"
97,287689,1989,32,431.93667461721566,"('Old Fadama', 'Accra', 'Ghana')","(5.5488671, -0.22252159999999999)","('Tamale', 'Tamale', 'Ghana')","(9.4051992, -0.8423985999999999)",85,"Tamale, Tamale, Ghana",241,"Old Fadama, Accra, Ghana",1,"('Tamale', 'Tamale', 'Ghana')","('Old Fadama', 'Accra', 'Ghana')",Tamale,Tamale,Ghana,Old Fadama,Accra,Ghana,Ghana > Tamale,Ghana > Accra,Ghana > Tamale > Tamale,Ghana > Accra > Old Fadama,141,100,100,3,38,271,18,3,"rgba(43,104,18, 0.8)"
98,288592,1987,34,431.746589631165,"('Old Fadama', 'Accra', 'Ghana')","(5.5488671, -0.22252159999999999)","('Yendi', 'Tamale', 'Ghana')","(9.446647800000001, -0.0035068000000000005)",87,"Yendi, Tamale, Ghana",241,"Old Fadama, Accra, Ghana",1,"('Yendi', 'Tamale', 'Ghana')","('Old Fadama', 'Accra', 'Ghana')",Yendi,Tamale,Ghana,Old Fadama,Accra,Ghana,Ghana > Tamale,Ghana > Accra,Ghana > Tamale > Yendi,Ghana > Accra > Old Fadama,145,108,100,3,38,271,18,3,"rgba(43,104,18, 0.8)"
99,289447,1997,24,431.746589631165,"('Old Fadama', 'Accra', 'Ghana')","(5.5488671, -0.22252159999999999)","('Yendi', 'Tamale', 'Ghana')","(9.446647800000001, -0.0035068000000000005)",87,"Yendi, Tamale, Ghana",241,"Old Fadama, Accra, Ghana",1,"('Yendi', 'Tamale', 'Ghana')","('Old Fadama', 'Accra', 'Ghana')",Yendi,Tamale,Ghana,Old Fadama,Accra,Ghana,Ghana > Tamale,Ghana > Accra,Ghana > Tamale > Yendi,Ghana > Accra > Old Fadama,145,108,100,3,38,271,18,3,"rgba(43,104,18, 0.8)"
100,287707,1991,30,431.746589631165,"('Old Fadama', 'Accra', 'Ghana')","(5.5488671, -0.22252159999999999)","('Yendi', 'Tamale', 'Ghana')","(9.446647800000001, -0.0035068000000000005)",87,"Yendi, Tamale, Ghana",241,"Old Fadama, Accra, Ghana",1,"('Yendi', 'Tamale', 'Ghana')","('Old Fadama', 'Accra', 'Ghana')",Yendi,Tamale,Ghana,Old Fadama,Accra,Ghana,Ghana > Tamale,Ghana > Accra,Ghana > Tamale > Yendi,Ghana > Accra > Old Fadama,145,108,100,3,38,271,18,3,"rgba(43,104,18, 0.8)"
101,288540,1982,39,431.746589631165,"('Old Fadama', 'Accra', 'Ghana')","(5.5488671, -0.22252159999999999)","('Yendi', 'Tamale', 'Ghana')","(9.446647800000001, -0.0035068000000000005)",87,"Yendi, Tamale, Ghana",241,"Old Fadama, Accra, Ghana",1,"('Yendi', 'Tamale', 'Ghana')","('Old Fadama', 'Accra', 'Ghana')",Yendi,Tamale,Ghana,Old Fadama,Accra,Ghana,Ghana > Tamale,Ghana > Accra,Ghana > Tamale > Yendi,Ghana > Accra > Old Fadama,145,108,100,3,38,271,18,3,"rgba(43,104,18, 0.8)"
102,285482,1993,28,428.2768486509681,"('James Town', 'Accra', 'Ghana')","(5.535796599999999, -0.21036370000000001)","('Ikorodu', 'Lagos', 'Nigeria')","(6.619123299999999, 3.5041271000000003)",88,"Ikorodu, Lagos, Nigeria",242,"James Town, Accra, Ghana",1,"('Ikorodu', 'Lagos', 'Nigeria')","('James Town', 'Accra', 'Ghana')",Ikorodu,Lagos,Nigeria,James Town,Accra,Ghana,Nigeria > Lagos,Ghana > Accra,Nigeria > Lagos > Ikorodu,Ghana > Accra > James Town,215,58,70,8,29,209,18,3,"rgba(40,111,52, 0.8)"
103,285482,1993,28,428.2768486509681,"('James Town', 'Accra', 'Ghana')","(5.535796599999999, -0.21036370000000001)","('Ikorodu', 'Lagos', 'Nigeria')","(6.619123299999999, 3.5041271000000003)",88,"Ikorodu, Lagos, Nigeria",242,"James Town, Accra, Ghana",1,"('Ikorodu', 'Lagos', 'Nigeria')","('James Town', 'Accra', 'Ghana')",Ikorodu,Lagos,Nigeria,James Town,Accra,Ghana,Nigeria > Lagos,Ghana > Accra,Nigeria > Lagos > Ikorodu,Ghana > Accra > James Town,215,58,70,8,29,209,18,3,"rgba(40,111,52, 0.8)"
104,284582,1993,28,427.1777844860878,"('Old Fadama', 'Accra', 'Ghana')","(5.5488671, -0.22252159999999999)","('Banvim', 'Tamale', 'Ghana')","(9.362291, -0.8381846)",89,"Banvim, Tamale, Ghana",241,"Old Fadama, Accra, Ghana",1,"('Banvim', 'Tamale', 'Ghana')","('Old Fadama', 'Accra', 'Ghana')",Banvim,Tamale,Ghana,Old Fadama,Accra,Ghana,Ghana > Tamale,Ghana > Accra,Ghana > Tamale > Banvim,Ghana > Accra > Old Fadama,129,157,100,3,38,271,18,3,"rgba(43,104,18, 0.8)"
105,286572,1985,36,426.2493803806044,"('James Town', 'Accra', 'Ghana')","(5.535796599999999, -0.21036370000000001)","('Anyama', 'Abidjan', ""Cote D'Ivoire"")","(5.4958898000000005, -4.056921)",90,"Anyama, Abidjan, Cote D'Ivoire",242,"James Town, Accra, Ghana",1,"('Anyama', 'Abidjan', ""Cote D'Ivoire"")","('James Town', 'Accra', 'Ghana')",Anyama,Abidjan,Cote D'Ivoire,James Town,Accra,Ghana,Cote D'Ivoire > Abidjan,Ghana > Accra,Cote D'Ivoire > Abidjan > Anyama,Ghana > Accra > James Town,18,137,13,2,29,209,18,3,"rgba(173,123,168, 0.8)"
106,287402,1986,35,425.6388917530068,"('Madina', 'Accra', 'Ghana')","(5.6864962, -0.16770520000000003)","('Cocody', 'Abidjan', 'Ivory Coast')","(5.357367, -3.9949339999999998)",91,"Cocody, Abidjan, Ivory Coast",240,"Madina, Accra, Ghana",1,"('Cocody', 'Abidjan', 'Ivory Coast')","('Madina', 'Accra', 'Ghana')",Cocody,Abidjan,Ivory Coast,Madina,Accra,Ghana,Ivory Coast > Abidjan,Ghana > Accra,Ivory Coast > Abidjan > Cocody,Ghana > Accra > Madina,157,171,13,5,34,238,18,3,"rgba(39,213,1, 0.8)"
107,283461,1990,31,424.4149645684316,"('Old Fadama', 'Accra', 'Ghana')","(5.5488671, -0.22252159999999999)","('Ibafo', 'Ikorodu', 'Nigeria')","(6.742441499999999, 3.421874)",92,"Ibafo, Ikorodu, Nigeria",241,"Old Fadama, Accra, Ghana",1,"('Ibafo', 'Ikorodu', 'Nigeria')","('Old Fadama', 'Accra', 'Ghana')",Ibafo,Ikorodu,Nigeria,Old Fadama,Accra,Ghana,Nigeria > Ikorodu,Ghana > Accra,Nigeria > Ikorodu > Ibafo,Ghana > Accra > Old Fadama,202,204,58,8,38,271,18,3,"rgba(40,111,52, 0.8)"
108,289545,1988,33,419.2733477542161,"('Old Fadama', 'Accra', 'Ghana')","(5.5488671, -0.22252159999999999)","('Zabzugu', 'Tamale', 'Ghana')","(9.294058, 0.367064)",93,"Zabzugu, Tamale, Ghana",241,"Old Fadama, Accra, Ghana",1,"('Zabzugu', 'Tamale', 'Ghana')","('Old Fadama', 'Accra', 'Ghana')",Zabzugu,Tamale,Ghana,Old Fadama,Accra,Ghana,Ghana > Tamale,Ghana > Accra,Ghana > Tamale > Zabzugu,Ghana > Accra > Old Fadama,146,302,100,3,38,271,18,3,"rgba(43,104,18, 0.8)"
109,287726,1969,52,417.9493163890168,"('Madina', 'Accra', 'Ghana')","(5.6864962, -0.16770520000000003)","('Tamale', 'Tamale', 'Ghana')","(9.4051992, -0.8423985999999999)",85,"Tamale, Tamale, Ghana",240,"Madina, Accra, Ghana",1,"('Tamale', 'Tamale', 'Ghana')","('Madina', 'Accra', 'Ghana')",Tamale,Tamale,Ghana,Madina,Accra,Ghana,Ghana > Tamale,Ghana > Accra,Ghana > Tamale > Tamale,Ghana > Accra > Madina,141,100,100,3,34,238,18,3,"rgba(43,104,18, 0.8)"
110,286650,1998,23,415.5157790623815,"('Old Fadama', 'Accra', 'Ghana')","(5.5488671, -0.22252159999999999)","('Ojodu', 'Lagos', 'Nigeria')","(6.638598, 3.369914)",94,"Ojodu, Lagos, Nigeria",241,"Old Fadama, Accra, Ghana",1,"('Ojodu', 'Lagos', 'Nigeria')","('Old Fadama', 'Accra', 'Ghana')",Ojodu,Lagos,Nigeria,Old Fadama,Accra,Ghana,Nigeria > Lagos,Ghana > Accra,Nigeria > Lagos > Ojodu,Ghana > Accra > Old Fadama,218,269,70,8,38,271,18,3,"rgba(40,111,52, 0.8)"
111,286017,1983,38,414.1150652774724,"('James Town', 'Accra', 'Ghana')","(5.535796599999999, -0.21036370000000001)","('Bariga', 'Lagos', 'Nigeria')","(6.535, 3.3947220000000002)",95,"Bariga, Lagos, Nigeria",242,"James Town, Accra, Ghana",1,"('Bariga', 'Lagos', 'Nigeria')","('James Town', 'Accra', 'Ghana')",Bariga,Lagos,Nigeria,James Town,Accra,Ghana,Nigeria > Lagos,Ghana > Accra,Nigeria > Lagos > Bariga,Ghana > Accra > James Town,210,159,70,8,29,209,18,3,"rgba(40,111,52, 0.8)"
112,284135,1992,29,413.6197554483732,"('James Town', 'Accra', 'Ghana')","(5.535796599999999, -0.21036370000000001)","('Victoria Island', 'Lagos', 'Nigeria')","(6.4296012000000005, 3.4172646)",96,"Victoria Island, Lagos, Nigeria",242,"James Town, Accra, Ghana",1,"('Victoria Island', 'Lagos', 'Nigeria')","('James Town', 'Accra', 'Ghana')",Victoria Island,Lagos,Nigeria,James Town,Accra,Ghana,Nigeria > Lagos,Ghana > Accra,Nigeria > Lagos > Victoria Island,Ghana > Accra > James Town,220,295,70,8,29,209,18,3,"rgba(40,111,52, 0.8)"
113,289544,1988,33,412.7617709929789,"('Old Fadama', 'Accra', 'Ghana')","(5.5488671, -0.22252159999999999)","('Lagos', 'Lagos', 'Nigeria')","(6.4550575, 3.3941795)",97,"Lagos, Lagos, Nigeria",241,"Old Fadama, Accra, Ghana",1,"('Lagos', 'Lagos', 'Nigeria')","('Old Fadama', 'Accra', 'Ghana')",Lagos,Lagos,Nigeria,Old Fadama,Accra,Ghana,Nigeria > Lagos,Ghana > Accra,Nigeria > Lagos > Lagos,Ghana > Accra > Old Fadama,216,70,70,8,38,271,18,3,"rgba(40,111,52, 0.8)"
114,283476,1990,31,412.7617709929789,"('Old Fadama', 'Accra', 'Ghana')","(5.5488671, -0.22252159999999999)","('Lagos State', 'Ajah', 'Nigeria')","(6.4550575, 3.3941795)",98,"Lagos State, Ajah, Nigeria",241,"Old Fadama, Accra, Ghana",1,"('Lagos State', 'Ajah', 'Nigeria')","('Old Fadama', 'Accra', 'Ghana')",Lagos State,Ajah,Nigeria,Old Fadama,Accra,Ghana,Nigeria > Ajah,Ghana > Accra,Nigeria > Ajah > Lagos State,Ghana > Accra > Old Fadama,179,71,20,8,38,271,18,3,"rgba(40,111,52, 0.8)"
115,287264,1997,24,412.686848090897,"('Old Fadama', 'Accra', 'Ghana')","(5.5488671, -0.22252159999999999)","('Ikeja', 'Lagos', 'Nigeria')","(6.6048591000000005, 3.3532040740949824)",99,"Ikeja, Lagos, Nigeria",241,"Old Fadama, Accra, Ghana",1,"('Ikeja', 'Lagos', 'Nigeria')","('Old Fadama', 'Accra', 'Ghana')",Ikeja,Lagos,Nigeria,Old Fadama,Accra,Ghana,Nigeria > Lagos,Ghana > Accra,Nigeria > Lagos > Ikeja,Ghana > Accra > Old Fadama,214,206,70,8,38,271,18,3,"rgba(40,111,52, 0.8)"
116,290641,1984,37,412.686848090897,"('Old Fadama', 'Accra', 'Ghana')","(5.5488671, -0.22252159999999999)","('Ikeja', 'Lagos', 'Nigeria')","(6.6048591000000005, 3.3532040740949824)",99,"Ikeja, Lagos, Nigeria",241,"Old Fadama, Accra, Ghana",1,"('Ikeja', 'Lagos', 'Nigeria')","('Old Fadama', 'Accra', 'Ghana')",Ikeja,Lagos,Nigeria,Old Fadama,Accra,Ghana,Nigeria > Lagos,Ghana > Accra,Nigeria > Lagos > Ikeja,Ghana > Accra > Old Fadama,214,206,70,8,38,271,18,3,"rgba(40,111,52, 0.8)"
117,289432,1984,37,411.8150599058275,"('James Town', 'Accra', 'Ghana')","(5.535796599999999, -0.21036370000000001)","('Lagos', 'Lagos', 'Ghana')","(6.4550575, 3.3941795)",100,"Lagos, Lagos, Ghana",242,"James Town, Accra, Ghana",1,"('Lagos', 'Lagos', 'Ghana')","('James Town', 'Accra', 'Ghana')",Lagos,Lagos,Ghana,James Town,Accra,Ghana,Ghana > Lagos,Ghana > Accra,Ghana > Lagos > Lagos,Ghana > Accra > James Town,110,70,70,3,29,209,18,3,"rgba(43,104,18, 0.8)"
118,284156,2003,18,409.7289027350049,"('Old Fadama', 'Accra', 'Ghana')","(5.5488671, -0.22252159999999999)","('Apapa', 'Lagos', 'Nigeria')","(6.4451870000000016, 3.3683731679424094)",101,"Apapa, Lagos, Nigeria",241,"Old Fadama, Accra, Ghana",1,"('Apapa', 'Lagos', 'Nigeria')","('Old Fadama', 'Accra', 'Ghana')",Apapa,Lagos,Nigeria,Old Fadama,Accra,Ghana,Nigeria > Lagos,Ghana > Accra,Nigeria > Lagos > Apapa,Ghana > Accra > Old Fadama,207,138,70,8,38,271,18,3,"rgba(40,111,52, 0.8)"
119,289977,2000,21,409.2436978763967,"('Old Fadama', 'Accra', 'Ghana')","(5.5488671, -0.22252159999999999)","('Surulere', 'Lagos', 'Nigeria')","(6.4872014500000015, 3.3532587267239826)",102,"Surulere, Lagos, Nigeria",241,"Old Fadama, Accra, Ghana",1,"('Surulere', 'Lagos', 'Nigeria')","('Old Fadama', 'Accra', 'Ghana')",Surulere,Lagos,Nigeria,Old Fadama,Accra,Ghana,Nigeria > Lagos,Ghana > Accra,Nigeria > Lagos > Surulere,Ghana > Accra > Old Fadama,219,284,70,8,38,271,18,3,"rgba(40,111,52, 0.8)"
120,286051,1982,39,408.783089559322,"('Old Fadama', 'Accra', 'Ghana')","(5.5488671, -0.22252159999999999)","('Sokode', 'Sokode', 'Togo')","(8.98741755, 1.1357851606872318)",103,"Sokode, Sokode, Togo",241,"Old Fadama, Accra, Ghana",1,"('Sokode', 'Sokode', 'Togo')","('Old Fadama', 'Accra', 'Ghana')",Sokode,Sokode,Togo,Old Fadama,Accra,Ghana,Togo > Sokode,Ghana > Accra,Togo > Sokode > Sokode,Ghana > Accra > Old Fadama,241,94,94,10,38,271,18,3,"rgba(6,65,40, 0.8)"
121,290670,1985,36,406.0996283660671,"('Old Fadama', 'Accra', 'Ghana')","(5.5488671, -0.22252159999999999)","('Ejigbo', 'Lagos', 'Nigeria')","(6.5507230000000005, 3.3067225)",104,"Ejigbo, Lagos, Nigeria",241,"Old Fadama, Accra, Ghana",1,"('Ejigbo', 'Lagos', 'Nigeria')","('Old Fadama', 'Accra', 'Ghana')",Ejigbo,Lagos,Nigeria,Old Fadama,Accra,Ghana,Nigeria > Lagos,Ghana > Accra,Nigeria > Lagos > Ejigbo,Ghana > Accra > Old Fadama,212,187,70,8,38,271,18,3,"rgba(40,111,52, 0.8)"
122,287781,1993,28,403.3509428263233,"('Madina', 'Accra', 'Ghana')","(5.6864962, -0.16770520000000003)","('Lagos', 'Lagos', 'Nigeria')","(6.4550575, 3.3941795)",97,"Lagos, Lagos, Nigeria",240,"Madina, Accra, Ghana",1,"('Lagos', 'Lagos', 'Nigeria')","('Madina', 'Accra', 'Ghana')",Lagos,Lagos,Nigeria,Madina,Accra,Ghana,Nigeria > Lagos,Ghana > Accra,Nigeria > Lagos > Lagos,Ghana > Accra > Madina,216,70,70,8,34,238,18,3,"rgba(40,111,52, 0.8)"
123,289112,1991,30,391.99738236447325,"('Madina', 'Accra', 'Ghana')","(5.6864962, -0.16770520000000003)","('Ikotun', 'Lagos State', 'Nigeria')","(6.548436, 3.2674453)",105,"Ikotun, Lagos State, Nigeria",240,"Madina, Accra, Ghana",1,"('Ikotun', 'Lagos State', 'Nigeria')","('Madina', 'Accra', 'Ghana')",Ikotun,Lagos State,Nigeria,Madina,Accra,Ghana,Nigeria > Lagos State,Ghana > Accra,Nigeria > Lagos State > Ikotun,Ghana > Accra > Madina,222,207,71,8,34,238,18,3,"rgba(40,111,52, 0.8)"
124,289467,1993,28,382.70028656902304,"('James Town', 'Accra', 'Ghana')","(5.535796599999999, -0.21036370000000001)","('Alepe', 'Abidjan', ""Cote D'Ivoire"")","(5.4966091, -3.6638900999999997)",106,"Alepe, Abidjan, Cote D'Ivoire",242,"James Town, Accra, Ghana",1,"('Alepe', 'Abidjan', ""Cote D'Ivoire"")","('James Town', 'Accra', 'Ghana')",Alepe,Abidjan,Cote D'Ivoire,James Town,Accra,Ghana,Cote D'Ivoire > Abidjan,Ghana > Accra,Cote D'Ivoire > Abidjan > Alepe,Ghana > Accra > James Town,17,132,13,2,29,209,18,3,"rgba(173,123,168, 0.8)"
125,288190,1996,25,367.39990474693775,"('Old Fadama', 'Accra', 'Ghana')","(5.5488671, -0.22252159999999999)","('Bimbilla', 'Tamale', 'Ghana')","(8.859349, 0.0557043)",107,"Bimbilla, Tamale, Ghana",241,"Old Fadama, Accra, Ghana",1,"('Bimbilla', 'Tamale', 'Ghana')","('Old Fadama', 'Accra', 'Ghana')",Bimbilla,Tamale,Ghana,Old Fadama,Accra,Ghana,Ghana > Tamale,Ghana > Accra,Ghana > Tamale > Bimbilla,Ghana > Accra > Old Fadama,130,163,100,3,38,271,18,3,"rgba(43,104,18, 0.8)"
126,284023,2001,20,367.39990474693775,"('Old Fadama', 'Accra', 'Ghana')","(5.5488671, -0.22252159999999999)","('Bimbilla', 'Wulensi', 'Ghana')","(8.859349, 0.0557043)",108,"Bimbilla, Wulensi, Ghana",241,"Old Fadama, Accra, Ghana",1,"('Bimbilla', 'Wulensi', 'Ghana')","('Old Fadama', 'Accra', 'Ghana')",Bimbilla,Wulensi,Ghana,Old Fadama,Accra,Ghana,Ghana > Wulensi,Ghana > Accra,Ghana > Wulensi > Bimbilla,Ghana > Accra > Old Fadama,154,163,106,3,38,271,18,3,"rgba(43,104,18, 0.8)"
127,288163,1989,32,365.2449491097016,"('Madina', 'Accra', 'Ghana')","(5.6864962, -0.16770520000000003)","('Ketu Egin', 'Jebodi', 'Nigeria')","(6.4166669999999995, 3.05)",109,"Ketu Egin, Jebodi, Nigeria",240,"Madina, Accra, Ghana",1,"('Ketu Egin', 'Jebodi', 'Nigeria')","('Madina', 'Accra', 'Ghana')",Ketu Egin,Jebodi,Nigeria,Madina,Accra,Ghana,Nigeria > Jebodi,Ghana > Accra,Nigeria > Jebodi > Ketu Egin,Ghana > Accra > Madina,204,216,60,8,34,238,18,3,"rgba(40,111,52, 0.8)"
128,289911,1981,40,359.1877523369645,"('James Town', 'Accra', 'Ghana')","(5.535796599999999, -0.21036370000000001)","('Badagry', 'Lagos', 'Nigeria')","(6.43932225, 2.9058436776440226)",110,"Badagry, Lagos, Nigeria",242,"James Town, Accra, Ghana",1,"('Badagry', 'Lagos', 'Nigeria')","('James Town', 'Accra', 'Ghana')",Badagry,Lagos,Nigeria,James Town,Accra,Ghana,Nigeria > Lagos,Ghana > Accra,Nigeria > Lagos > Badagry,Ghana > Accra > James Town,209,153,70,8,29,209,18,3,"rgba(40,111,52, 0.8)"
129,289517,1988,33,352.11532089275465,"('James Town', 'Accra', 'Ghana')","(5.535796599999999, -0.21036370000000001)","('Dormaa', 'Sunyani', 'Ghana')","(7.269860899999999, -2.8798667)",111,"Dormaa, Sunyani, Ghana",242,"James Town, Accra, Ghana",1,"('Dormaa', 'Sunyani', 'Ghana')","('James Town', 'Accra', 'Ghana')",Dormaa,Sunyani,Ghana,James Town,Accra,Ghana,Ghana > Sunyani,Ghana > Accra,Ghana > Sunyani > Dormaa,Ghana > Accra > James Town,122,183,96,3,29,209,18,3,"rgba(43,104,18, 0.8)"
130,288099,1994,27,350.44061835392426,"('Old Fadama', 'Accra', 'Ghana')","(5.5488671, -0.22252159999999999)","('Damanko', 'Dambai', 'Ghana')","(8.6918905, 0.18119770000000002)",112,"Damanko, Dambai, Ghana",241,"Old Fadama, Accra, Ghana",1,"('Damanko', 'Dambai', 'Ghana')","('Old Fadama', 'Accra', 'Ghana')",Damanko,Dambai,Ghana,Old Fadama,Accra,Ghana,Ghana > Dambai,Ghana > Accra,Ghana > Dambai > Damanko,Ghana > Accra > Old Fadama,60,176,44,3,38,271,18,3,"rgba(43,104,18, 0.8)"
