,respondentID,birthyear,age,distance_from_origin_location_km,location_name_D,location_latlon_D,location_name_O,location_latlon_O,index_O,name_O,index_D,name_D,count,location_tuple_O,location_tuple_D,location_O1,location_O2,location_O3,location_D1,location_D2,location_D3,location_O32,location_D32,location_O321,location_D321,i_O321,i_O1,i_O2,i_O3,i_D321,i_D1,i_D2,i_D3,color
40,285004,1997,24,822.7118881297904,"('Old Fadama', 'Accra', 'Ghana')","(5.5488671, -0.22252159999999999)","('Obiogo', 'Orlu', 'Nigeria')","(5.8, 7.2)",38,"Obiogo, Orlu, Nigeria",241,"Old Fadama, Accra, Ghana",1,"('Obiogo', 'Orlu', 'Nigeria')","('Old Fadama', 'Accra', 'Ghana')",Obiogo,Orlu,Nigeria,Old Fadama,Accra,Ghana,Nigeria > Orlu,Ghana > Accra,Nigeria > Orlu > Obiogo,Ghana > Accra > Old Fadama,223,259,81,8,38,271,18,3,"rgba(40,111,52, 0.8)"
41,285434,1981,40,813.5955736784003,"('Old Fadama', 'Accra', 'Ghana')","(5.5488671, -0.22252159999999999)","('Nwangele', 'Owerri', 'Nigeria')","(5.7111459, 7.119586144574972)",39,"Nwangele, Owerri, Nigeria",241,"Old Fadama, Accra, Ghana",1,"('Nwangele', 'Owerri', 'Nigeria')","('Old Fadama', 'Accra', 'Ghana')",Nwangele,Owerri,Nigeria,Old Fadama,Accra,Ghana,Nigeria > Owerri,Ghana > Accra,Nigeria > Owerri > Nwangele,Ghana > Accra > Old Fadama,226,256,84,8,38,271,18,3,"rgba(40,111,52, 0.8)"
42,285461,1992,29,804.5135630146026,"('Old Fadama', 'Accra', 'Ghana')","(5.5488671, -0.22252159999999999)","('Igbo Ukwu', 'Enugu', 'Nigeria')","(6.016154, 7.026333)",40,"Igbo Ukwu, Enugu, Nigeria",241,"Old Fadama, Accra, Ghana",1,"('Igbo Ukwu', 'Enugu', 'Nigeria')","('Old Fadama', 'Accra', 'Ghana')",Igbo Ukwu,Enugu,Nigeria,Old Fadama,Accra,Ghana,Nigeria > Enugu,Ghana > Accra,Nigeria > Enugu > Igbo Ukwu,Ghana > Accra > Old Fadama,192,205,49,8,38,271,18,3,"rgba(40,111,52, 0.8)"
43,289889,1970,51,798.5747945621431,"('Madina', 'Accra', 'Ghana')","(5.6864962, -0.16770520000000003)","('Orlu', 'Owari', 'Nigeria')","(5.8179105, 7.0409322202359785)",41,"Orlu, Owari, Nigeria",240,"Madina, Accra, Ghana",1,"('Orlu', 'Owari', 'Nigeria')","('Madina', 'Accra', 'Ghana')",Orlu,Owari,Nigeria,Madina,Accra,Ghana,Nigeria > Owari,Ghana > Accra,Nigeria > Owari > Orlu,Ghana > Accra > Madina,224,81,83,8,34,238,18,3,"rgba(40,111,52, 0.8)"
44,286001,1992,29,794.4720558066836,"('Old Fadama', 'Accra', 'Ghana')","(5.5488671, -0.22252159999999999)","('Umuagu', 'Asaba', 'Nigeria')","(5.3090225, 6.9423368000000005)",42,"Umuagu, Asaba, Nigeria",241,"Old Fadama, Accra, Ghana",1,"('Umuagu', 'Asaba', 'Nigeria')","('Old Fadama', 'Accra', 'Ghana')",Umuagu,Asaba,Nigeria,Old Fadama,Accra,Ghana,Nigeria > Asaba,Ghana > Accra,Nigeria > Asaba > Umuagu,Ghana > Accra > Old Fadama,183,294,27,8,38,271,18,3,"rgba(40,111,52, 0.8)"
45,289985,1999,22,790.6303031761001,"('Madina', 'Accra', 'Ghana')","(5.6864962, -0.16770520000000003)","('Anambra', 'Anambra State', 'Nigeria')","(6.2183136, 6.953184200000001)",43,"Anambra, Anambra State, Nigeria",240,"Madina, Accra, Ghana",1,"('Anambra', 'Anambra State', 'Nigeria')","('Madina', 'Accra', 'Ghana')",Anambra,Anambra State,Nigeria,Madina,Accra,Ghana,Nigeria > Anambra State,Ghana > Accra,Nigeria > Anambra State > Anambra,Ghana > Accra > Madina,182,23,24,8,34,238,18,3,"rgba(40,111,52, 0.8)"
46,288674,1998,23,790.6303031761001,"('Madina', 'Accra', 'Ghana')","(5.6864962, -0.16770520000000003)","('Anambra', 'Enugu State', 'Nigeria')","(6.2183136, 6.953184200000001)",44,"Anambra, Enugu State, Nigeria",240,"Madina, Accra, Ghana",1,"('Anambra', 'Enugu State', 'Nigeria')","('Madina', 'Accra', 'Ghana')",Anambra,Enugu State,Nigeria,Madina,Accra,Ghana,Nigeria > Enugu State,Ghana > Accra,Nigeria > Enugu State > Anambra,Ghana > Accra > Madina,196,23,50,8,34,238,18,3,"rgba(40,111,52, 0.8)"
47,288614,1994,27,790.6303031761001,"('Madina', 'Accra', 'Ghana')","(5.6864962, -0.16770520000000003)","('Anambra', 'Ibo State', 'Nigeria')","(6.2183136, 6.953184200000001)",45,"Anambra, Ibo State, Nigeria",240,"Madina, Accra, Ghana",1,"('Anambra', 'Ibo State', 'Nigeria')","('Madina', 'Accra', 'Ghana')",Anambra,Ibo State,Nigeria,Madina,Accra,Ghana,Nigeria > Ibo State,Ghana > Accra,Nigeria > Ibo State > Anambra,Ghana > Accra > Madina,200,23,56,8,34,238,18,3,"rgba(40,111,52, 0.8)"
48,285094,1985,36,777.7416659476198,"('Old Fadama', 'Accra', 'Ghana')","(5.5488671, -0.22252159999999999)","('Koudougou', 'Poa', 'Burkina Faso')","(12.2503992, -2.3657338)",46,"Koudougou, Poa, Burkina Faso",241,"Old Fadama, Accra, Ghana",1,"('Koudougou', 'Poa', 'Burkina Faso')","('Old Fadama', 'Accra', 'Ghana')",Koudougou,Poa,Burkina Faso,Old Fadama,Accra,Ghana,Burkina Faso > Poa,Ghana > Accra,Burkina Faso > Poa > Koudougou,Ghana > Accra > Old Fadama,15,65,86,1,38,271,18,3,"rgba(65,59,32, 0.8)"
49,288723,2001,20,772.2704454390923,"('Madina', 'Accra', 'Ghana')","(5.6864962, -0.16770520000000003)","('Onitsha', 'Anambra', 'Nigeria')","(6.133234, 6.792317999999999)",47,"Onitsha, Anambra, Nigeria",240,"Madina, Accra, Ghana",1,"('Onitsha', 'Anambra', 'Nigeria')","('Madina', 'Accra', 'Ghana')",Onitsha,Anambra,Nigeria,Madina,Accra,Ghana,Nigeria > Anambra,Ghana > Accra,Nigeria > Anambra > Onitsha,Ghana > Accra > Madina,181,272,23,8,34,238,18,3,"rgba(40,111,52, 0.8)"
50,288166,1990,31,769.2318486622178,"('James Town', 'Accra', 'Ghana')","(5.535796599999999, -0.21036370000000001)","('Koulouba', 'Ouagadougou', 'Burkina Faso')","(12.3687243, -1.5155875)",48,"Koulouba, Ouagadougou, Burkina Faso",242,"James Town, Accra, Ghana",1,"('Koulouba', 'Ouagadougou', 'Burkina Faso')","('James Town', 'Accra', 'Ghana')",Koulouba,Ouagadougou,Burkina Faso,James Town,Accra,Ghana,Burkina Faso > Ouagadougou,Ghana > Accra,Burkina Faso > Ouagadougou > Koulouba,Ghana > Accra > James Town,13,222,82,1,29,209,18,3,"rgba(65,59,32, 0.8)"
51,287751,1968,53,767.5629342328075,"('Old Fadama', 'Accra', 'Ghana')","(5.5488671, -0.22252159999999999)","('Koulouba', 'Ouagadougou', 'Burkina Faso')","(12.3687243, -1.5155875)",48,"Koulouba, Ouagadougou, Burkina Faso",241,"Old Fadama, Accra, Ghana",1,"('Koulouba', 'Ouagadougou', 'Burkina Faso')","('Old Fadama', 'Accra', 'Ghana')",Koulouba,Ouagadougou,Burkina Faso,Old Fadama,Accra,Ghana,Burkina Faso > Ouagadougou,Ghana > Accra,Burkina Faso > Ouagadougou > Koulouba,Ghana > Accra > Old Fadama,13,222,82,1,38,271,18,3,"rgba(65,59,32, 0.8)"
52,288519,1984,37,737.4878764043451,"('Old Fadama', 'Accra', 'Ghana')","(5.5488671, -0.22252159999999999)","('Auchi', 'Auchi', 'Nigeria')","(7.067444999999999, 6.267666)",49,"Auchi, Auchi, Nigeria",241,"Old Fadama, Accra, Ghana",1,"('Auchi', 'Auchi', 'Nigeria')","('Old Fadama', 'Accra', 'Ghana')",Auchi,Auchi,Nigeria,Old Fadama,Accra,Ghana,Nigeria > Auchi,Ghana > Accra,Nigeria > Auchi > Auchi,Ghana > Accra > Old Fadama,184,30,30,8,38,271,18,3,"rgba(40,111,52, 0.8)"
53,288665,1978,43,732.2727142264453,"('Old Fadama', 'Accra', 'Ghana')","(5.5488671, -0.22252159999999999)","('Banzo', 'Bobo-Dioulasso', 'Burkina Faso')","(11.19577585, -3.69525433269868)",50,"Banzo, Bobo-Dioulasso, Burkina Faso",241,"Old Fadama, Accra, Ghana",1,"('Banzo', 'Bobo-Dioulasso', 'Burkina Faso')","('Old Fadama', 'Accra', 'Ghana')",Banzo,Bobo-Dioulasso,Burkina Faso,Old Fadama,Accra,Ghana,Burkina Faso > Bobo-Dioulasso,Ghana > Accra,Burkina Faso > Bobo-Dioulasso > Banzo,Ghana > Accra > Old Fadama,10,158,39,1,38,271,18,3,"rgba(65,59,32, 0.8)"
54,284898,1976,45,689.4343915581036,"('Old Fadama', 'Accra', 'Ghana')","(5.5488671, -0.22252159999999999)","('Asa', 'Lagos', 'Nigeria')","(5.209219999999999, 5.988782)",51,"Asa, Lagos, Nigeria",241,"Old Fadama, Accra, Ghana",1,"('Asa', 'Lagos', 'Nigeria')","('Old Fadama', 'Accra', 'Ghana')",Asa,Lagos,Nigeria,Old Fadama,Accra,Ghana,Nigeria > Lagos,Ghana > Accra,Nigeria > Lagos > Asa,Ghana > Accra > Old Fadama,208,140,70,8,38,271,18,3,"rgba(40,111,52, 0.8)"
55,289906,1990,31,671.7127639081021,"('Madina', 'Accra', 'Ghana')","(5.6864962, -0.16770520000000003)","('Ovu', 'Ebonyi', 'Nigeria')","(5.725058, 5.896143)",52,"Ovu, Ebonyi, Nigeria",240,"Madina, Accra, Ghana",1,"('Ovu', 'Ebonyi', 'Nigeria')","('Madina', 'Accra', 'Ghana')",Ovu,Ebonyi,Nigeria,Madina,Accra,Ghana,Nigeria > Ebonyi,Ghana > Accra,Nigeria > Ebonyi > Ovu,Ghana > Accra > Madina,190,274,47,8,34,238,18,3,"rgba(40,111,52, 0.8)"
56,284011,1970,51,654.459620979049,"('Old Fadama', 'Accra', 'Ghana')","(5.5488671, -0.22252159999999999)","('Akpakpava', 'Benin City', 'Nigeria')","(6.3431053, 5.6347825)",53,"Akpakpava, Benin City, Nigeria",241,"Old Fadama, Accra, Ghana",1,"('Akpakpava', 'Benin City', 'Nigeria')","('Old Fadama', 'Accra', 'Ghana')",Akpakpava,Benin City,Nigeria,Old Fadama,Accra,Ghana,Nigeria > Benin City,Ghana > Accra,Nigeria > Benin City > Akpakpava,Ghana > Accra > Old Fadama,186,126,35,8,38,271,18,3,"rgba(40,111,52, 0.8)"
57,289104,1998,23,652.9262112388382,"('Old Fadama', 'Accra', 'Ghana')","(5.5488671, -0.22252159999999999)","('Benin City', 'Benin City', 'Nigeria')","(6.333058599999999, 5.6221058)",54,"Benin City, Benin City, Nigeria",241,"Old Fadama, Accra, Ghana",1,"('Benin City', 'Benin City', 'Nigeria')","('Old Fadama', 'Accra', 'Ghana')",Benin City,Benin City,Nigeria,Old Fadama,Accra,Ghana,Nigeria > Benin City,Ghana > Accra,Nigeria > Benin City > Benin City,Ghana > Accra > Old Fadama,187,35,35,8,38,271,18,3,"rgba(40,111,52, 0.8)"
58,280337,1974,47,651.5320331591878,"('Madina', 'Accra', 'Ghana')","(5.6864962, -0.16770520000000003)","('Ogunu', 'Warri', 'Nigeria')","(5.5354349, 5.7111890999999995)",55,"Ogunu, Warri, Nigeria",240,"Madina, Accra, Ghana",1,"('Ogunu', 'Warri', 'Nigeria')","('Madina', 'Accra', 'Ghana')",Ogunu,Warri,Nigeria,Madina,Accra,Ghana,Nigeria > Warri,Ghana > Accra,Nigeria > Warri > Ogunu,Ghana > Accra > Madina,227,267,104,8,34,238,18,3,"rgba(40,111,52, 0.8)"
59,287685,1996,25,649.7155268979212,"('Old Fadama', 'Accra', 'Ghana')","(5.5488671, -0.22252159999999999)","('Nandom', 'Tamale', 'Ghana')","(10.8520701, -2.760077)",56,"Nandom, Tamale, Ghana",241,"Old Fadama, Accra, Ghana",1,"('Nandom', 'Tamale', 'Ghana')","('Old Fadama', 'Accra', 'Ghana')",Nandom,Tamale,Ghana,Old Fadama,Accra,Ghana,Ghana > Tamale,Ghana > Accra,Ghana > Tamale > Nandom,Ghana > Accra > Old Fadama,136,248,100,3,38,271,18,3,"rgba(43,104,18, 0.8)"
60,289526,2002,19,644.5167116434515,"('Madina', 'Accra', 'Ghana')","(5.6864962, -0.16770520000000003)","('Leo', 'Koudougou', 'Burkina Faso')","(11.18140975, -2.1174447462526143)",57,"Leo, Koudougou, Burkina Faso",240,"Madina, Accra, Ghana",1,"('Leo', 'Koudougou', 'Burkina Faso')","('Madina', 'Accra', 'Ghana')",Leo,Koudougou,Burkina Faso,Madina,Accra,Ghana,Burkina Faso > Koudougou,Ghana > Accra,Burkina Faso > Koudougou > Leo,Ghana > Accra > Madina,11,237,65,1,34,238,18,3,"rgba(65,59,32, 0.8)"
61,289111,2000,21,620.2915197361975,"('Old Fadama', 'Accra', 'Ghana')","(5.5488671, -0.22252159999999999)","('Tumu', 'Tamale', 'Ghana')","(10.8753671, -1.9859256999999997)",58,"Tumu, Tamale, Ghana",241,"Old Fadama, Accra, Ghana",1,"('Tumu', 'Tamale', 'Ghana')","('Old Fadama', 'Accra', 'Ghana')",Tumu,Tamale,Ghana,Old Fadama,Accra,Ghana,Ghana > Tamale,Ghana > Accra,Ghana > Tamale > Tumu,Ghana > Accra > Old Fadama,142,291,100,3,38,271,18,3,"rgba(43,104,18, 0.8)"
62,285937,1990,31,620.2915197361975,"('Old Fadama', 'Accra', 'Ghana')","(5.5488671, -0.22252159999999999)","('Tumu', 'Tamale', 'Ghana')","(10.8753671, -1.9859256999999997)",58,"Tumu, Tamale, Ghana",241,"Old Fadama, Accra, Ghana",1,"('Tumu', 'Tamale', 'Ghana')","('Old Fadama', 'Accra', 'Ghana')",Tumu,Tamale,Ghana,Old Fadama,Accra,Ghana,Ghana > Tamale,Ghana > Accra,Ghana > Tamale > Tumu,Ghana > Accra > Old Fadama,142,291,100,3,38,271,18,3,"rgba(43,104,18, 0.8)"
63,286729,1978,43,615.5323765608935,"('Old Fadama', 'Accra', 'Ghana')","(5.5488671, -0.22252159999999999)","('Jirapa', 'Lawra', 'Ghana')","(10.536632800000001, -2.7008646)",59,"Jirapa, Lawra, Ghana",241,"Old Fadama, Accra, Ghana",1,"('Jirapa', 'Lawra', 'Ghana')","('Old Fadama', 'Accra', 'Ghana')",Jirapa,Lawra,Ghana,Old Fadama,Accra,Ghana,Ghana > Lawra,Ghana > Accra,Ghana > Lawra > Jirapa,Ghana > Accra > Old Fadama,111,210,72,3,38,271,18,3,"rgba(43,104,18, 0.8)"
64,287677,1997,24,601.0408051828107,"('Old Fadama', 'Accra', 'Ghana')","(5.5488671, -0.22252159999999999)","('Kassena', 'Kaneshie', 'Ghana')","(10.873175450000002, -1.3157209470193951)",60,"Kassena, Kaneshie, Ghana",241,"Old Fadama, Accra, Ghana",1,"('Kassena', 'Kaneshie', 'Ghana')","('Old Fadama', 'Accra', 'Ghana')",Kassena,Kaneshie,Ghana,Old Fadama,Accra,Ghana,Ghana > Kaneshie,Ghana > Accra,Ghana > Kaneshie > Kassena,Ghana > Accra > Old Fadama,80,213,61,3,38,271,18,3,"rgba(43,104,18, 0.8)"
65,288577,1983,38,596.318644126336,"('Old Fadama', 'Accra', 'Ghana')","(5.5488671, -0.22252159999999999)","('Bongo', 'Bolgatanga', 'Ghana')","(10.9090802, -0.8075062)",61,"Bongo, Bolgatanga, Ghana",241,"Old Fadama, Accra, Ghana",1,"('Bongo', 'Bolgatanga', 'Ghana')","('Old Fadama', 'Accra', 'Ghana')",Bongo,Bolgatanga,Ghana,Old Fadama,Accra,Ghana,Ghana > Bolgatanga,Ghana > Accra,Ghana > Bolgatanga > Bongo,Ghana > Accra > Old Fadama,48,166,40,3,38,271,18,3,"rgba(43,104,18, 0.8)"
66,284477,1981,40,585.4722152510124,"('Old Fadama', 'Accra', 'Ghana')","(5.5488671, -0.22252159999999999)","('Sandema', 'Bolgatanga', 'Ghana')","(10.7353788, -1.2867191999999998)",62,"Sandema, Bolgatanga, Ghana",241,"Old Fadama, Accra, Ghana",1,"('Sandema', 'Bolgatanga', 'Ghana')","('Old Fadama', 'Accra', 'Ghana')",Sandema,Bolgatanga,Ghana,Old Fadama,Accra,Ghana,Ghana > Bolgatanga,Ghana > Accra,Ghana > Bolgatanga > Sandema,Ghana > Accra > Old Fadama,51,277,40,3,38,271,18,3,"rgba(43,104,18, 0.8)"
67,287245,1975,46,584.7035389037702,"('James Town', 'Accra', 'Ghana')","(5.535796599999999, -0.21036370000000001)","('Zuarungu', 'Bolgatanga', 'Ghana')","(10.789546699999999, -0.802708)",63,"Zuarungu, Bolgatanga, Ghana",242,"James Town, Accra, Ghana",1,"('Zuarungu', 'Bolgatanga', 'Ghana')","('James Town', 'Accra', 'Ghana')",Zuarungu,Bolgatanga,Ghana,James Town,Accra,Ghana,Ghana > Bolgatanga,Ghana > Accra,Ghana > Bolgatanga > Zuarungu,Ghana > Accra > James Town,52,305,40,3,29,209,18,3,"rgba(43,104,18, 0.8)"
68,289107,1991,30,584.6665245840536,"('Madina', 'Accra', 'Ghana')","(5.6864962, -0.16770520000000003)","('Navrongo', 'Bolgatanga', 'Ghana')","(10.8928117, -1.0883729)",64,"Navrongo, Bolgatanga, Ghana",240,"Madina, Accra, Ghana",1,"('Navrongo', 'Bolgatanga', 'Ghana')","('Madina', 'Accra', 'Ghana')",Navrongo,Bolgatanga,Ghana,Madina,Accra,Ghana,Ghana > Bolgatanga,Ghana > Accra,Ghana > Bolgatanga > Navrongo,Ghana > Accra > Madina,50,249,40,3,34,238,18,3,"rgba(43,104,18, 0.8)"
69,289980,1999,22,580.5263481970874,"('Old Fadama', 'Accra', 'Ghana')","(5.5488671, -0.22252159999999999)","('Oshu', 'Ife', 'Nigeria')","(7.5833330000000005, 4.616667)",65,"Oshu, Ife, Nigeria",241,"Old Fadama, Accra, Ghana",1,"('Oshu', 'Ife', 'Nigeria')","('Old Fadama', 'Accra', 'Ghana')",Oshu,Ife,Nigeria,Old Fadama,Accra,Ghana,Nigeria > Ife,Ghana > Accra,Nigeria > Ife > Oshu,Ghana > Accra > Old Fadama,201,273,57,8,38,271,18,3,"rgba(40,111,52, 0.8)"
70,279793,-3,2024,568.8935987743754,"('Madina', 'Accra', 'Ghana')","(5.6864962, -0.16770520000000003)","('Bolgatanga', 'Walewale', 'Ghana')","(10.7853963, -0.8487322)",66,"Bolgatanga, Walewale, Ghana",240,"Madina, Accra, Ghana",1,"('Bolgatanga', 'Walewale', 'Ghana')","('Madina', 'Accra', 'Ghana')",Bolgatanga,Walewale,Ghana,Madina,Accra,Ghana,Ghana > Walewale,Ghana > Accra,Ghana > Walewale > Bolgatanga,Ghana > Accra > Madina,152,40,103,3,34,238,18,3,"rgba(43,104,18, 0.8)"
71,289108,1985,36,551.5095057013485,"('Old Fadama', 'Accra', 'Ghana')","(5.5488671, -0.22252159999999999)","('Gambaga', 'Tamale', 'Ghana')","(10.53091, -0.43815699999999996)",67,"Gambaga, Tamale, Ghana",241,"Old Fadama, Accra, Ghana",1,"('Gambaga', 'Tamale', 'Ghana')","('Old Fadama', 'Accra', 'Ghana')",Gambaga,Tamale,Ghana,Old Fadama,Accra,Ghana,Ghana > Tamale,Ghana > Accra,Ghana > Tamale > Gambaga,Ghana > Accra > Old Fadama,134,194,100,3,38,271,18,3,"rgba(43,104,18, 0.8)"
72,287395,1994,27,534.5645697113075,"('Old Fadama', 'Accra', 'Ghana')","(5.5488671, -0.22252159999999999)","('Walewale', 'Tamale', 'Ghana')","(10.347691000000001, -0.8022739999999999)",68,"Walewale, Tamale, Ghana",241,"Old Fadama, Accra, Ghana",1,"('Walewale', 'Tamale', 'Ghana')","('Old Fadama', 'Accra', 'Ghana')",Walewale,Tamale,Ghana,Old Fadama,Accra,Ghana,Ghana > Tamale,Ghana > Accra,Ghana > Tamale > Walewale,Ghana > Accra > Old Fadama,143,103,100,3,38,271,18,3,"rgba(43,104,18, 0.8)"
73,284407,1975,46,524.5266383560129,"('James Town', 'Accra', 'Ghana')","(5.535796599999999, -0.21036370000000001)","('Parakou', 'Port-Novo', 'Benin')","(9.3400159, 2.6278257999999997)",69,"Parakou, Port-Novo, Benin",242,"James Town, Accra, Ghana",1,"('Parakou', 'Port-Novo', 'Benin')","('James Town', 'Accra', 'Ghana')",Parakou,Port-Novo,Benin,James Town,Accra,Ghana,Benin > Port-Novo,Ghana > Accra,Benin > Port-Novo > Parakou,Ghana > Accra > James Town,7,85,87,0,29,209,18,3,"rgba(251,56,132, 0.8)"
74,284147,1975,46,524.1696649930175,"('Old Fadama', 'Accra', 'Ghana')","(5.5488671, -0.22252159999999999)","('Parakou', 'Parakou', 'Benin')","(9.3400159, 2.6278257999999997)",70,"Parakou, Parakou, Benin",241,"Old Fadama, Accra, Ghana",1,"('Parakou', 'Parakou', 'Benin')","('Old Fadama', 'Accra', 'Ghana')",Parakou,Parakou,Benin,Old Fadama,Accra,Ghana,Benin > Parakou,Ghana > Accra,Benin > Parakou > Parakou,Ghana > Accra > Old Fadama,4,85,85,0,38,271,18,3,"rgba(251,56,132, 0.8)"
75,286492,2000,21,521.4016926672379,"('Madina', 'Accra', 'Ghana')","(5.6864962, -0.16770520000000003)","('Mango', 'Lome', 'Togo')","(10.3569681, 0.4770206)",71,"Mango, Lome, Togo",240,"Madina, Accra, Ghana",1,"('Mango', 'Lome', 'Togo')","('Madina', 'Accra', 'Ghana')",Mango,Lome,Togo,Madina,Accra,Ghana,Togo > Lome,Ghana > Accra,Togo > Lome > Mango,Ghana > Accra > Madina,237,243,73,10,34,238,18,3,"rgba(6,65,40, 0.8)"
76,284578,1992,29,520.2336077249618,"('Madina', 'Accra', 'Ghana')","(5.6864962, -0.16770520000000003)","('Walewale', 'Tamale', 'Ghana')","(10.347691000000001, -0.8022739999999999)",68,"Walewale, Tamale, Ghana",240,"Madina, Accra, Ghana",1,"('Walewale', 'Tamale', 'Ghana')","('Madina', 'Accra', 'Ghana')",Walewale,Tamale,Ghana,Madina,Accra,Ghana,Ghana > Tamale,Ghana > Accra,Ghana > Tamale > Walewale,Ghana > Accra > Madina,143,103,100,3,34,238,18,3,"rgba(43,104,18, 0.8)"
77,289540,1996,25,487.4354173595844,"('Old Fadama', 'Accra', 'Ghana')","(5.5488671, -0.22252159999999999)","('Lekki', 'Lagos', 'Nigeria')","(6.4123323, 4.094739499999999)",72,"Lekki, Lagos, Nigeria",241,"Old Fadama, Accra, Ghana",1,"('Lekki', 'Lagos', 'Nigeria')","('Old Fadama', 'Accra', 'Ghana')",Lekki,Lagos,Nigeria,Old Fadama,Accra,Ghana,Nigeria > Lagos,Ghana > Accra,Nigeria > Lagos > Lekki,Ghana > Accra > Old Fadama,217,236,70,8,38,271,18,3,"rgba(40,111,52, 0.8)"
78,287201,1987,34,483.2597720325431,"('Old Fadama', 'Accra', 'Ghana')","(5.5488671, -0.22252159999999999)","('Gushegu', 'Tamale', 'Ghana')","(9.9185016, -0.2164706)",73,"Gushegu, Tamale, Ghana",241,"Old Fadama, Accra, Ghana",1,"('Gushegu', 'Tamale', 'Ghana')","('Old Fadama', 'Accra', 'Ghana')",Gushegu,Tamale,Ghana,Old Fadama,Accra,Ghana,Ghana > Tamale,Ghana > Accra,Ghana > Tamale > Gushegu,Ghana > Accra > Old Fadama,135,52,100,3,38,271,18,3,"rgba(43,104,18, 0.8)"
79,289058,1976,45,470.9477032798946,"('Old Fadama', 'Accra', 'Ghana')","(5.5488671, -0.22252159999999999)","('Lama Kara', 'Alembonda', 'Togo')","(9.5607221, 1.2086032)",74,"Lama Kara, Alembonda, Togo",241,"Old Fadama, Accra, Ghana",1,"('Lama Kara', 'Alembonda', 'Togo')","('Old Fadama', 'Accra', 'Ghana')",Lama Kara,Alembonda,Togo,Old Fadama,Accra,Ghana,Togo > Alembonda,Ghana > Accra,Togo > Alembonda > Lama Kara,Ghana > Accra > Old Fadama,230,234,21,10,38,271,18,3,"rgba(6,65,40, 0.8)"
80,289390,1994,27,466.87285262625954,"('Old Fadama', 'Accra', 'Ghana')","(5.5488671, -0.22252159999999999)","('Kpatinga', 'Gushegu', 'Ghana')","(9.7700398, -0.2739132)",75,"Kpatinga, Gushegu, Ghana",241,"Old Fadama, Accra, Ghana",1,"('Kpatinga', 'Gushegu', 'Ghana')","('Old Fadama', 'Accra', 'Ghana')",Kpatinga,Gushegu,Ghana,Old Fadama,Accra,Ghana,Ghana > Gushegu,Ghana > Accra,Ghana > Gushegu > Kpatinga,Ghana > Accra > Old Fadama,65,227,52,3,38,271,18,3,"rgba(43,104,18, 0.8)"
81,285486,1990,31,464.977665261821,"('Madina', 'Accra', 'Ghana')","(5.6864962, -0.16770520000000003)","('Oja Aba', 'Ilesa', 'Nigeria')","(7.683333, 3.5333330000000003)",76,"Oja Aba, Ilesa, Nigeria",240,"Madina, Accra, Ghana",1,"('Oja Aba', 'Ilesa', 'Nigeria')","('Madina', 'Accra', 'Ghana')",Oja Aba,Ilesa,Nigeria,Madina,Accra,Ghana,Nigeria > Ilesa,Ghana > Accra,Nigeria > Ilesa > Oja Aba,Ghana > Accra > Madina,203,268,59,8,34,238,18,3,"rgba(40,111,52, 0.8)"
82,284961,1991,30,459.4270618982939,"('Old Fadama', 'Accra', 'Ghana')","(5.5488671, -0.22252159999999999)","('Bole', 'Sawla', 'Ghana')","(9.032484599999998, -2.4895104999999997)",77,"Bole, Sawla, Ghana",241,"Old Fadama, Accra, Ghana",1,"('Bole', 'Sawla', 'Ghana')","('Old Fadama', 'Accra', 'Ghana')",Bole,Sawla,Ghana,Old Fadama,Accra,Ghana,Ghana > Sawla,Ghana > Accra,Ghana > Sawla > Bole,Ghana > Accra > Old Fadama,117,165,89,3,38,271,18,3,"rgba(43,104,18, 0.8)"
83,284085,1981,40,457.4284849630707,"('James Town', 'Accra', 'Ghana')","(5.535796599999999, -0.21036370000000001)","('Savlugu', 'Tamale', 'Ghana')","(9.6260647, -0.8258943000000001)",78,"Savlugu, Tamale, Ghana",242,"James Town, Accra, Ghana",1,"('Savlugu', 'Tamale', 'Ghana')","('James Town', 'Accra', 'Ghana')",Savlugu,Tamale,Ghana,James Town,Accra,Ghana,Ghana > Tamale,Ghana > Accra,Ghana > Tamale > Savlugu,Ghana > Accra > James Town,140,279,100,3,29,209,18,3,"rgba(43,104,18, 0.8)"
84,285023,1997,24,455.80118883034777,"('Old Fadama', 'Accra', 'Ghana')","(5.5488671, -0.22252159999999999)","('Savelugu', 'Tamale', 'Ghana')","(9.6260647, -0.8258943000000001)",79,"Savelugu, Tamale, Ghana",241,"Old Fadama, Accra, Ghana",1,"('Savelugu', 'Tamale', 'Ghana')","('Old Fadama', 'Accra', 'Ghana')",Savelugu,Tamale,Ghana,Old Fadama,Accra,Ghana,Ghana > Tamale,Ghana > Accra,Ghana > Tamale > Savelugu,Ghana > Accra > Old Fadama,139,278,100,3,38,271,18,3,"rgba(43,104,18, 0.8)"
85,284524,1993,28,455.80118883034777,"('Old Fadama', 'Accra', 'Ghana')","(5.5488671, -0.22252159999999999)","('Savelugu', 'Tamale', 'Ghana')","(9.6260647, -0.8258943000000001)",79,"Savelugu, Tamale, Ghana",241,"Old Fadama, Accra, Ghana",1,"('Savelugu', 'Tamale', 'Ghana')","('Old Fadama', 'Accra', 'Ghana')",Savelugu,Tamale,Ghana,Old Fadama,Accra,Ghana,Ghana > Tamale,Ghana > Accra,Ghana > Tamale > Savelugu,Ghana > Accra > Old Fadama,139,278,100,3,38,271,18,3,"rgba(43,104,18, 0.8)"
