,Unnamed: 0,city_8,location,num_moves,dist,azimuth,lat,lon,location_pair,location_pair_id,locations,country,loc2,loc1,Q100_1,Q100_1_URX,Q100_1_URUN,Q100_1_URACMS,Q100_1_URXc,Non-Urban City,Non-Urban Town,Non-Urban Village,Unclassified City,Unclassified Town,Unclassified Village,Urban City,Urban Town,Urban Village
176,176,Nairobi,"('Pumwani', 'Nairobi', 'Kenya')",1,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Pumwani', 'Nairobi', 'Kenya'))",88,Nairobi,Kenya,Nairobi,Pumwani,"('Pumwani', 'Nairobi', 'Kenya')",Non-Urban City,Non-Urban,City,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
177,177,Nairobi,"('Pumwani', 'Nairobi', 'Kenya')",1,358.79075742427807,0.018690081248837,39.9833,-1.2,"('Nairobi', ('Pumwani', 'Nairobi', 'Kenya'))",88,"('Pumwani', 'Nairobi', 'Kenya')",Kenya,Nairobi,Pumwani,"('Pumwani', 'Nairobi', 'Kenya')",Non-Urban City,Non-Urban,City,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
178,178,Nairobi,"('Rabuor', 'Rabuor', 'Kenya')",1,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Rabuor', 'Rabuor', 'Kenya'))",89,Nairobi,Kenya,Rabuor,Rabuor,"('Rabuor', 'Rabuor', 'Kenya')",Urban Village,Urban,Village,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
179,179,Nairobi,"('Rabuor', 'Rabuor', 'Kenya')",1,279.3582121490707,2.8954257649658777,34.4727131,-0.5251932,"('Nairobi', ('Rabuor', 'Rabuor', 'Kenya'))",89,"('Rabuor', 'Rabuor', 'Kenya')",Kenya,Rabuor,Rabuor,"('Rabuor', 'Rabuor', 'Kenya')",Urban Village,Urban,Village,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
180,180,Nairobi,"('Rafiki', ""Mkang'ombe"", 'Kenya')",1,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Rafiki', ""Mkang'ombe"", 'Kenya'))",90,Nairobi,Kenya,Mkang'ombe,Rafiki,"('Rafiki', ""Mkang'ombe"", 'Kenya')",Unclassified City,Unclassified,City,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
181,181,Nairobi,"('Rafiki', ""Mkang'ombe"", 'Kenya')",1,12.916017205780795,0.8901349376387202,36.8252013,-1.2834559,"('Nairobi', ('Rafiki', ""Mkang'ombe"", 'Kenya'))",90,"('Rafiki', ""Mkang'ombe"", 'Kenya')",Kenya,Mkang'ombe,Rafiki,"('Rafiki', ""Mkang'ombe"", 'Kenya')",Unclassified City,Unclassified,City,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
182,182,Nairobi,"('Rongo', 'Rongo', 'Kenya')",1,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Rongo', 'Rongo', 'Kenya'))",91,Nairobi,Kenya,Rongo,Rongo,"('Rongo', 'Rongo', 'Kenya')",Urban Village,Urban,Village,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
183,183,Nairobi,"('Rongo', 'Rongo', 'Kenya')",1,242.94453382879576,2.943622838693744,34.603644200000005,-0.7576606,"('Nairobi', ('Rongo', 'Rongo', 'Kenya'))",91,"('Rongo', 'Rongo', 'Kenya')",Kenya,Rongo,Rongo,"('Rongo', 'Rongo', 'Kenya')",Urban Village,Urban,Village,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
184,184,Nairobi,"('Sagana', 'Sagana', 'Kenya')",1,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Sagana', 'Sagana', 'Kenya'))",92,Nairobi,Kenya,Sagana,Sagana,"('Sagana', 'Sagana', 'Kenya')",Urban Village,Urban,Village,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
185,185,Nairobi,"('Sagana', 'Sagana', 'Kenya')",1,74.3977913781704,0.8185200840548847,37.208151,-0.666531,"('Nairobi', ('Sagana', 'Sagana', 'Kenya'))",92,"('Sagana', 'Sagana', 'Kenya')",Kenya,Sagana,Sagana,"('Sagana', 'Sagana', 'Kenya')",Urban Village,Urban,Village,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
186,186,Nairobi,"('Siaya Town', 'Siaya Town', 'Kenya')",1,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Siaya Town', 'Siaya Town', 'Kenya'))",93,Nairobi,Kenya,Siaya Town,Siaya Town,"('Siaya Town', 'Siaya Town', 'Kenya')",Urban Village,Urban,Village,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
187,187,Nairobi,"('Siaya Town', 'Siaya Town', 'Kenya')",1,303.7894522398073,2.684433124032429,34.2861,0.06,"('Nairobi', ('Siaya Town', 'Siaya Town', 'Kenya'))",93,"('Siaya Town', 'Siaya Town', 'Kenya')",Kenya,Siaya Town,Siaya Town,"('Siaya Town', 'Siaya Town', 'Kenya')",Urban Village,Urban,Village,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
188,188,Nairobi,"('Sondu', 'Sondu', 'Kenya')",1,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Sondu', 'Sondu', 'Kenya'))",94,Nairobi,Kenya,Sondu,Sondu,"('Sondu', 'Sondu', 'Kenya')",Urban Village,Urban,Village,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
189,189,Nairobi,"('Sondu', 'Sondu', 'Kenya')",1,194.87047730323383,2.749540064257177,35.125814,-0.4616812,"('Nairobi', ('Sondu', 'Sondu', 'Kenya'))",94,"('Sondu', 'Sondu', 'Kenya')",Kenya,Sondu,Sondu,"('Sondu', 'Sondu', 'Kenya')",Urban Village,Urban,Village,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
190,190,Nairobi,"('Soweto', 'Zulu', 'South Africa')",1,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Soweto', 'Zulu', 'South Africa'))",95,Nairobi,South Africa,Zulu,Soweto,"('Soweto', 'Zulu', 'South Africa')",Urban City,Urban,City,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
191,191,Nairobi,"('Soweto', 'Zulu', 'South Africa')",1,2536.364662897265,-1.8429592391855367,27.89,-26.2227778,"('Nairobi', ('Soweto', 'Zulu', 'South Africa'))",95,"('Soweto', 'Zulu', 'South Africa')",South Africa,Zulu,Soweto,"('Soweto', 'Zulu', 'South Africa')",Urban City,Urban,City,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
192,192,Nairobi,"('Taita Taveta', 'Taita Taveta', 'Kenya')",1,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Taita Taveta', 'Taita Taveta', 'Kenya'))",96,Nairobi,Kenya,Taita Taveta,Taita Taveta,"('Taita Taveta', 'Taita Taveta', 'Kenya')",Urban Village,Urban,Village,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
193,193,Nairobi,"('Taita Taveta', 'Taita Taveta', 'Kenya')",1,248.93005150577636,-0.8563757399811536,38.36706762808966,-3.4178355,"('Nairobi', ('Taita Taveta', 'Taita Taveta', 'Kenya'))",96,"('Taita Taveta', 'Taita Taveta', 'Kenya')",Kenya,Taita Taveta,Taita Taveta,"('Taita Taveta', 'Taita Taveta', 'Kenya')",Urban Village,Urban,Village,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
194,194,Nairobi,"('Thika', 'Thika', 'Kenya')",1,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Thika', 'Thika', 'Kenya'))",97,Nairobi,Kenya,Thika,Thika,"('Thika', 'Thika', 'Kenya')",Urban Village,Urban,Village,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
195,195,Nairobi,"('Thika', 'Thika', 'Kenya')",1,27.098240105490643,0.8519303749654082,37.077523,-1.036648,"('Nairobi', ('Thika', 'Thika', 'Kenya'))",97,"('Thika', 'Thika', 'Kenya')",Kenya,Thika,Thika,"('Thika', 'Thika', 'Kenya')",Urban Village,Urban,Village,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
196,196,Nairobi,"('Tororo', 'Tororo', 'Uganda')",1,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Tororo', 'Tororo', 'Uganda'))",98,Nairobi,Uganda,Tororo,Tororo,"('Tororo', 'Tororo', 'Uganda')",Urban Town,Urban,Town,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
197,197,Nairobi,"('Tororo', 'Tororo', 'Uganda')",1,346.3854634153949,2.573472361472318,34.102686174797185,0.74074215,"('Nairobi', ('Tororo', 'Tororo', 'Uganda'))",98,"('Tororo', 'Tororo', 'Uganda')",Uganda,Tororo,Tororo,"('Tororo', 'Tororo', 'Uganda')",Urban Town,Urban,Town,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
198,198,Nairobi,"('Villa', 'Villa', 'Democratic Republic of the Congo')",1,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Villa', 'Villa', 'Democratic Republic of the Congo'))",99,Nairobi,Democratic Republic of the Congo,Villa,Villa,"('Villa', 'Villa', 'Democratic Republic of the Congo')",Non-Urban Village,Non-Urban,Village,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
199,199,Nairobi,"('Villa', 'Villa', 'Democratic Republic of the Congo')",1,1082.4146819067175,-2.7557627233308155,27.7999999,-5.383333,"('Nairobi', ('Villa', 'Villa', 'Democratic Republic of the Congo'))",99,"('Villa', 'Villa', 'Democratic Republic of the Congo')",Democratic Republic of the Congo,Villa,Villa,"('Villa', 'Villa', 'Democratic Republic of the Congo')",Non-Urban Village,Non-Urban,Village,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
200,200,Nairobi,"('Wote', 'Wote', 'Kenya')",1,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Wote', 'Wote', 'Kenya'))",100,Nairobi,Kenya,Wote,Wote,"('Wote', 'Wote', 'Kenya')",Urban Town,Urban,Town,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0
201,201,Nairobi,"('Wote', 'Wote', 'Kenya')",1,103.14205922165944,-0.3351943640924517,37.62903529999999,-1.7803167000000002,"('Nairobi', ('Wote', 'Wote', 'Kenya'))",100,"('Wote', 'Wote', 'Kenya')",Kenya,Wote,Wote,"('Wote', 'Wote', 'Kenya')",Urban Town,Urban,Town,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0
202,202,Nairobi,"('nan', 'Block', 'Kenya')",1,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('nan', 'Block', 'Kenya'))",101,Nairobi,Kenya,Block,,"('nan', 'Block', 'Kenya')",Non-Urban Village,Non-Urban,Village,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
203,203,Nairobi,"('nan', 'Block', 'Kenya')",1,384.4201514602824,-0.6392756737203481,39.66668252461726,-3.9381813,"('Nairobi', ('nan', 'Block', 'Kenya'))",101,"('nan', 'Block', 'Kenya')",Kenya,Block,,"('nan', 'Block', 'Kenya')",Non-Urban Village,Non-Urban,Village,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
204,204,Nairobi,"('nan', 'Bududa', 'Uganda')",1,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('nan', 'Bududa', 'Uganda'))",102,Nairobi,Uganda,Bududa,,"('nan', 'Bududa', 'Uganda')",Urban Town,Urban,Town,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
205,205,Nairobi,"('nan', 'Bududa', 'Uganda')",1,335.2293702430809,2.451463664544784,34.39875494391064,1.0421170000000002,"('Nairobi', ('nan', 'Bududa', 'Uganda'))",102,"('nan', 'Bududa', 'Uganda')",Uganda,Bududa,,"('nan', 'Bududa', 'Uganda')",Urban Town,Urban,Town,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
206,206,Nairobi,"('nan', 'Bushika', 'Uganda')",1,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('nan', 'Bushika', 'Uganda'))",103,Nairobi,Uganda,Bushika,,"('nan', 'Bushika', 'Uganda')",Urban Village,Urban,Village,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
207,207,Nairobi,"('nan', 'Bushika', 'Uganda')",1,340.78609692984577,2.461771212079946,34.3399434,1.0493445,"('Nairobi', ('nan', 'Bushika', 'Uganda'))",103,"('nan', 'Bushika', 'Uganda')",Uganda,Bushika,,"('nan', 'Bushika', 'Uganda')",Urban Village,Urban,Village,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
208,208,Nairobi,"('nan', 'Congo', 'Republic of the Congo')",1,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('nan', 'Congo', 'Republic of the Congo'))",104,Nairobi,Republic of the Congo,Congo,,"('nan', 'Congo', 'Republic of the Congo')",Non-Urban Town,Non-Urban,Town,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209,209,Nairobi,"('nan', 'Congo', 'Republic of the Congo')",1,2357.8787187337275,3.116484416970034,15.6419155,-0.7264326999999999,"('Nairobi', ('nan', 'Congo', 'Republic of the Congo'))",104,"('nan', 'Congo', 'Republic of the Congo')",Republic of the Congo,Congo,,"('nan', 'Congo', 'Republic of the Congo')",Non-Urban Town,Non-Urban,Town,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
210,210,Nairobi,"('nan', 'Dinka', 'South Sudan')",1,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('nan', 'Dinka', 'South Sudan'))",105,Nairobi,South Sudan,Dinka,,"('nan', 'Dinka', 'South Sudan')",Non-Urban Village,Non-Urban,Village,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
211,211,Nairobi,"('nan', 'Dinka', 'South Sudan')",1,1142.0578807849745,2.032820624790642,31.6623305,9.5072926,"('Nairobi', ('nan', 'Dinka', 'South Sudan'))",105,"('nan', 'Dinka', 'South Sudan')",South Sudan,Dinka,,"('nan', 'Dinka', 'South Sudan')",Non-Urban Village,Non-Urban,Village,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
212,212,Nairobi,"('nan', 'Goria', 'Uganda')",1,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('nan', 'Goria', 'Uganda'))",106,Nairobi,Uganda,Goria,,"('nan', 'Goria', 'Uganda')",Urban Village,Urban,Village,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
213,213,Nairobi,"('nan', 'Goria', 'Uganda')",1,412.5840215079416,2.4800774521753373,33.7857626,1.3397908,"('Nairobi', ('nan', 'Goria', 'Uganda'))",106,"('nan', 'Goria', 'Uganda')",Uganda,Goria,,"('nan', 'Goria', 'Uganda')",Urban Village,Urban,Village,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
214,214,Nairobi,"('nan', 'Irundu', 'Democratic Republic of the Congo')",1,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('nan', 'Irundu', 'Democratic Republic of the Congo'))",107,Nairobi,Democratic Republic of the Congo,Irundu,,"('nan', 'Irundu', 'Democratic Republic of the Congo')",Non-Urban Village,Non-Urban,Village,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
215,215,Nairobi,"('nan', 'Irundu', 'Democratic Republic of the Congo')",1,918.2375243606256,-2.870367937700352,28.7476099,-3.9066899,"('Nairobi', ('nan', 'Irundu', 'Democratic Republic of the Congo'))",107,"('nan', 'Irundu', 'Democratic Republic of the Congo')",Democratic Republic of the Congo,Irundu,,"('nan', 'Irundu', 'Democratic Republic of the Congo')",Non-Urban Village,Non-Urban,Village,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
216,216,Nairobi,"('nan', 'Kakenge', 'Democratic Republic of the Congo')",1,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('nan', 'Kakenge', 'Democratic Republic of the Congo'))",108,Nairobi,Democratic Republic of the Congo,Kakenge,,"('nan', 'Kakenge', 'Democratic Republic of the Congo')",Non-Urban Village,Non-Urban,Village,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
217,217,Nairobi,"('nan', 'Kakenge', 'Democratic Republic of the Congo')",1,1678.8564999209989,-2.923801724071799,21.9112906,-4.868343299999999,"('Nairobi', ('nan', 'Kakenge', 'Democratic Republic of the Congo'))",108,"('nan', 'Kakenge', 'Democratic Republic of the Congo')",Democratic Republic of the Congo,Kakenge,,"('nan', 'Kakenge', 'Democratic Republic of the Congo')",Non-Urban Village,Non-Urban,Village,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
218,218,Nairobi,"('nan', 'Kangema', 'Kenya')",1,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('nan', 'Kangema', 'Kenya'))",109,Nairobi,Kenya,Kangema,,"('nan', 'Kangema', 'Kenya')",Urban Village,Urban,Village,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
219,219,Nairobi,"('nan', 'Kangema', 'Kenya')",1,52.03895730738191,1.466702241493541,36.9642477,-0.6847865,"('Nairobi', ('nan', 'Kangema', 'Kenya'))",109,"('nan', 'Kangema', 'Kenya')",Kenya,Kangema,,"('nan', 'Kangema', 'Kenya')",Urban Village,Urban,Village,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
220,220,Nairobi,"('nan', 'Kasule', 'Kenya')",1,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('nan', 'Kasule', 'Kenya'))",110,Nairobi,Kenya,Kasule,,"('nan', 'Kasule', 'Kenya')",Urban Village,Urban,Village,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
221,221,Nairobi,"('nan', 'Kasule', 'Kenya')",1,259.0196900858691,2.710519661463709,34.7901289,-0.0836476,"('Nairobi', ('nan', 'Kasule', 'Kenya'))",110,"('nan', 'Kasule', 'Kenya')",Kenya,Kasule,,"('nan', 'Kasule', 'Kenya')",Urban Village,Urban,Village,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
222,222,Nairobi,"('nan', 'Minembwe', 'Democratic Republic of the Congo')",1,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('nan', 'Minembwe', 'Democratic Republic of the Congo'))",111,Nairobi,Democratic Republic of the Congo,Minembwe,,"('nan', 'Minembwe', 'Democratic Republic of the Congo')",Non-Urban Village,Non-Urban,Village,2,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
223,223,Nairobi,"('nan', 'Minembwe', 'Democratic Republic of the Congo')",1,941.5691652102628,-2.860121255597132,28.7300599,-3.9344201,"('Nairobi', ('nan', 'Minembwe', 'Democratic Republic of the Congo'))",111,"('nan', 'Minembwe', 'Democratic Republic of the Congo')",Democratic Republic of the Congo,Minembwe,,"('nan', 'Minembwe', 'Democratic Republic of the Congo')",Non-Urban Village,Non-Urban,Village,2,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
224,224,Nairobi,"('nan', 'Ngethi', 'Kenya')",1,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('nan', 'Ngethi', 'Kenya'))",112,Nairobi,Kenya,Ngethi,,"('nan', 'Ngethi', 'Kenya')",Non-Urban Village,Non-Urban,Village,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
225,225,Nairobi,"('nan', 'Ngethi', 'Kenya')",1,126.50582725930168,0.2160283163647241,38.029883205468174,-0.9571447,"('Nairobi', ('nan', 'Ngethi', 'Kenya'))",112,"('nan', 'Ngethi', 'Kenya')",Kenya,Ngethi,,"('nan', 'Ngethi', 'Kenya')",Non-Urban Village,Non-Urban,Village,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
226,226,Nairobi,"('nan', 'Nyandarua', 'Kenya')",1,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('nan', 'Nyandarua', 'Kenya'))",113,Nairobi,Kenya,Nyandarua,,"('nan', 'Nyandarua', 'Kenya')",Non-Urban Village,Non-Urban,Village,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
227,227,Nairobi,"('nan', 'Nyandarua', 'Kenya')",1,94.1671460663418,1.869841507657202,36.49776838093413,-0.39155345,"('Nairobi', ('nan', 'Nyandarua', 'Kenya'))",113,"('nan', 'Nyandarua', 'Kenya')",Kenya,Nyandarua,,"('nan', 'Nyandarua', 'Kenya')",Non-Urban Village,Non-Urban,Village,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
228,228,Nairobi,"('nan', 'Sironko', 'Uganda')",1,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('nan', 'Sironko', 'Uganda'))",114,Nairobi,Uganda,Sironko,,"('nan', 'Sironko', 'Uganda')",Urban Village,Urban,Village,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
229,229,Nairobi,"('nan', 'Sironko', 'Uganda')",1,352.37378431694475,2.4410690195368083,34.297734887865296,1.1883856000000002,"('Nairobi', ('nan', 'Sironko', 'Uganda'))",114,"('nan', 'Sironko', 'Uganda')",Uganda,Sironko,,"('nan', 'Sironko', 'Uganda')",Urban Village,Urban,Village,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
230,230,Johannesburg,"('Johannesburg', 'Johannesburg', 'South Africa')",14,0.01,0.0,28.04978,-26.180942,"('Johannesburg', ('Johannesburg', 'Johannesburg', 'South Africa'))",115,Johannesburg,South Africa,Johannesburg,Johannesburg,"('Johannesburg', 'Johannesburg', 'South Africa')",Urban Town,Urban,Town,35,0.0,0.0,0.0,0.0,0.0,0.0,1.0,35.0,1.0
231,231,Johannesburg,"('Johannesburg', 'Johannesburg', 'South Africa')",14,27.29522374586636,-1.4101209171402702,28.049722,-26.205,"('Johannesburg', ('Johannesburg', 'Johannesburg', 'South Africa'))",115,"('Johannesburg', 'Johannesburg', 'South Africa')",South Africa,Johannesburg,Johannesburg,"('Johannesburg', 'Johannesburg', 'South Africa')",Urban Town,Urban,Town,35,0.0,0.0,0.0,0.0,0.0,0.0,1.0,35.0,1.0
232,232,Johannesburg,"('Bulawayo', 'Bulawayo', 'Zimbabwe')",7,0.01,0.0,28.04978,-26.180942,"('Johannesburg', ('Bulawayo', 'Bulawayo', 'Zimbabwe'))",116,Johannesburg,Zimbabwe,Bulawayo,Bulawayo,"('Bulawayo', 'Bulawayo', 'Zimbabwe')",Urban Village,Urban,Village,14,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,14.0
233,233,Johannesburg,"('Bulawayo', 'Bulawayo', 'Zimbabwe')",7,570.003710098564,1.4343560163887097,28.5887063,-20.1560599,"('Johannesburg', ('Bulawayo', 'Bulawayo', 'Zimbabwe'))",116,"('Bulawayo', 'Bulawayo', 'Zimbabwe')",Zimbabwe,Bulawayo,Bulawayo,"('Bulawayo', 'Bulawayo', 'Zimbabwe')",Urban Village,Urban,Village,14,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,14.0
234,234,Johannesburg,"('Thohoyandou', 'Thohoyandou', 'South Africa')",7,0.01,0.0,28.04978,-26.180942,"('Johannesburg', ('Thohoyandou', 'Thohoyandou', 'South Africa'))",117,Johannesburg,South Africa,Thohoyandou,Thohoyandou,"('Thohoyandou', 'Thohoyandou', 'South Africa')",Urban Village,Urban,Village,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
235,235,Johannesburg,"('Thohoyandou', 'Thohoyandou', 'South Africa')",7,395.7924487494866,0.8026271680334368,30.4596582,-22.9676429,"('Johannesburg', ('Thohoyandou', 'Thohoyandou', 'South Africa'))",117,"('Thohoyandou', 'Thohoyandou', 'South Africa')",South Africa,Thohoyandou,Thohoyandou,"('Thohoyandou', 'Thohoyandou', 'South Africa')",Urban Village,Urban,Village,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
236,236,Johannesburg,"('Maputo', 'Maputo', 'Mozambique')",6,0.01,0.0,28.04978,-26.180942,"('Johannesburg', ('Maputo', 'Maputo', 'Mozambique'))",118,Johannesburg,Mozambique,Maputo,Maputo,"('Maputo', 'Maputo', 'Mozambique')",Urban Village,Urban,Village,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0
237,237,Johannesburg,"('Maputo', 'Maputo', 'Mozambique')",6,490.8959287763992,0.0713690219412078,32.56745,-25.966213,"('Johannesburg', ('Maputo', 'Maputo', 'Mozambique'))",118,"('Maputo', 'Maputo', 'Mozambique')",Mozambique,Maputo,Maputo,"('Maputo', 'Maputo', 'Mozambique')",Urban Village,Urban,Village,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0
238,238,Johannesburg,"('Durban', 'Durban', 'South Africa')",4,0.01,0.0,28.04978,-26.180942,"('Johannesburg', ('Durban', 'Durban', 'South Africa'))",119,Johannesburg,South Africa,Durban,Durban,"('Durban', 'Durban', 'South Africa')",Urban Town,Urban,Town,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0
239,239,Johannesburg,"('Durban', 'Durban', 'South Africa')",4,465.7122299574346,-0.8075893573286347,31.009909000000004,-29.861825,"('Johannesburg', ('Durban', 'Durban', 'South Africa'))",119,"('Durban', 'Durban', 'South Africa')",South Africa,Durban,Durban,"('Durban', 'Durban', 'South Africa')",Urban Town,Urban,Town,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0
240,240,Johannesburg,"('Harare', 'Harare', 'Zimbabwe')",4,0.01,0.0,28.04978,-26.180942,"('Johannesburg', ('Harare', 'Harare', 'Zimbabwe'))",120,Johannesburg,Zimbabwe,Harare,Harare,"('Harare', 'Harare', 'Zimbabwe')",Urban Town,Urban,Town,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,2.0
241,241,Johannesburg,"('Harare', 'Harare', 'Zimbabwe')",4,884.002749883642,1.1634373897129693,31.045686,-17.831773000000002,"('Johannesburg', ('Harare', 'Harare', 'Zimbabwe'))",120,"('Harare', 'Harare', 'Zimbabwe')",Zimbabwe,Harare,Harare,"('Harare', 'Harare', 'Zimbabwe')",Urban Town,Urban,Town,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,2.0
242,242,Johannesburg,"('Kinshasa', 'Kinshasa', 'Democratic Republic of the Congo')",4,0.01,0.0,28.04978,-26.180942,"('Johannesburg', ('Kinshasa', 'Kinshasa', 'Democratic Republic of the Congo'))",121,Johannesburg,Democratic Republic of the Congo,Kinshasa,Kinshasa,"('Kinshasa', 'Kinshasa', 'Democratic Republic of the Congo')",Urban Village,Urban,Village,6,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,6.0
243,243,Johannesburg,"('Kinshasa', 'Kinshasa', 'Democratic Republic of the Congo')",4,2658.708601496401,2.0502893894228187,15.3125974,-4.3217055,"('Johannesburg', ('Kinshasa', 'Kinshasa', 'Democratic Republic of the Congo'))",121,"('Kinshasa', 'Kinshasa', 'Democratic Republic of the Congo')",Democratic Republic of the Congo,Kinshasa,Kinshasa,"('Kinshasa', 'Kinshasa', 'Democratic Republic of the Congo')",Urban Village,Urban,Village,6,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,6.0
