Unnamed: 0.1,Unnamed: 0,city_8,location,num_moves,dist,azimuth,lat,lon,location_pair,level,location_pair_id,locations,country,loc2,loc1,URUN,ID,neighborhood_9
209,209,Nairobi,"('Masii', 'Masii', 'Kenya')",1,76.48025825573772,-0.0750909634727987,37.43919,-1.4608,"('Nairobi', ('Masii', 'Masii', 'Kenya'))",1,104,"('Masii', 'Masii', 'Kenya')",Kenya,Masii,Masii,Non-Urban,1,Ongata Rongai
210,210,Nairobi,"('Mathare', 'Kiambu', 'Kenya')",1,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Mathare', 'Kiambu', 'Kenya'))",1,105,Nairobi,Kenya,Kiambu,Mathare,Urban,1,Kayole
211,211,Nairobi,"('Mathare', 'Kiambu', 'Kenya')",1,7.09005965850697,3.126070727730142,36.853064670201896,-1.26475025,"('Nairobi', ('Mathare', 'Kiambu', 'Kenya'))",1,105,"('Mathare', 'Kiambu', 'Kenya')",Kenya,Kiambu,Mathare,Urban,1,Kayole
212,212,Nairobi,"('Matopeni', 'Nairobi', 'Kenya')",1,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Matopeni', 'Nairobi', 'Kenya'))",1,106,Nairobi,Kenya,Nairobi,Matopeni,Urban,7,Kayole
213,213,Nairobi,"('Matopeni', 'Nairobi', 'Kenya')",1,316.2987745001163,2.7179207529677467,34.30972070000001,0.14625,"('Nairobi', ('Matopeni', 'Nairobi', 'Kenya'))",1,106,"('Matopeni', 'Nairobi', 'Kenya')",Kenya,Nairobi,Matopeni,Urban,7,Kayole
214,214,Nairobi,"('Maua', 'Maua', 'Kenya')",1,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Maua', 'Maua', 'Kenya'))",1,107,Nairobi,Kenya,Maua,Maua,Urban,1,Ongata Rongai
215,215,Nairobi,"('Maua', 'Maua', 'Kenya')",1,195.31576347541227,0.8227357024365175,37.938023,0.232643,"('Nairobi', ('Maua', 'Maua', 'Kenya'))",1,107,"('Maua', 'Maua', 'Kenya')",Kenya,Maua,Maua,Urban,1,Ongata Rongai
216,216,Nairobi,"('Mekanisa', 'Oromia', 'Ethiopia')",1,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Mekanisa', 'Oromia', 'Ethiopia'))",1,108,Nairobi,Ethiopia,Oromia,Mekanisa,Urban,1,Kawangware
217,217,Nairobi,"('Mekanisa', 'Oromia', 'Ethiopia')",1,929.224916731248,1.2780886939913814,38.7305307,8.971913699999998,"('Nairobi', ('Mekanisa', 'Oromia', 'Ethiopia'))",1,108,"('Mekanisa', 'Oromia', 'Ethiopia')",Ethiopia,Oromia,Mekanisa,Urban,1,Kawangware
218,218,Nairobi,"('Mlolongo', 'Nairobi', 'Kenya')",1,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Mlolongo', 'Nairobi', 'Kenya'))",1,109,Nairobi,Kenya,Nairobi,Mlolongo,Urban,1,Ongata Rongai
219,219,Nairobi,"('Mlolongo', 'Nairobi', 'Kenya')",1,21.235228642176864,0.0055224996315828,36.9433595,-1.3946515,"('Nairobi', ('Mlolongo', 'Nairobi', 'Kenya'))",1,109,"('Mlolongo', 'Nairobi', 'Kenya')",Kenya,Nairobi,Mlolongo,Urban,1,Ongata Rongai
220,220,Nairobi,"('Moi Barracks', 'Eldoret', 'Kenya')",1,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Moi Barracks', 'Eldoret', 'Kenya'))",1,110,Nairobi,Kenya,Eldoret,Moi Barracks,Urban,1,Ongata Rongai
221,221,Nairobi,"('Moi Barracks', 'Eldoret', 'Kenya')",1,238.34521548563407,2.3212654856077237,35.271548100000004,0.5198329,"('Nairobi', ('Moi Barracks', 'Eldoret', 'Kenya'))",1,110,"('Moi Barracks', 'Eldoret', 'Kenya')",Kenya,Eldoret,Moi Barracks,Urban,1,Ongata Rongai
222,222,Nairobi,"('Mombasa', 'Mombasa', 'Kenya')",1,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Mombasa', 'Mombasa', 'Kenya'))",1,111,Nairobi,Kenya,Mombasa,Mombasa,Urban,47,Kawangware
223,223,Nairobi,"('Mombasa', 'Mombasa', 'Kenya')",1,390.5120426469487,-0.6585693642225003,39.667169,-4.05052,"('Nairobi', ('Mombasa', 'Mombasa', 'Kenya'))",1,111,"('Mombasa', 'Mombasa', 'Kenya')",Kenya,Mombasa,Mombasa,Urban,47,Kawangware
224,224,Nairobi,"('Moyale', 'Moyale', 'Ethiopia')",1,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Moyale', 'Moyale', 'Ethiopia'))",1,112,Nairobi,Ethiopia,Moyale,Moyale,Urban,1,Kawangware
225,225,Nairobi,"('Moyale', 'Moyale', 'Ethiopia')",1,493.4157636106773,1.0017591078392984,39.0512683,3.5241898000000003,"('Nairobi', ('Moyale', 'Moyale', 'Ethiopia'))",1,112,"('Moyale', 'Moyale', 'Ethiopia')",Ethiopia,Moyale,Moyale,Urban,1,Kawangware
226,226,Nairobi,"('Muranga', 'Muranga', 'Kenya')",1,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Muranga', 'Muranga', 'Kenya'))",1,113,Nairobi,Kenya,Muranga,Muranga,Urban,8,Kawangware
227,227,Nairobi,"('Muranga', 'Muranga', 'Kenya')",1,66.86698308601385,0.8286505396261742,37.15758579999999,-0.7236564,"('Nairobi', ('Muranga', 'Muranga', 'Kenya'))",1,113,"('Muranga', 'Muranga', 'Kenya')",Kenya,Muranga,Muranga,Urban,8,Kawangware
228,228,Nairobi,"('Muscat', 'Muscat', 'Oman')",1,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Muscat', 'Muscat', 'Oman'))",1,114,Nairobi,Oman,Muscat,Muscat,Unclassified,1,Kawangware
229,229,Nairobi,"('Muscat', 'Muscat', 'Oman')",1,3010.4081748585963,0.5075211549400773,58.3829448,23.5882019,"('Nairobi', ('Muscat', 'Muscat', 'Oman'))",1,114,"('Muscat', 'Muscat', 'Oman')",Oman,Muscat,Muscat,Unclassified,1,Kawangware
230,230,Nairobi,"('Mwanza', 'Busukuma', 'Tanzania')",1,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Mwanza', 'Busukuma', 'Tanzania'))",1,115,Nairobi,Tanzania,Busukuma,Mwanza,Urban,1,Kawangware
231,231,Nairobi,"('Mwanza', 'Busukuma', 'Tanzania')",1,441.9533361233236,-2.875518741696839,32.9014417,-2.5196915,"('Nairobi', ('Mwanza', 'Busukuma', 'Tanzania'))",1,115,"('Mwanza', 'Busukuma', 'Tanzania')",Tanzania,Busukuma,Mwanza,Urban,1,Kawangware
232,232,Nairobi,"('Naivasha', 'Naivasha', 'Kenya')",1,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Naivasha', 'Naivasha', 'Kenya'))",1,116,Nairobi,Kenya,Naivasha,Naivasha,Urban,8,Ongata Rongai
233,233,Nairobi,"('Naivasha', 'Naivasha', 'Kenya')",1,69.5725848363709,2.0904277531612805,36.4387834,-0.7224425,"('Nairobi', ('Naivasha', 'Naivasha', 'Kenya'))",1,116,"('Naivasha', 'Naivasha', 'Kenya')",Kenya,Naivasha,Naivasha,Urban,8,Ongata Rongai
234,234,Nairobi,"('Ndumberi', 'Kiambu', 'Kenya')",1,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Ndumberi', 'Kiambu', 'Kenya'))",1,117,Nairobi,Kenya,Kiambu,Ndumberi,Urban,1,Kayole
235,235,Nairobi,"('Ndumberi', 'Kiambu', 'Kenya')",1,15.995178936045368,2.4535662015583104,36.805548,-1.1521629999999998,"('Nairobi', ('Ndumberi', 'Kiambu', 'Kenya'))",1,117,"('Ndumberi', 'Kiambu', 'Kenya')",Kenya,Kiambu,Ndumberi,Urban,1,Kayole
236,236,Nairobi,"('Ngando', 'Nairobi', 'Kenya')",1,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Ngando', 'Nairobi', 'Kenya'))",1,118,Nairobi,Kenya,Nairobi,Ngando,Urban,2,Kawangware
237,237,Nairobi,"('Ngando', 'Nairobi', 'Kenya')",1,2.179013467669133,-1.7649851462276307,36.7478515092149,-1.30240425,"('Nairobi', ('Ngando', 'Nairobi', 'Kenya'))",1,118,"('Ngando', 'Nairobi', 'Kenya')",Kenya,Nairobi,Ngando,Urban,2,Kawangware
238,238,Nairobi,"('Ngong', 'Nairobi', 'Kenya')",1,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Ngong', 'Nairobi', 'Kenya'))",1,119,Nairobi,Kenya,Nairobi,Ngong,Urban,28,Ongata Rongai
239,239,Nairobi,"('Ngong', 'Nairobi', 'Kenya')",1,11.62052832655787,2.913641782275303,36.65,-1.3666,"('Nairobi', ('Ngong', 'Nairobi', 'Kenya'))",1,119,"('Ngong', 'Nairobi', 'Kenya')",Kenya,Nairobi,Ngong,Urban,28,Ongata Rongai
240,240,Nairobi,"('Ngozi', 'Ngozi', 'Burundi')",1,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Ngozi', 'Ngozi', 'Burundi'))",1,120,Nairobi,Burundi,Ngozi,Ngozi,Urban,3,Kayole
241,241,Nairobi,"('Ngozi', 'Ngozi', 'Burundi')",1,788.0062771337772,-2.941792323640507,29.9422406,-2.8820728,"('Nairobi', ('Ngozi', 'Ngozi', 'Burundi'))",1,120,"('Ngozi', 'Ngozi', 'Burundi')",Burundi,Ngozi,Ngozi,Urban,3,Kayole
242,242,Nairobi,"('Nyamasaria', 'Kisumu', 'Kenya')",1,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Nyamasaria', 'Kisumu', 'Kenya'))",1,121,Nairobi,Kenya,Kisumu,Nyamasaria,Urban,1,Kayole
243,243,Nairobi,"('Nyamasaria', 'Kisumu', 'Kenya')",1,258.10593041020763,2.721753874492329,34.78715220000001,-0.1167143,"('Nairobi', ('Nyamasaria', 'Kisumu', 'Kenya'))",1,121,"('Nyamasaria', 'Kisumu', 'Kenya')",Kenya,Kisumu,Nyamasaria,Urban,1,Kayole
244,244,Nairobi,"('Nyawita', 'Kisumu', 'Kenya')",1,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Nyawita', 'Kisumu', 'Kenya'))",1,122,Nairobi,Kenya,Kisumu,Nyawita,Urban,1,Kayole
245,245,Nairobi,"('Nyawita', 'Kisumu', 'Kenya')",1,260.3648148389514,2.8914343316084565,34.6413034,-0.5631529000000001,"('Nairobi', ('Nyawita', 'Kisumu', 'Kenya'))",1,122,"('Nyawita', 'Kisumu', 'Kenya')",Kenya,Kisumu,Nyawita,Urban,1,Kayole
246,246,Nairobi,"('Ogembo', 'Ogembo', 'Kenya')",1,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Ogembo', 'Ogembo', 'Kenya'))",1,123,Nairobi,Kenya,Ogembo,Ogembo,Urban,1,Kayole
247,247,Nairobi,"('Ogembo', 'Ogembo', 'Kenya')",1,246.8298632263189,2.9675979675261903,34.725029,-0.799565,"('Nairobi', ('Ogembo', 'Ogembo', 'Kenya'))",1,123,"('Ogembo', 'Ogembo', 'Kenya')",Kenya,Ogembo,Ogembo,Urban,1,Kayole
248,248,Nairobi,"('Ol Kalou', 'Ol Kalou', 'Kenya')",1,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Ol Kalou', 'Ol Kalou', 'Kenya'))",1,124,Nairobi,Kenya,Ol Kalou,Ol Kalou,Non-Urban,3,Ongata Rongai
249,249,Nairobi,"('Ol Kalou', 'Ol Kalou', 'Kenya')",1,109.22306162072488,1.9546278962382144,36.378065,-0.2672966,"('Nairobi', ('Ol Kalou', 'Ol Kalou', 'Kenya'))",1,124,"('Ol Kalou', 'Ol Kalou', 'Kenya')",Kenya,Ol Kalou,Ol Kalou,Non-Urban,3,Ongata Rongai
250,250,Nairobi,"('Ongata Rongai', 'Nairobi', 'Kenya')",1,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Ongata Rongai', 'Nairobi', 'Kenya'))",1,125,Nairobi,Kenya,Nairobi,Ongata Rongai,Urban,384,Ongata Rongai
251,251,Nairobi,"('Ongata Rongai', 'Nairobi', 'Kenya')",1,0.01,3.141592653589793,36.752010600000006,-1.395968,"('Nairobi', ('Ongata Rongai', 'Nairobi', 'Kenya'))",1,125,"('Ongata Rongai', 'Nairobi', 'Kenya')",Kenya,Nairobi,Ongata Rongai,Urban,384,Ongata Rongai
252,252,Nairobi,"('Rafiki', ""Mkang'ombe"", 'Kenya')",1,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Rafiki', ""Mkang'ombe"", 'Kenya'))",1,126,Nairobi,Kenya,Mkang'ombe,Rafiki,Unclassified,1,Ongata Rongai
253,253,Nairobi,"('Rafiki', ""Mkang'ombe"", 'Kenya')",1,12.916017205780795,0.8901349376387202,36.8252013,-1.2834559,"('Nairobi', ('Rafiki', ""Mkang'ombe"", 'Kenya'))",1,126,"('Rafiki', ""Mkang'ombe"", 'Kenya')",Kenya,Mkang'ombe,Rafiki,Unclassified,1,Ongata Rongai
254,254,Nairobi,"('Siaya Town', 'Siaya Town', 'Kenya')",1,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Siaya Town', 'Siaya Town', 'Kenya'))",1,127,Nairobi,Kenya,Siaya Town,Siaya Town,Urban,1,Ongata Rongai
255,255,Nairobi,"('Siaya Town', 'Siaya Town', 'Kenya')",1,303.7894522398073,2.684433124032429,34.2861,0.06,"('Nairobi', ('Siaya Town', 'Siaya Town', 'Kenya'))",1,127,"('Siaya Town', 'Siaya Town', 'Kenya')",Kenya,Siaya Town,Siaya Town,Urban,1,Ongata Rongai
256,256,Nairobi,"('Sondu', 'Sondu', 'Kenya')",1,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Sondu', 'Sondu', 'Kenya'))",1,128,Nairobi,Kenya,Sondu,Sondu,Urban,1,Kawangware
257,257,Nairobi,"('Sondu', 'Sondu', 'Kenya')",1,194.87047730323383,2.749540064257177,35.125814,-0.4616812,"('Nairobi', ('Sondu', 'Sondu', 'Kenya'))",1,128,"('Sondu', 'Sondu', 'Kenya')",Kenya,Sondu,Sondu,Urban,1,Kawangware
258,258,Nairobi,"('Taita Taveta', 'Taita Taveta', 'Kenya')",1,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Taita Taveta', 'Taita Taveta', 'Kenya'))",1,129,Nairobi,Kenya,Taita Taveta,Taita Taveta,Urban,1,Kayole
259,259,Nairobi,"('Taita Taveta', 'Taita Taveta', 'Kenya')",1,248.93005150577636,-0.8563757399811536,38.36706762808966,-3.4178355,"('Nairobi', ('Taita Taveta', 'Taita Taveta', 'Kenya'))",1,129,"('Taita Taveta', 'Taita Taveta', 'Kenya')",Kenya,Taita Taveta,Taita Taveta,Urban,1,Kayole
260,260,Nairobi,"('Udhiru', 'Nairobi', 'Kenya')",1,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Udhiru', 'Nairobi', 'Kenya'))",1,130,Nairobi,Kenya,Nairobi,Udhiru,Urban,1,Kawangware
261,261,Nairobi,"('Udhiru', 'Nairobi', 'Kenya')",1,7.292625401689183,-0.0586410413053811,36.8172449,-1.2832533000000002,"('Nairobi', ('Udhiru', 'Nairobi', 'Kenya'))",1,130,"('Udhiru', 'Nairobi', 'Kenya')",Kenya,Nairobi,Udhiru,Urban,1,Kawangware
262,262,Nairobi,"('Villa', 'Villa', 'Democratic Republic of the Congo')",1,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Villa', 'Villa', 'Democratic Republic of the Congo'))",1,131,Nairobi,Democratic Republic of the Congo,Villa,Villa,Non-Urban,1,Kayole
263,263,Nairobi,"('Villa', 'Villa', 'Democratic Republic of the Congo')",1,1082.4146819067175,-2.7557627233308155,27.7999999,-5.383333,"('Nairobi', ('Villa', 'Villa', 'Democratic Republic of the Congo'))",1,131,"('Villa', 'Villa', 'Democratic Republic of the Congo')",Democratic Republic of the Congo,Villa,Villa,Non-Urban,1,Kayole
264,264,Nairobi,"('Westlands', 'Nairobi', 'Kenya')",1,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Westlands', 'Nairobi', 'Kenya'))",1,132,Nairobi,Kenya,Nairobi,Westlands,Urban,13,Kawangware
265,265,Nairobi,"('Westlands', 'Nairobi', 'Kenya')",1,5.722342938947167,0.2159036674984481,36.80201,-1.2647263000000002,"('Nairobi', ('Westlands', 'Nairobi', 'Kenya'))",1,132,"('Westlands', 'Nairobi', 'Kenya')",Kenya,Nairobi,Westlands,Urban,13,Kawangware
266,266,Nairobi,"('Yala', 'Luanda', 'Kenya')",1,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Yala', 'Luanda', 'Kenya'))",1,133,Nairobi,Kenya,Luanda,Yala,Urban,1,Ongata Rongai
267,267,Nairobi,"('Yala', 'Luanda', 'Kenya')",1,270.4102919163515,2.585547766905647,34.671732899999995,0.1610837,"('Nairobi', ('Yala', 'Luanda', 'Kenya'))",1,133,"('Yala', 'Luanda', 'Kenya')",Kenya,Luanda,Yala,Urban,1,Ongata Rongai
268,268,Nairobi,"('nan', 'Block', 'Kenya')",1,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('nan', 'Block', 'Kenya'))",1,134,Nairobi,Kenya,Block,,Non-Urban,1,Kayole
269,269,Nairobi,"('nan', 'Block', 'Kenya')",1,384.4201514602824,-0.6392756737203481,39.66668252461726,-3.9381813,"('Nairobi', ('nan', 'Block', 'Kenya'))",1,134,"('nan', 'Block', 'Kenya')",Kenya,Block,,Non-Urban,1,Kayole
270,270,Nairobi,"('nan', 'Bududa', 'Uganda')",1,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('nan', 'Bududa', 'Uganda'))",1,135,Nairobi,Uganda,Bududa,,Urban,1,Kawangware
271,271,Nairobi,"('nan', 'Bududa', 'Uganda')",1,335.2293702430809,2.451463664544784,34.39875494391064,1.0421170000000002,"('Nairobi', ('nan', 'Bududa', 'Uganda'))",1,135,"('nan', 'Bududa', 'Uganda')",Uganda,Bududa,,Urban,1,Kawangware
272,272,Nairobi,"('nan', 'Congo', 'Republic of the Congo')",1,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('nan', 'Congo', 'Republic of the Congo'))",1,136,Nairobi,Republic of the Congo,Congo,,Non-Urban,1,Kayole
273,273,Nairobi,"('nan', 'Congo', 'Republic of the Congo')",1,2357.8787187337275,3.116484416970034,15.6419155,-0.7264326999999999,"('Nairobi', ('nan', 'Congo', 'Republic of the Congo'))",1,136,"('nan', 'Congo', 'Republic of the Congo')",Republic of the Congo,Congo,,Non-Urban,1,Kayole
274,274,Nairobi,"('nan', 'Irundu', 'Democratic Republic of the Congo')",1,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('nan', 'Irundu', 'Democratic Republic of the Congo'))",1,137,Nairobi,Democratic Republic of the Congo,Irundu,,Non-Urban,1,Ongata Rongai
275,275,Nairobi,"('nan', 'Irundu', 'Democratic Republic of the Congo')",1,918.2375243606256,-2.870367937700352,28.7476099,-3.9066899,"('Nairobi', ('nan', 'Irundu', 'Democratic Republic of the Congo'))",1,137,"('nan', 'Irundu', 'Democratic Republic of the Congo')",Democratic Republic of the Congo,Irundu,,Non-Urban,1,Ongata Rongai
276,276,Nairobi,"('nan', 'Kakenge', 'Democratic Republic of the Congo')",1,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('nan', 'Kakenge', 'Democratic Republic of the Congo'))",1,138,Nairobi,Democratic Republic of the Congo,Kakenge,,Non-Urban,1,Ongata Rongai
277,277,Nairobi,"('nan', 'Kakenge', 'Democratic Republic of the Congo')",1,1678.8564999209989,-2.923801724071799,21.9112906,-4.868343299999999,"('Nairobi', ('nan', 'Kakenge', 'Democratic Republic of the Congo'))",1,138,"('nan', 'Kakenge', 'Democratic Republic of the Congo')",Democratic Republic of the Congo,Kakenge,,Non-Urban,1,Ongata Rongai
278,278,Nairobi,"('nan', 'Kasule', 'Kenya')",1,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('nan', 'Kasule', 'Kenya'))",1,139,Nairobi,Kenya,Kasule,,Urban,1,Kayole
279,279,Nairobi,"('nan', 'Kasule', 'Kenya')",1,259.0196900858691,2.710519661463709,34.7901289,-0.0836476,"('Nairobi', ('nan', 'Kasule', 'Kenya'))",1,139,"('nan', 'Kasule', 'Kenya')",Kenya,Kasule,,Urban,1,Kayole
280,280,Nairobi,"('nan', 'Minembwe', 'Democratic Republic of the Congo')",1,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('nan', 'Minembwe', 'Democratic Republic of the Congo'))",1,140,Nairobi,Democratic Republic of the Congo,Minembwe,,Non-Urban,2,Kayole
281,281,Nairobi,"('nan', 'Minembwe', 'Democratic Republic of the Congo')",1,941.5691652102628,-2.860121255597132,28.7300599,-3.9344201,"('Nairobi', ('nan', 'Minembwe', 'Democratic Republic of the Congo'))",1,140,"('nan', 'Minembwe', 'Democratic Republic of the Congo')",Democratic Republic of the Congo,Minembwe,,Non-Urban,2,Kayole
282,282,Nairobi,"('nan', 'Nyandarua', 'Kenya')",1,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('nan', 'Nyandarua', 'Kenya'))",1,141,Nairobi,Kenya,Nyandarua,,Non-Urban,1,Ongata Rongai
283,283,Nairobi,"('nan', 'Nyandarua', 'Kenya')",1,94.1671460663418,1.869841507657202,36.49776838093413,-0.39155345,"('Nairobi', ('nan', 'Nyandarua', 'Kenya'))",1,141,"('nan', 'Nyandarua', 'Kenya')",Kenya,Nyandarua,,Non-Urban,1,Ongata Rongai
284,284,Johannesburg,"('Johannesburg', 'Johannesburg', 'South Africa')",13,0.01,0.0,28.04978,-26.180942,"('Johannesburg', ('Johannesburg', 'Johannesburg', 'South Africa'))",1,142,Johannesburg,South Africa,Johannesburg,Johannesburg,Urban,209,Berea
285,285,Johannesburg,"('Johannesburg', 'Johannesburg', 'South Africa')",13,27.29522374586636,-1.4101209171402702,28.049722,-26.205,"('Johannesburg', ('Johannesburg', 'Johannesburg', 'South Africa'))",1,142,"('Johannesburg', 'Johannesburg', 'South Africa')",South Africa,Johannesburg,Johannesburg,Urban,209,Berea
286,286,Johannesburg,"('Thohoyandou', 'Thohoyandou', 'South Africa')",6,0.01,0.0,28.04978,-26.180942,"('Johannesburg', ('Thohoyandou', 'Thohoyandou', 'South Africa'))",1,143,Johannesburg,South Africa,Thohoyandou,Thohoyandou,Urban,24,Katlehong 
287,287,Johannesburg,"('Thohoyandou', 'Thohoyandou', 'South Africa')",6,395.7924487494866,0.8026271680334368,30.4596582,-22.9676429,"('Johannesburg', ('Thohoyandou', 'Thohoyandou', 'South Africa'))",1,143,"('Thohoyandou', 'Thohoyandou', 'South Africa')",South Africa,Thohoyandou,Thohoyandou,Urban,24,Katlehong 
288,288,Johannesburg,"('Bulawayo', 'Bulawayo', 'Zimbabwe')",5,0.01,0.0,28.04978,-26.180942,"('Johannesburg', ('Bulawayo', 'Bulawayo', 'Zimbabwe'))",1,144,Johannesburg,Zimbabwe,Bulawayo,Bulawayo,Urban,116,Berea
289,289,Johannesburg,"('Bulawayo', 'Bulawayo', 'Zimbabwe')",5,570.003710098564,1.4343560163887097,28.5887063,-20.1560599,"('Johannesburg', ('Bulawayo', 'Bulawayo', 'Zimbabwe'))",1,144,"('Bulawayo', 'Bulawayo', 'Zimbabwe')",Zimbabwe,Bulawayo,Bulawayo,Urban,116,Berea
290,290,Johannesburg,"('Durban', 'Durban', 'South Africa')",5,0.01,0.0,28.04978,-26.180942,"('Johannesburg', ('Durban', 'Durban', 'South Africa'))",1,145,Johannesburg,South Africa,Durban,Durban,Urban,51,Katlehong 
291,291,Johannesburg,"('Durban', 'Durban', 'South Africa')",5,465.7122299574346,-0.8075893573286347,31.009909000000004,-29.861825,"('Johannesburg', ('Durban', 'Durban', 'South Africa'))",1,145,"('Durban', 'Durban', 'South Africa')",South Africa,Durban,Durban,Urban,51,Katlehong 
292,292,Johannesburg,"('Hillbrow', 'Johannesburg', 'South Africa')",5,0.01,0.0,28.04978,-26.180942,"('Johannesburg', ('Hillbrow', 'Johannesburg', 'South Africa'))",1,146,Johannesburg,South Africa,Johannesburg,Hillbrow,Urban,23,Berea
293,293,Johannesburg,"('Hillbrow', 'Johannesburg', 'South Africa')",5,18.67163689361014,2.22625349226423,28.0483333,-26.1880556,"('Johannesburg', ('Hillbrow', 'Johannesburg', 'South Africa'))",1,146,"('Hillbrow', 'Johannesburg', 'South Africa')",South Africa,Johannesburg,Hillbrow,Urban,23,Berea
294,294,Johannesburg,"('Maputo', 'Maputo', 'Mozambique')",5,0.01,0.0,28.04978,-26.180942,"('Johannesburg', ('Maputo', 'Maputo', 'Mozambique'))",1,147,Johannesburg,Mozambique,Maputo,Maputo,Urban,69,Katlehong 
295,295,Johannesburg,"('Maputo', 'Maputo', 'Mozambique')",5,490.8959287763992,0.0713690219412078,32.56745,-25.966213,"('Johannesburg', ('Maputo', 'Maputo', 'Mozambique'))",1,147,"('Maputo', 'Maputo', 'Mozambique')",Mozambique,Maputo,Maputo,Urban,69,Katlehong 
296,296,Johannesburg,"('Tembisa', 'Pretoria', 'South Africa')",4,0.01,0.0,28.04978,-26.180942,"('Johannesburg', ('Tembisa', 'Pretoria', 'South Africa'))",1,148,Johannesburg,South Africa,Pretoria,Tembisa,Urban,10,Diepsloot
297,297,Johannesburg,"('Tembisa', 'Pretoria', 'South Africa')",4,22.972245114557207,-0.4004977562629832,28.2014478,-26.0221753,"('Johannesburg', ('Tembisa', 'Pretoria', 'South Africa'))",1,148,"('Tembisa', 'Pretoria', 'South Africa')",South Africa,Pretoria,Tembisa,Urban,10,Diepsloot
298,298,Johannesburg,"('Yeoville', 'Johannesburg', 'South Africa')",4,0.01,0.0,28.04978,-26.180942,"('Johannesburg', ('Yeoville', 'Johannesburg', 'South Africa'))",1,149,Johannesburg,South Africa,Johannesburg,Yeoville,Urban,15,Berea
299,299,Johannesburg,"('Yeoville', 'Johannesburg', 'South Africa')",4,1.211691162528875,-0.1356335270836944,28.0641667,-26.1838889,"('Johannesburg', ('Yeoville', 'Johannesburg', 'South Africa'))",1,149,"('Yeoville', 'Johannesburg', 'South Africa')",South Africa,Johannesburg,Yeoville,Urban,15,Berea
300,300,Johannesburg,"('Kinshasa', 'Kinshasa', 'Democratic Republic of the Congo')",3,0.01,0.0,28.04978,-26.180942,"('Johannesburg', ('Kinshasa', 'Kinshasa', 'Democratic Republic of the Congo'))",1,150,Johannesburg,Democratic Republic of the Congo,Kinshasa,Kinshasa,Urban,53,Kawangware
301,301,Johannesburg,"('Kinshasa', 'Kinshasa', 'Democratic Republic of the Congo')",3,2658.708601496401,2.0502893894228187,15.3125974,-4.3217055,"('Johannesburg', ('Kinshasa', 'Kinshasa', 'Democratic Republic of the Congo'))",1,150,"('Kinshasa', 'Kinshasa', 'Democratic Republic of the Congo')",Democratic Republic of the Congo,Kinshasa,Kinshasa,Urban,53,Kawangware
302,302,Johannesburg,"('Polokwane', 'Polokwane', 'South Africa')",3,0.01,0.0,28.04978,-26.180942,"('Johannesburg', ('Polokwane', 'Polokwane', 'South Africa'))",1,151,Johannesburg,South Africa,Polokwane,Polokwane,Urban,17,Katlehong 
303,303,Johannesburg,"('Polokwane', 'Polokwane', 'South Africa')",3,254.92029542832947,0.8798581122642302,29.4613889,-23.9058333,"('Johannesburg', ('Polokwane', 'Polokwane', 'South Africa'))",1,151,"('Polokwane', 'Polokwane', 'South Africa')",South Africa,Polokwane,Polokwane,Urban,17,Katlehong 
304,304,Johannesburg,"('Pretoria', 'Pretoria', 'South Africa')",3,0.01,0.0,28.04978,-26.180942,"('Johannesburg', ('Pretoria', 'Pretoria', 'South Africa'))",1,152,Johannesburg,South Africa,Pretoria,Pretoria,Urban,45,Katlehong 
