ID,originColor,9_lat,9_lon,9_location,100_lat,100_lon,100_location,202_lat,202_lon,202_location,202.1_lat,202.1_lon,202.1_location,202.2_lat,202.2_lon,202.2_location,202.3_lat,202.3_lon,202.3_location,202.4_lat,202.4_lon,202.4_location,206_lat,206_lon,206_location,211_lat,211_lon,211_location,214_lat,214_lon,214_location,215_lat,215_lon,215_location,nummoves200,moveCount,totalDist
278269,South Sudan,36.751643,-1.2784631,"('Kawangware', 'Nairobi', 'Kenya')",28.0984675,8.5344438,"('nan', 'Qaqriyal', 'South Sudan')",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,34.825154,3.753338,"('Kakuma', 'Turkana', 'Kenya')",0,2,1376.182072
278270,Kenya,36.751643,-1.2784631,"('Kawangware', 'Nairobi', 'Kenya')",34.8015489,0.4957104,"('Kakamega', 'Kakamega', 'Kenya')",36.9009272,-1.2912763,"('Donholm', 'Nairobi', 'Kenya')",36.7049676,-1.3283746,"('Karen', 'Nairobi', 'Kenya')",36.95907,-1.474564,"('Kitengela', 'Nairobi', 'Kenya')",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,36.7049676,-1.3283746,"('Karen', 'Nairobi', 'Kenya')",36.751643,-1.2784631,"('Kawangware', 'Nairobi', 'Kenya')",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3,6,312.4682602
278276,Kenya,36.751643,-1.2784631,"('Kawangware', 'Nairobi', 'Kenya')",37.278584,-0.49633,"('Kerugoya', 'Kerugoya', 'Kenya')",37.074632,0.01403,"('Nanyuki', 'Rumuruti', 'Kenya')",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,36.6849829,-1.2896931,"('Dagoretti', 'Nairobi', 'Kenya')",36.751643,-1.2784631,"('Kawangware', 'Nairobi', 'Kenya')",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2,4,181.8520441
278279,Kenya,36.751643,-1.2784631,"('Kawangware', 'Nairobi', 'Kenya')",35.000236,1.018076,"('Kitale', 'Kitale', 'Kenya')",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2,1,284.1322074
278295,Kenya,36.751643,-1.2784631,"('Kawangware', 'Nairobi', 'Kenya')",36.8172449,-1.2832533,"('Nairobi', 'Nairobi', 'Kenya')",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3,1,7.307061525
278300,Burundi,36.751643,-1.2784631,"('Kawangware', 'Nairobi', 'Kenya')",29.3675028,-3.3638125,"('Bujumbura', 'Bujumbura', 'Burundi')",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2,1,843.6933553
278309,Burundi,36.751643,-1.2784631,"('Kawangware', 'Nairobi', 'Kenya')",29.3675028,-3.3638125,"('Bujumbura', 'Bujumbura', 'Burundi')",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,1,843.6933553
278313,Sudan,36.751643,-1.2784631,"('Kawangware', 'Nairobi', 'Kenya')",32.567664,15.579633,"('Al Riyadh', 'Al Riyadh', 'Sudan')",36.751643,-1.2784631,"('Kawangware', 'Nairobi', 'Kenya')",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,2,1608.016522
278314,Uganda,36.751643,-1.2784631,"('Kawangware', 'Nairobi', 'Kenya')",32.5813539,0.3177137,"('Kampala', 'Kampala', 'Uganda')",36.751643,-1.2784631,"('Kawangware', 'Nairobi', 'Kenya')",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2,2,486.1255245
278318,Kenya,36.751643,-1.2784631,"('Kawangware', 'Nairobi', 'Kenya')",34.2964709,0.1811616,"('Ugunja', 'Ugunja', 'Kenya')",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4,1,303.2690822
