,Unnamed: 0,city_8,location,num_moves,dist,azimuth,lat,lon,location_pair,location_pair_id,locations,country,loc2,loc1,URUN,ID
0,0,Nairobi,"('Kisii', 'Kisii', 'Kenya')",15,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Kisii', 'Kisii', 'Kenya'))",0,Nairobi,Kenya,Kisii,Kisii,Urban,45
1,1,Nairobi,"('Kisii', 'Kisii', 'Kenya')",15,226.9554167277812,2.9221338783085686,34.75398551201732,-0.73894255,"('Nairobi', ('Kisii', 'Kisii', 'Kenya'))",0,"('Kisii', 'Kisii', 'Kenya')",Kenya,Kisii,Kisii,Urban,45
2,2,Nairobi,"('Kisumu', 'Kisumu', 'Kenya')",13,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Kisumu', 'Kisumu', 'Kenya'))",1,Nairobi,Kenya,Kisumu,Kisumu,Urban,75
3,3,Nairobi,"('Kisumu', 'Kisumu', 'Kenya')",13,245.8051419309156,2.6882632231563743,34.7541761,-0.1029108999999999,"('Nairobi', ('Kisumu', 'Kisumu', 'Kenya'))",1,"('Kisumu', 'Kisumu', 'Kenya')",Kenya,Kisumu,Kisumu,Urban,75
4,4,Nairobi,"('Machakos', 'Machakos', 'Kenya')",10,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Machakos', 'Machakos', 'Kenya'))",2,Nairobi,Kenya,Machakos,Machakos,Urban,33
5,5,Nairobi,"('Machakos', 'Machakos', 'Kenya')",10,71.4290855789395,-0.0006713596871269,37.39526976452546,-1.27900465,"('Nairobi', ('Machakos', 'Machakos', 'Kenya'))",2,"('Machakos', 'Machakos', 'Kenya')",Kenya,Machakos,Machakos,Urban,33
6,6,Nairobi,"('Uvira', 'Uvira', 'Democratic Republic of the Congo')",8,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Uvira', 'Uvira', 'Democratic Republic of the Congo'))",3,Nairobi,Democratic Republic of the Congo,Uvira,Uvira,Non-Urban,27
7,7,Nairobi,"('Uvira', 'Uvira', 'Democratic Republic of the Congo')",8,895.5754022189934,-2.929126818887537,29.00714088737295,-3.1982504,"('Nairobi', ('Uvira', 'Uvira', 'Democratic Republic of the Congo'))",3,"('Uvira', 'Uvira', 'Democratic Republic of the Congo')",Democratic Republic of the Congo,Uvira,Uvira,Non-Urban,27
8,8,Nairobi,"('Siaya', 'Siaya', 'Kenya')",7,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Siaya', 'Siaya', 'Kenya'))",4,Nairobi,Kenya,Siaya,Siaya,Non-Urban,46
9,9,Nairobi,"('Siaya', 'Siaya', 'Kenya')",7,303.8985468539849,2.763088603861669,34.20013500999629,-0.06040135,"('Nairobi', ('Siaya', 'Siaya', 'Kenya'))",4,"('Siaya', 'Siaya', 'Kenya')",Kenya,Siaya,Siaya,Non-Urban,46
10,10,Nairobi,"('Bukavu', 'Bukavu', 'Democratic Republic of the Congo')",5,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Bukavu', 'Bukavu', 'Democratic Republic of the Congo'))",5,Nairobi,Democratic Republic of the Congo,Bukavu,Bukavu,Urban,27
11,11,Nairobi,"('Bukavu', 'Bukavu', 'Democratic Republic of the Congo')",5,903.9670414077232,-3.006390465001477,28.8336436,-2.51039075,"('Nairobi', ('Bukavu', 'Bukavu', 'Democratic Republic of the Congo'))",5,"('Bukavu', 'Bukavu', 'Democratic Republic of the Congo')",Democratic Republic of the Congo,Bukavu,Bukavu,Urban,27
12,12,Nairobi,"('Busia', 'Busia', 'Kenya')",5,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Busia', 'Busia', 'Kenya'))",6,Nairobi,Kenya,Busia,Busia,Urban,32
13,13,Nairobi,"('Busia', 'Busia', 'Kenya')",5,313.8751343304977,2.6361740317196785,34.26479520608315,0.3712048,"('Nairobi', ('Busia', 'Busia', 'Kenya'))",6,"('Busia', 'Busia', 'Kenya')",Kenya,Busia,Busia,Urban,32
14,14,Nairobi,"('Kakamega', 'Kakamega', 'Kenya')",5,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Kakamega', 'Kakamega', 'Kenya'))",7,Nairobi,Kenya,Kakamega,Kakamega,Urban,55
15,15,Nairobi,"('Kakamega', 'Kakamega', 'Kenya')",5,269.3386015035923,2.4945118495864844,34.80154886163461,0.4957104,"('Nairobi', ('Kakamega', 'Kakamega', 'Kenya'))",7,"('Kakamega', 'Kakamega', 'Kenya')",Kenya,Kakamega,Kakamega,Urban,55
16,16,Nairobi,"('Migori', 'Migori', 'Kenya')",5,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Migori', 'Migori', 'Kenya'))",8,Nairobi,Kenya,Migori,Migori,Non-Urban,24
17,17,Nairobi,"('Migori', 'Migori', 'Kenya')",5,271.9435161483056,3.0543637670520813,34.30964322421073,-1.0211616,"('Nairobi', ('Migori', 'Migori', 'Kenya'))",8,"('Migori', 'Migori', 'Kenya')",Kenya,Migori,Migori,Non-Urban,24
18,18,Nairobi,"('Minembwe', 'Minembwe', 'Democratic Republic of the Congo')",5,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Minembwe', 'Minembwe', 'Democratic Republic of the Congo'))",9,Nairobi,Democratic Republic of the Congo,Minembwe,Minembwe,Non-Urban,29
