,city_8,location,num_moves,dist,azimuth,lat,lon,location_pair,level,location_pair_id,locations,country,loc2,loc1,Q100_1,Q100_1_URX,Q100_1_URUN,Q100_1_URACMS,Q100_1_URXc,Non-Urban City,Non-Urban Town,Non-Urban Village,Unclassified City,Unclassified Town,Unclassified Village,Urban City,Urban Town,Urban Village,geometry,in_thm,move_count_in,In_No_Answer,In_Education,In_Housing,In_Kin,In_Restart,In_Safety,In_Work,out_thm,move_count_out,Out_No_Answer,Out_Education,Out_Housing,Out_Kin,Out_Remain,Out_Restart,Out_Safety,Out_Work
161,Nairobi,"('Kigacho', 'Kiambu', 'Kenya')",1,23.691418564877555,2.063757248081799,36.81568670212906,-1.03207695,"('Nairobi', ('Kigacho', 'Kiambu', 'Kenya'))",1,80,"('Kigacho', 'Kiambu', 'Kenya')",Kenya,Kiambu,Kigacho,,,,,,,,,,,,,,,POINT (36.8156867020798 -1.032076950091152),Education,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Work,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
162,Nairobi,"('Kigali', 'Kigali', 'Rwanda')",1,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Kigali', 'Kigali', 'Rwanda'))",1,81,Nairobi,Rwanda,Kigali,Kigali,"('Kigali', 'Kigali', 'Rwanda')",Urban Town,Urban,Town,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,POINT (30.06150700034777 -1.950851000173373),Safety,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Housing,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
163,Nairobi,"('Kigali', 'Kigali', 'Rwanda')",1,763.0140806216176,-3.0547274153901247,30.061507,-1.950851,"('Nairobi', ('Kigali', 'Kigali', 'Rwanda'))",1,81,"('Kigali', 'Kigali', 'Rwanda')",Rwanda,Kigali,Kigali,"('Kigali', 'Kigali', 'Rwanda')",Urban Town,Urban,Town,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,POINT (30.06150700034777 -1.950851000173373),Safety,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Housing,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
164,Nairobi,"('Kileleshwa', 'Nairobi', 'Kenya')",1,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Kileleshwa', 'Nairobi', 'Kenya'))",1,82,Nairobi,Kenya,Nairobi,Kileleshwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,Nairobi,"('Kileleshwa', 'Nairobi', 'Kenya')",1,5.359762111717815,0.1023482526258826,36.7996878,-1.2723271,"('Nairobi', ('Kileleshwa', 'Nairobi', 'Kenya'))",1,82,"('Kileleshwa', 'Nairobi', 'Kenya')",Kenya,Nairobi,Kileleshwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,Nairobi,"('Kilome', 'Kilome', 'Kenya')",1,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Kilome', 'Kilome', 'Kenya'))",1,83,Nairobi,Kenya,Kilome,Kilome,"('Kilome', 'Kilome', 'Kenya')",Urban Village,Urban,Village,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,
167,Nairobi,"('Kilome', 'Kilome', 'Kenya')",1,73.84793369095226,-0.5062119945673039,37.3333,-1.8,"('Nairobi', ('Kilome', 'Kilome', 'Kenya'))",1,83,"('Kilome', 'Kilome', 'Kenya')",Kenya,Kilome,Kilome,"('Kilome', 'Kilome', 'Kenya')",Urban Village,Urban,Village,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,
168,Nairobi,"('Kimbo', 'Thika', 'Kenya')",1,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Kimbo', 'Thika', 'Kenya'))",1,84,Nairobi,Kenya,Thika,Kimbo,,,,,,,,,,,,,,,POINT (36.75118340479037 -1.300769049851738),Work,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Work,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
169,Nairobi,"('Kimbo', 'Thika', 'Kenya')",1,1.9925875782552451,-1.5962788374100405,36.75118340488738,-1.30076905,"('Nairobi', ('Kimbo', 'Thika', 'Kenya'))",1,84,"('Kimbo', 'Thika', 'Kenya')",Kenya,Thika,Kimbo,,,,,,,,,,,,,,,POINT (36.75118340479037 -1.300769049851738),Work,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Work,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
170,Nairobi,"('Kinamba', 'Kinamba', 'Kenya')",1,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Kinamba', 'Kinamba', 'Kenya'))",1,85,Nairobi,Kenya,Kinamba,Kinamba,"('Kinamba', 'Kinamba', 'Kenya')",Non-Urban Village,Non-Urban,Village,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
171,Nairobi,"('Kinamba', 'Kinamba', 'Kenya')",1,168.98502319641688,1.8484108161286172,36.3208699,0.4139246,"('Nairobi', ('Kinamba', 'Kinamba', 'Kenya'))",1,85,"('Kinamba', 'Kinamba', 'Kenya')",Kenya,Kinamba,Kinamba,"('Kinamba', 'Kinamba', 'Kenya')",Non-Urban Village,Non-Urban,Village,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
172,Nairobi,"('Kinshasa', 'Kinshasa', 'Democratic Republic of the Congo')",1,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Kinshasa', 'Kinshasa', 'Democratic Republic of the Congo'))",1,86,Nairobi,Democratic Republic of the Congo,Kinshasa,Kinshasa,"('Kinshasa', 'Kinshasa', 'Democratic Republic of the Congo')",Urban Village,Urban,Village,6.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,6.0,,,,,,,,,,,,,,,,,,,,
173,Nairobi,"('Kinshasa', 'Kinshasa', 'Democratic Republic of the Congo')",1,2412.750562183796,-3.00188082614006,15.3125974,-4.3217055,"('Nairobi', ('Kinshasa', 'Kinshasa', 'Democratic Republic of the Congo'))",1,86,"('Kinshasa', 'Kinshasa', 'Democratic Republic of the Congo')",Democratic Republic of the Congo,Kinshasa,Kinshasa,"('Kinshasa', 'Kinshasa', 'Democratic Republic of the Congo')",Urban Village,Urban,Village,6.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,6.0,,,,,,,,,,,,,,,,,,,,
174,Nairobi,"('Kiritiri', 'Embu', 'Kenya')",1,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Kiritiri', 'Embu', 'Kenya'))",1,87,Nairobi,Kenya,Embu,Kiritiri,,,,,,,,,,,,,,,POINT (37.65000000039976 -0.6832999999949152),Work,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Work,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
175,Nairobi,"('Kiritiri', 'Embu', 'Kenya')",1,112.83545243319182,0.4841894592386766,37.65,-0.6833,"('Nairobi', ('Kiritiri', 'Embu', 'Kenya'))",1,87,"('Kiritiri', 'Embu', 'Kenya')",Kenya,Embu,Kiritiri,,,,,,,,,,,,,,,POINT (37.65000000039976 -0.6832999999949152),Work,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Work,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
176,Nairobi,"('Komarock', 'Nairobi', 'Kenya')",1,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Komarock', 'Nairobi', 'Kenya'))",1,88,Nairobi,Kenya,Nairobi,Komarock,,,,,,,,,,,,,,,POINT (36.90470632953361 -1.268376999498798),Work,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Work,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
177,Nairobi,"('Komarock', 'Nairobi', 'Kenya')",1,1.3748901169327206,-2.9858586960056392,36.90470632975543,-1.268377,"('Nairobi', ('Komarock', 'Nairobi', 'Kenya'))",1,88,"('Komarock', 'Nairobi', 'Kenya')",Kenya,Nairobi,Komarock,,,,,,,,,,,,,,,POINT (36.90470632953361 -1.268376999498798),Work,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Work,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
178,Nairobi,"('Kondele', 'Kisumu', 'Kenya')",1,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Kondele', 'Kisumu', 'Kenya'))",1,89,Nairobi,Kenya,Kisumu,Kondele,,,,,,,,,,,,,,,POINT (34.77378600052361 -0.08441799969091335),Work,2.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,Work,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
179,Nairobi,"('Kondele', 'Kisumu', 'Kenya')",1,244.5734555748184,2.6782025733834924,34.773786,-0.0844179999999999,"('Nairobi', ('Kondele', 'Kisumu', 'Kenya'))",1,89,"('Kondele', 'Kisumu', 'Kenya')",Kenya,Kisumu,Kondele,,,,,,,,,,,,,,,POINT (34.77378600052361 -0.08441799969091335),Work,2.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,Work,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
180,Nairobi,"('Kongowea', 'Kongowea', 'Kenya')",1,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Kongowea', 'Kongowea', 'Kenya'))",1,90,Nairobi,Kenya,Kongowea,Kongowea,,,,,,,,,,,,,,,POINT (39.68386810043262 -4.042265399528446),Kin,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,(No Answer),1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
181,Nairobi,"('Kongowea', 'Kongowea', 'Kenya')",1,405.55523762061296,-0.624620280080127,39.683868100000005,-4.0422654,"('Nairobi', ('Kongowea', 'Kongowea', 'Kenya'))",1,90,"('Kongowea', 'Kongowea', 'Kenya')",Kenya,Kongowea,Kongowea,,,,,,,,,,,,,,,POINT (39.68386810043262 -4.042265399528446),Kin,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,(No Answer),1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
182,Nairobi,"('Korogocho', 'Nairobi', 'Kenya')",1,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Korogocho', 'Nairobi', 'Kenya'))",1,91,Nairobi,Kenya,Nairobi,Korogocho,,,,,,,,,,,,,,,POINT (36.89030880051092 -1.251750099687285),Work,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Work,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
183,Nairobi,"('Korogocho', 'Nairobi', 'Kenya')",1,15.571808875593604,0.1535185402137245,36.8903088,-1.2517501,"('Nairobi', ('Korogocho', 'Nairobi', 'Kenya'))",1,91,"('Korogocho', 'Nairobi', 'Kenya')",Kenya,Nairobi,Korogocho,,,,,,,,,,,,,,,POINT (36.89030880051092 -1.251750099687285),Work,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Work,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
184,Nairobi,"('Kuajok', 'Kuajok', 'South Sudan')",1,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Kuajok', 'Kuajok', 'South Sudan'))",1,92,Nairobi,South Sudan,Kuajok,Kuajok,"('Kuajok', 'Kuajok', 'South Sudan')",Non-Urban Village,Non-Urban,Village,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
185,Nairobi,"('Kuajok', 'Kuajok', 'South Sudan')",1,1324.939689455301,2.347508203633541,27.9789446,8.3024209,"('Nairobi', ('Kuajok', 'Kuajok', 'South Sudan'))",1,92,"('Kuajok', 'Kuajok', 'South Sudan')",South Sudan,Kuajok,Kuajok,"('Kuajok', 'Kuajok', 'South Sudan')",Non-Urban Village,Non-Urban,Village,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
186,Nairobi,"('Kyua', 'Kyua', 'Kenya')",1,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Kyua', 'Kyua', 'Kenya'))",1,93,Nairobi,Kenya,Kyua,Kyua,"('Kyua', 'Kyua', 'Kenya')",Non-Urban Village,Non-Urban,Village,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
187,Nairobi,"('Kyua', 'Kyua', 'Kenya')",1,111.95351390069288,-0.008334588146661,37.7607247,-1.4065565,"('Nairobi', ('Kyua', 'Kyua', 'Kenya'))",1,93,"('Kyua', 'Kyua', 'Kenya')",Kenya,Kyua,Kyua,"('Kyua', 'Kyua', 'Kenya')",Non-Urban Village,Non-Urban,Village,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
188,Nairobi,"('Lagos', 'Lagos', 'Nigeria')",1,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Lagos', 'Lagos', 'Nigeria'))",1,94,Nairobi,Nigeria,Lagos,Lagos,"('Lagos', 'Lagos', 'Nigeria')",Unclassified Town,Unclassified,Town,17.0,0.0,0.0,0.0,1.0,17.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
189,Nairobi,"('Lagos', 'Lagos', 'Nigeria')",1,3780.283764653104,2.8949185720917794,3.3941795,6.4550575,"('Nairobi', ('Lagos', 'Lagos', 'Nigeria'))",1,94,"('Lagos', 'Lagos', 'Nigeria')",Nigeria,Lagos,Lagos,"('Lagos', 'Lagos', 'Nigeria')",Unclassified Town,Unclassified,Town,17.0,0.0,0.0,0.0,1.0,17.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
190,Nairobi,"('Lwanda', 'Lwanda', 'Kenya')",1,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Lwanda', 'Lwanda', 'Kenya'))",1,95,Nairobi,Kenya,Lwanda,Lwanda,"('Lwanda', 'Lwanda', 'Kenya')",Urban Village,Urban,Village,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,
191,Nairobi,"('Lwanda', 'Lwanda', 'Kenya')",1,347.782577730597,2.7104601330537514,34.0586168,0.3076993,"('Nairobi', ('Lwanda', 'Lwanda', 'Kenya'))",1,95,"('Lwanda', 'Lwanda', 'Kenya')",Kenya,Lwanda,Lwanda,"('Lwanda', 'Lwanda', 'Kenya')",Urban Village,Urban,Village,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,
192,Nairobi,"('Makal', 'Makal', 'South Sudan')",1,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Makal', 'Makal', 'South Sudan'))",1,96,Nairobi,South Sudan,Makal,Makal,"('Makal', 'Makal', 'South Sudan')",Non-Urban Village,Non-Urban,Village,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
193,Nairobi,"('Makal', 'Makal', 'South Sudan')",1,1159.4030139632148,2.0234831670942857,31.6604173,9.6046285,"('Nairobi', ('Makal', 'Makal', 'South Sudan'))",1,96,"('Makal', 'Makal', 'South Sudan')",South Sudan,Makal,Makal,"('Makal', 'Makal', 'South Sudan')",Non-Urban Village,Non-Urban,Village,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
194,Nairobi,"('Makongeni', 'Nairobi', 'Kenya')",1,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Makongeni', 'Nairobi', 'Kenya'))",1,97,Nairobi,Kenya,Nairobi,Makongeni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,Nairobi,"('Makongeni', 'Nairobi', 'Kenya')",1,7.957443364239079,-2.774662742084477,36.8500098,-1.297993,"('Nairobi', ('Makongeni', 'Nairobi', 'Kenya'))",1,97,"('Makongeni', 'Nairobi', 'Kenya')",Kenya,Nairobi,Makongeni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,Nairobi,"('Makueni', 'Makueni', 'Kenya')",1,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Makueni', 'Makueni', 'Kenya'))",1,98,Nairobi,Kenya,Makueni,Makueni,"('Makueni', 'Makueni', 'Kenya')",Non-Urban Village,Non-Urban,Village,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
197,Nairobi,"('Makueni', 'Makueni', 'Kenya')",1,138.05244645448462,-0.6836624711957153,37.87717148162715,-2.25709305,"('Nairobi', ('Makueni', 'Makueni', 'Kenya'))",1,98,"('Makueni', 'Makueni', 'Kenya')",Kenya,Makueni,Makueni,"('Makueni', 'Makueni', 'Kenya')",Non-Urban Village,Non-Urban,Village,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
198,Nairobi,"('Makueni', 'Wote', 'Kenya')",1,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Makueni', 'Wote', 'Kenya'))",1,99,Nairobi,Kenya,Wote,Makueni,"('Makueni', 'Wote', 'Kenya')",Non-Urban City,Non-Urban,City,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
199,Nairobi,"('Makueni', 'Wote', 'Kenya')",1,152.0807049784701,-0.6018446899346368,37.87717148162715,-2.25709305,"('Nairobi', ('Makueni', 'Wote', 'Kenya'))",1,99,"('Makueni', 'Wote', 'Kenya')",Kenya,Wote,Makueni,"('Makueni', 'Wote', 'Kenya')",Non-Urban City,Non-Urban,City,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
200,Nairobi,"('Malaba', 'Malaba', 'Kenya')",1,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Malaba', 'Malaba', 'Kenya'))",1,100,Nairobi,Kenya,Malaba,Malaba,"('Malaba', 'Malaba', 'Kenya')",Urban Village,Urban,Village,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,
201,Nairobi,"('Malaba', 'Malaba', 'Kenya')",1,325.4144792298569,2.5699736039295167,34.269397999999995,0.632706,"('Nairobi', ('Malaba', 'Malaba', 'Kenya'))",1,100,"('Malaba', 'Malaba', 'Kenya')",Kenya,Malaba,Malaba,"('Malaba', 'Malaba', 'Kenya')",Urban Village,Urban,Village,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,
202,Nairobi,"('Mamboleo', 'Kisumu', 'Kenya')",1,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Mamboleo', 'Kisumu', 'Kenya'))",1,101,Nairobi,Kenya,Kisumu,Mamboleo,,,,,,,,,,,,,,,POINT (34.78619684081173 -0.05541535023809274),Education,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Education,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
203,Nairobi,"('Mamboleo', 'Kisumu', 'Kenya')",1,249.5300774699288,2.627458416594467,34.78619684046177,-0.05541535,"('Nairobi', ('Mamboleo', 'Kisumu', 'Kenya'))",1,101,"('Mamboleo', 'Kisumu', 'Kenya')",Kenya,Kisumu,Mamboleo,,,,,,,,,,,,,,,POINT (34.78619684081173 -0.05541535023809274),Education,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Education,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
204,Nairobi,"('Manyatta', 'Kisumu', 'Kenya')",1,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Manyatta', 'Kisumu', 'Kenya'))",1,102,Nairobi,Kenya,Kisumu,Manyatta,,,,,,,,,,,,,,,POINT (34.48139350030982 0.3333086002117511),Work,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,(No Answer),1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
205,Nairobi,"('Manyatta', 'Kisumu', 'Kenya')",1,291.1411954702797,2.607972821342886,34.4813935,0.3333085999999999,"('Nairobi', ('Manyatta', 'Kisumu', 'Kenya'))",1,102,"('Manyatta', 'Kisumu', 'Kenya')",Kenya,Kisumu,Manyatta,,,,,,,,,,,,,,,POINT (34.48139350030982 0.3333086002117511),Work,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,(No Answer),1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
206,Nairobi,"('Maseno', 'Kisumu', 'Kenya')",1,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Maseno', 'Kisumu', 'Kenya'))",1,103,Nairobi,Kenya,Kisumu,Maseno,,,,,,,,,,,,,,,POINT (34.599896816485 -0.00785179992050189),Kin,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,Work,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
207,Nairobi,"('Maseno', 'Kisumu', 'Kenya')",1,281.1327902672565,2.7184655151330865,34.59989681631588,-0.0078517999999999,"('Nairobi', ('Maseno', 'Kisumu', 'Kenya'))",1,103,"('Maseno', 'Kisumu', 'Kenya')",Kenya,Kisumu,Maseno,,,,,,,,,,,,,,,POINT (34.599896816485 -0.00785179992050189),Kin,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,Work,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
208,Nairobi,"('Masii', 'Masii', 'Kenya')",1,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Masii', 'Masii', 'Kenya'))",1,104,Nairobi,Kenya,Masii,Masii,"('Masii', 'Masii', 'Kenya')",Non-Urban Village,Non-Urban,Village,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
209,Nairobi,"('Masii', 'Masii', 'Kenya')",1,76.48025825573772,-0.0750909634727987,37.43919,-1.4608,"('Nairobi', ('Masii', 'Masii', 'Kenya'))",1,104,"('Masii', 'Masii', 'Kenya')",Kenya,Masii,Masii,"('Masii', 'Masii', 'Kenya')",Non-Urban Village,Non-Urban,Village,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
210,Nairobi,"('Mathare', 'Kiambu', 'Kenya')",1,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Mathare', 'Kiambu', 'Kenya'))",1,105,Nairobi,Kenya,Kiambu,Mathare,,,,,,,,,,,,,,,POINT (36.85306467029829 -1.264750249524354),Housing,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Work,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
211,Nairobi,"('Mathare', 'Kiambu', 'Kenya')",1,7.09005965850697,3.126070727730142,36.853064670201896,-1.26475025,"('Nairobi', ('Mathare', 'Kiambu', 'Kenya'))",1,105,"('Mathare', 'Kiambu', 'Kenya')",Kenya,Kiambu,Mathare,,,,,,,,,,,,,,,POINT (36.85306467029829 -1.264750249524354),Housing,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Work,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
212,Nairobi,"('Matopeni', 'Nairobi', 'Kenya')",1,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Matopeni', 'Nairobi', 'Kenya'))",1,106,Nairobi,Kenya,Nairobi,Matopeni,,,,,,,,,,,,,,,POINT (34.30972069995045 0.1462500004373055),Housing,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,Education,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
213,Nairobi,"('Matopeni', 'Nairobi', 'Kenya')",1,316.2987745001163,2.7179207529677467,34.30972070000001,0.14625,"('Nairobi', ('Matopeni', 'Nairobi', 'Kenya'))",1,106,"('Matopeni', 'Nairobi', 'Kenya')",Kenya,Nairobi,Matopeni,,,,,,,,,,,,,,,POINT (34.30972069995045 0.1462500004373055),Housing,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,Education,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
214,Nairobi,"('Maua', 'Maua', 'Kenya')",1,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Maua', 'Maua', 'Kenya'))",1,107,Nairobi,Kenya,Maua,Maua,"('Maua', 'Maua', 'Kenya')",Urban Village,Urban,Village,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,
215,Nairobi,"('Maua', 'Maua', 'Kenya')",1,195.31576347541227,0.8227357024365175,37.938023,0.232643,"('Nairobi', ('Maua', 'Maua', 'Kenya'))",1,107,"('Maua', 'Maua', 'Kenya')",Kenya,Maua,Maua,"('Maua', 'Maua', 'Kenya')",Urban Village,Urban,Village,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,
216,Nairobi,"('Mekanisa', 'Oromia', 'Ethiopia')",1,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Mekanisa', 'Oromia', 'Ethiopia'))",1,108,Nairobi,Ethiopia,Oromia,Mekanisa,"('Mekanisa', 'Oromia', 'Ethiopia')",Urban City,Urban,City,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
217,Nairobi,"('Mekanisa', 'Oromia', 'Ethiopia')",1,929.224916731248,1.2780886939913814,38.7305307,8.971913699999998,"('Nairobi', ('Mekanisa', 'Oromia', 'Ethiopia'))",1,108,"('Mekanisa', 'Oromia', 'Ethiopia')",Ethiopia,Oromia,Mekanisa,"('Mekanisa', 'Oromia', 'Ethiopia')",Urban City,Urban,City,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
218,Nairobi,"('Mlolongo', 'Nairobi', 'Kenya')",1,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Mlolongo', 'Nairobi', 'Kenya'))",1,109,Nairobi,Kenya,Nairobi,Mlolongo,,,,,,,,,,,,,,,POINT (36.94335950044064 -1.394651499566919),Work,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Work,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
219,Nairobi,"('Mlolongo', 'Nairobi', 'Kenya')",1,21.235228642176864,0.0055224996315828,36.9433595,-1.3946515,"('Nairobi', ('Mlolongo', 'Nairobi', 'Kenya'))",1,109,"('Mlolongo', 'Nairobi', 'Kenya')",Kenya,Nairobi,Mlolongo,,,,,,,,,,,,,,,POINT (36.94335950044064 -1.394651499566919),Work,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Work,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
220,Nairobi,"('Moi Barracks', 'Eldoret', 'Kenya')",1,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Moi Barracks', 'Eldoret', 'Kenya'))",1,110,Nairobi,Kenya,Eldoret,Moi Barracks,,,,,,,,,,,,,,,POINT (35.27154810046466 0.5198329001683533),Work,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Housing,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
