,city_8,location,num_moves,dist,azimuth,lat,lon,location_pair,level,location_pair_id,locations,country,loc2,loc1,Q100_1,Q100_1_URX,Q100_1_URUN,Q100_1_URACMS,Q100_1_URXc,Non-Urban City,Non-Urban Town,Non-Urban Village,Unclassified City,Unclassified Town,Unclassified Village,Urban City,Urban Town,Urban Village,geometry,in_thm,move_count_in,In_No_Answer,In_Education,In_Housing,In_Kin,In_Restart,In_Safety,In_Work,out_thm,move_count_out,Out_No_Answer,Out_Education,Out_Housing,Out_Kin,Out_Remain,Out_Restart,Out_Safety,Out_Work
17,Nairobi,"('Siaya', 'Siaya', 'Kenya')",4,303.8985468539849,2.763088603861669,34.20013500999629,-0.06040135,"('Nairobi', ('Siaya', 'Siaya', 'Kenya'))",1,8,"('Siaya', 'Siaya', 'Kenya')",Kenya,Siaya,Siaya,"('Siaya', 'Siaya', 'Kenya')",Non-Urban Village,Non-Urban,Village,15.0,0.0,3.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
18,Nairobi,"('Uvira', 'Uvira', 'Democratic Republic of the Congo')",4,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Uvira', 'Uvira', 'Democratic Republic of the Congo'))",1,9,Nairobi,Democratic Republic of the Congo,Uvira,Uvira,"('Uvira', 'Uvira', 'Democratic Republic of the Congo')",Non-Urban Village,Non-Urban,Village,17.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
19,Nairobi,"('Uvira', 'Uvira', 'Democratic Republic of the Congo')",4,895.5754022189934,-2.929126818887537,29.00714088737295,-3.1982504,"('Nairobi', ('Uvira', 'Uvira', 'Democratic Republic of the Congo'))",1,9,"('Uvira', 'Uvira', 'Democratic Republic of the Congo')",Democratic Republic of the Congo,Uvira,Uvira,"('Uvira', 'Uvira', 'Democratic Republic of the Congo')",Non-Urban Village,Non-Urban,Village,17.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
20,Nairobi,"('Buruburu', 'Nairobi', 'Kenya')",3,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Buruburu', 'Nairobi', 'Kenya'))",1,10,Nairobi,Kenya,Nairobi,Buruburu,,,,,,,,,,,,,,,POINT (36.88104001428525 -1.2943887502405),Work,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,Work,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0
21,Nairobi,"('Buruburu', 'Nairobi', 'Kenya')",3,14.429865477150676,-0.0985508878965379,36.88104001390165,-1.29438875,"('Nairobi', ('Buruburu', 'Nairobi', 'Kenya'))",1,10,"('Buruburu', 'Nairobi', 'Kenya')",Kenya,Nairobi,Buruburu,,,,,,,,,,,,,,,POINT (36.88104001428525 -1.2943887502405),Work,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,Work,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0
22,Nairobi,"('Eldoret', 'Eldoret', 'Kenya')",3,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Eldoret', 'Eldoret', 'Kenya'))",1,11,Nairobi,Kenya,Eldoret,Eldoret,"('Eldoret', 'Eldoret', 'Kenya')",Urban Village,Urban,Village,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,POINT (35.27154810046466 0.5198329001683533),Work,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,Work,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
23,Nairobi,"('Eldoret', 'Eldoret', 'Kenya')",3,230.7575268260629,2.353386183866443,35.271548100000004,0.5198329,"('Nairobi', ('Eldoret', 'Eldoret', 'Kenya'))",1,11,"('Eldoret', 'Eldoret', 'Kenya')",Kenya,Eldoret,Eldoret,"('Eldoret', 'Eldoret', 'Kenya')",Urban Village,Urban,Village,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,POINT (35.27154810046466 0.5198329001683533),Work,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,Work,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
24,Nairobi,"('Homa Bay', 'Homa Bay', 'Kenya')",3,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Homa Bay', 'Homa Bay', 'Kenya'))",1,12,Nairobi,Kenya,Homa Bay,Homa Bay,"('Homa Bay', 'Homa Bay', 'Kenya')",Non-Urban Village,Non-Urban,Village,7.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
25,Nairobi,"('Homa Bay', 'Homa Bay', 'Kenya')",3,277.59287427028966,2.902348612376076,34.31878185590796,-0.56396015,"('Nairobi', ('Homa Bay', 'Homa Bay', 'Kenya'))",1,12,"('Homa Bay', 'Homa Bay', 'Kenya')",Kenya,Homa Bay,Homa Bay,"('Homa Bay', 'Homa Bay', 'Kenya')",Non-Urban Village,Non-Urban,Village,7.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
26,Nairobi,"('Kakamega', 'Kakamega', 'Kenya')",3,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Kakamega', 'Kakamega', 'Kenya'))",1,13,Nairobi,Kenya,Kakamega,Kakamega,"('Kakamega', 'Kakamega', 'Kenya')",Urban Village,Urban,Village,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,15.0,POINT (34.80154886169078 0.4957104002148753),Education,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Kin,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
27,Nairobi,"('Kakamega', 'Kakamega', 'Kenya')",3,269.3386015035923,2.4945118495864844,34.80154886163461,0.4957104,"('Nairobi', ('Kakamega', 'Kakamega', 'Kenya'))",1,13,"('Kakamega', 'Kakamega', 'Kenya')",Kenya,Kakamega,Kakamega,"('Kakamega', 'Kakamega', 'Kenya')",Urban Village,Urban,Village,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,15.0,POINT (34.80154886169078 0.4957104002148753),Education,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Kin,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
28,Nairobi,"('Kampala', 'Kampala', 'Uganda')",3,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Kampala', 'Kampala', 'Uganda'))",1,14,Nairobi,Uganda,Kampala,Kampala,"('Kampala', 'Kampala', 'Uganda')",Urban Town,Urban,Town,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,
29,Nairobi,"('Kampala', 'Kampala', 'Uganda')",3,485.1871645287762,2.8272973504938177,32.5813539,0.3177137,"('Nairobi', ('Kampala', 'Kampala', 'Uganda'))",1,14,"('Kampala', 'Kampala', 'Uganda')",Uganda,Kampala,Kampala,"('Kampala', 'Kampala', 'Uganda')",Urban Town,Urban,Town,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,
30,Nairobi,"('Kasarani', 'Nairobi', 'Kenya')",3,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Kasarani', 'Nairobi', 'Kenya'))",1,15,Nairobi,Kenya,Nairobi,Kasarani,,,,,,,,,,,,,,,POINT (36.90122239999391 -1.220872100267059),Work,4.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,Work,3.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0
31,Nairobi,"('Kasarani', 'Nairobi', 'Kenya')",3,17.376444033583642,0.2998680691897761,36.9012224,-1.2208721000000002,"('Nairobi', ('Kasarani', 'Nairobi', 'Kenya'))",1,15,"('Kasarani', 'Nairobi', 'Kenya')",Kenya,Nairobi,Kasarani,,,,,,,,,,,,,,,POINT (36.90122239999391 -1.220872100267059),Work,4.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,Work,3.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0
32,Nairobi,"('Kericho', 'Kericho', 'Kenya')",3,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Kericho', 'Kericho', 'Kenya'))",1,16,Nairobi,Kenya,Kericho,Kericho,"('Kericho', 'Kericho', 'Kenya')",Urban Village,Urban,Village,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,POINT (35.28330000029479 -0.3666000002897363),Work,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,Work,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
33,Nairobi,"('Kericho', 'Kericho', 'Kenya')",3,182.48463065657063,2.6696406100243624,35.2833,-0.3666,"('Nairobi', ('Kericho', 'Kericho', 'Kenya'))",1,16,"('Kericho', 'Kericho', 'Kenya')",Kenya,Kericho,Kericho,"('Kericho', 'Kericho', 'Kenya')",Urban Village,Urban,Village,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,POINT (35.28330000029479 -0.3666000002897363),Work,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,Work,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
34,Nairobi,"('Kiambu', 'Kiambu', 'Kenya')",3,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Kiambu', 'Kiambu', 'Kenya'))",1,17,Nairobi,Kenya,Kiambu,Kiambu,"('Kiambu', 'Kiambu', 'Kenya')",Urban Village,Urban,Village,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,POINT (36.8156867020798 -1.032076950091152),Work,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,Work,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
35,Nairobi,"('Kiambu', 'Kiambu', 'Kenya')",3,33.241730762128135,1.354686081478136,36.81568670212906,-1.03207695,"('Nairobi', ('Kiambu', 'Kiambu', 'Kenya'))",1,17,"('Kiambu', 'Kiambu', 'Kenya')",Kenya,Kiambu,Kiambu,"('Kiambu', 'Kiambu', 'Kenya')",Urban Village,Urban,Village,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,POINT (36.8156867020798 -1.032076950091152),Work,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,Work,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
36,Nairobi,"('Kitui', 'Kitui', 'Kenya')",3,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Kitui', 'Kitui', 'Kenya'))",1,18,Nairobi,Kenya,Kitui,Kitui,"('Kitui', 'Kitui', 'Kenya')",Non-Urban Village,Non-Urban,Village,11.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
37,Nairobi,"('Kitui', 'Kitui', 'Kenya')",3,181.69299771032112,-0.1378914368679044,38.372811654368775,-1.56422195,"('Nairobi', ('Kitui', 'Kitui', 'Kenya'))",1,18,"('Kitui', 'Kitui', 'Kenya')",Kenya,Kitui,Kitui,"('Kitui', 'Kitui', 'Kenya')",Non-Urban Village,Non-Urban,Village,11.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
38,Nairobi,"('Mathare', 'Nairobi', 'Kenya')",3,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Mathare', 'Nairobi', 'Kenya'))",1,19,Nairobi,Kenya,Nairobi,Mathare,,,,,,,,,,,,,,,POINT (36.85306467029829 -1.264750249524354),Housing,2.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,Housing,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
39,Nairobi,"('Mathare', 'Nairobi', 'Kenya')",3,11.321495514295965,0.1082312747451063,36.853064670201896,-1.26475025,"('Nairobi', ('Mathare', 'Nairobi', 'Kenya'))",1,19,"('Mathare', 'Nairobi', 'Kenya')",Kenya,Nairobi,Mathare,,,,,,,,,,,,,,,POINT (36.85306467029829 -1.264750249524354),Housing,2.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,Housing,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
40,Nairobi,"('Minembwe', 'Minembwe', 'Democratic Republic of the Congo')",3,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Minembwe', 'Minembwe', 'Democratic Republic of the Congo'))",1,20,Nairobi,Democratic Republic of the Congo,Minembwe,Minembwe,"('Minembwe', 'Minembwe', 'Democratic Republic of the Congo')",Non-Urban Village,Non-Urban,Village,10.0,0.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
41,Nairobi,"('Minembwe', 'Minembwe', 'Democratic Republic of the Congo')",3,941.5691652102628,-2.860121255597132,28.7300599,-3.9344201,"('Nairobi', ('Minembwe', 'Minembwe', 'Democratic Republic of the Congo'))",1,20,"('Minembwe', 'Minembwe', 'Democratic Republic of the Congo')",Democratic Republic of the Congo,Minembwe,Minembwe,"('Minembwe', 'Minembwe', 'Democratic Republic of the Congo')",Non-Urban Village,Non-Urban,Village,10.0,0.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
42,Nairobi,"('Umoja', 'Nairobi', 'Kenya')",3,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Umoja', 'Nairobi', 'Kenya'))",1,21,Nairobi,Kenya,Nairobi,Umoja,,,,,,,,,,,,,,,POINT (37.32776189999186 -0.4900025999399418),Work,4.0,0.0,1.0,1.0,1.0,0.0,0.0,4.0,(No Answer),2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0
43,Nairobi,"('Umoja', 'Nairobi', 'Kenya')",3,94.91145119023108,0.8275371039473393,37.3277619,-0.4900026,"('Nairobi', ('Umoja', 'Nairobi', 'Kenya'))",1,21,"('Umoja', 'Nairobi', 'Kenya')",Kenya,Nairobi,Umoja,,,,,,,,,,,,,,,POINT (37.32776189999186 -0.4900025999399418),Work,4.0,0.0,1.0,1.0,1.0,0.0,0.0,4.0,(No Answer),2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0
44,Nairobi,"('Arusha', 'Arusha', 'Tanzania')",2,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Arusha', 'Arusha', 'Tanzania'))",1,22,Nairobi,Tanzania,Arusha,Arusha,"('Arusha', 'Arusha', 'Tanzania')",Non-Urban Village,Non-Urban,Village,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
45,Nairobi,"('Arusha', 'Arusha', 'Tanzania')",2,201.75927034656948,-1.623103567184356,36.8004200748534,-3.52386665,"('Nairobi', ('Arusha', 'Arusha', 'Tanzania'))",1,22,"('Arusha', 'Arusha', 'Tanzania')",Tanzania,Arusha,Arusha,"('Arusha', 'Arusha', 'Tanzania')",Non-Urban Village,Non-Urban,Village,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
46,Nairobi,"('Bondeni', 'Nakuru', 'Kenya')",2,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Bondeni', 'Nakuru', 'Kenya'))",1,23,Nairobi,Kenya,Nakuru,Bondeni,,,,,,,,,,,,,,,POINT (36.08299100063437 -0.2937961997347998),Kin,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,Kin,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
47,Nairobi,"('Bondeni', 'Nakuru', 'Kenya')",2,115.34258885742528,2.264451572586436,36.082991,-0.2937962,"('Nairobi', ('Bondeni', 'Nakuru', 'Kenya'))",1,23,"('Bondeni', 'Nakuru', 'Kenya')",Kenya,Nakuru,Bondeni,,,,,,,,,,,,,,,POINT (36.08299100063437 -0.2937961997347998),Kin,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,Kin,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
48,Nairobi,"('Githurai', 'Nairobi', 'Kenya')",2,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Githurai', 'Nairobi', 'Kenya'))",1,24,Nairobi,Kenya,Nairobi,Githurai,,,,,,,,,,,,,,,POINT (36.91686149975845 -1.202835999681554),Kin,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,Kin,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
49,Nairobi,"('Githurai', 'Nairobi', 'Kenya')",2,5.627045270233516,1.5721219630762306,36.9168615,-1.202836,"('Nairobi', ('Githurai', 'Nairobi', 'Kenya'))",1,24,"('Githurai', 'Nairobi', 'Kenya')",Kenya,Nairobi,Githurai,,,,,,,,,,,,,,,POINT (36.91686149975845 -1.202835999681554),Kin,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,Kin,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
50,Nairobi,"('Kabiria', 'Nairobi', 'Kenya')",2,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Kabiria', 'Nairobi', 'Kenya'))",1,25,Nairobi,Kenya,Nairobi,Kabiria,,,,,,,,,,,,,,,POINT (36.72567370058096 -1.29124769982144),Work,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,Housing,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
51,Nairobi,"('Kabiria', 'Nairobi', 'Kenya')",2,3.0998559018159475,-2.764282077647708,36.7256737,-1.2912477,"('Nairobi', ('Kabiria', 'Nairobi', 'Kenya'))",1,25,"('Kabiria', 'Nairobi', 'Kenya')",Kenya,Nairobi,Kabiria,,,,,,,,,,,,,,,POINT (36.72567370058096 -1.29124769982144),Work,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,Housing,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
52,Nairobi,"('Kimbo', 'Kiambu', 'Kenya')",2,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Kimbo', 'Kiambu', 'Kenya'))",1,26,Nairobi,Kenya,Kiambu,Kimbo,,,,,,,,,,,,,,,POINT (36.75118340479037 -1.300769049851738),Work,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Work,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
