,Unnamed: 0,city_8,location,num_moves,dist,azimuth,lat,lon,location_pair,level,location_pair_id,locations,country,loc2,loc1,out_thm,ID
503,425,Johannesburg,"('Lohagora', 'Lohagora', 'Bangladesh')",1,6876.79442152248,0.0052577833844287,89.6499065,23.1881892,"('Johannesburg', ('Lohagora', 'Lohagora', 'Bangladesh'))",1,212,"('Lohagora', 'Lohagora', 'Bangladesh')",Bangladesh,Lohagora,Lohagora,,
504,426,Johannesburg,"('Louis Trichardt', 'Louis Trichardt', 'South Africa')",1,0.01,0.0,28.04978,-26.180942,"('Johannesburg', ('Louis Trichardt', 'Louis Trichardt', 'South Africa'))",1,213,Johannesburg,South Africa,Louis Trichardt,Louis Trichardt,,
505,427,Johannesburg,"('Louis Trichardt', 'Louis Trichardt', 'South Africa')",1,351.64022293383266,0.9182029107806158,29.906665000000004,-23.038326,"('Johannesburg', ('Louis Trichardt', 'Louis Trichardt', 'South Africa'))",1,213,"('Louis Trichardt', 'Louis Trichardt', 'South Africa')",South Africa,Louis Trichardt,Louis Trichardt,,
506,428,Johannesburg,"('Luanda', 'Luanda', 'Angola')",1,0.01,0.0,28.04978,-26.180942,"('Johannesburg', ('Luanda', 'Luanda', 'Angola'))",1,214,Johannesburg,Angola,Luanda,Luanda,,
507,429,Johannesburg,"('Luanda', 'Luanda', 'Angola')",1,2435.220939804224,2.247809473146649,13.243951199999998,-8.827269900000001,"('Johannesburg', ('Luanda', 'Luanda', 'Angola'))",1,214,"('Luanda', 'Luanda', 'Angola')",Angola,Luanda,Luanda,,
508,430,Johannesburg,"('Lubango', 'Benguela', 'Angola')",1,0.01,0.0,28.04978,-26.180942,"('Johannesburg', ('Lubango', 'Benguela', 'Angola'))",1,215,Johannesburg,Angola,Benguela,Lubango,,
509,431,Johannesburg,"('Lubango', 'Benguela', 'Angola')",1,1991.0667891948176,2.474708991491352,13.4896316,-14.9191779,"('Johannesburg', ('Lubango', 'Benguela', 'Angola'))",1,215,"('Lubango', 'Benguela', 'Angola')",Angola,Benguela,Lubango,,
510,432,Johannesburg,"('Lubumbashi', 'Lubumbashi', 'Democratic Republic of the Congo')",1,0.01,0.0,28.04978,-26.180942,"('Johannesburg', ('Lubumbashi', 'Lubumbashi', 'Democratic Republic of the Congo'))",1,216,Johannesburg,Democratic Republic of the Congo,Lubumbashi,Lubumbashi,,
511,433,Johannesburg,"('Lubumbashi', 'Lubumbashi', 'Democratic Republic of the Congo')",1,1431.6153647238723,1.5554475642688843,27.4826264,-11.6642316,"('Johannesburg', ('Lubumbashi', 'Lubumbashi', 'Democratic Republic of the Congo'))",1,216,"('Lubumbashi', 'Lubumbashi', 'Democratic Republic of the Congo')",Democratic Republic of the Congo,Lubumbashi,Lubumbashi,,
512,434,Johannesburg,"('Madadeni', 'Emadadeni', 'South Africa')",1,0.01,0.0,28.04978,-26.180942,"('Johannesburg', ('Madadeni', 'Emadadeni', 'South Africa'))",1,217,Johannesburg,South Africa,Emadadeni,Madadeni,,
513,435,Johannesburg,"('Madadeni', 'Emadadeni', 'South Africa')",1,415.9024734298292,0.0843499016563843,31.7913889,-25.8125,"('Johannesburg', ('Madadeni', 'Emadadeni', 'South Africa'))",1,217,"('Madadeni', 'Emadadeni', 'South Africa')",South Africa,Emadadeni,Madadeni,,
514,436,Johannesburg,"('Mafeteng', 'Mafeteng', 'Lesotho')",1,0.01,0.0,28.04978,-26.180942,"('Johannesburg', ('Mafeteng', 'Mafeteng', 'Lesotho'))",1,218,Johannesburg,Lesotho,Mafeteng,Mafeteng,,
515,437,Johannesburg,"('Mafeteng', 'Mafeteng', 'Lesotho')",1,393.4780395262897,-1.7740462861063195,27.238828100000003,-29.8224468,"('Johannesburg', ('Mafeteng', 'Mafeteng', 'Lesotho'))",1,218,"('Mafeteng', 'Mafeteng', 'Lesotho')",Lesotho,Mafeteng,Mafeteng,,
516,438,Johannesburg,"('Mafikeng', 'Mafikeng', 'South Africa')",1,0.01,0.0,28.04978,-26.180942,"('Johannesburg', ('Mafikeng', 'Mafikeng', 'South Africa'))",1,219,Johannesburg,South Africa,Mafikeng,Mafikeng,,
517,439,Johannesburg,"('Mafikeng', 'Mafikeng', 'South Africa')",1,267.2206050967428,3.0215552559172747,25.658611,-25.863611,"('Johannesburg', ('Mafikeng', 'Mafikeng', 'South Africa'))",1,219,"('Mafikeng', 'Mafikeng', 'South Africa')",South Africa,Mafikeng,Mafikeng,,
518,440,Johannesburg,"('Makiso', 'Kisangani', 'Democratic Republic of the Congo')",1,0.01,0.0,28.04978,-26.180942,"('Johannesburg', ('Makiso', 'Kisangani', 'Democratic Republic of the Congo'))",1,220,Johannesburg,Democratic Republic of the Congo,Kisangani,Makiso,,
519,441,Johannesburg,"('Makiso', 'Kisangani', 'Democratic Republic of the Congo')",1,2672.347517754225,1.581195829077778,25.1950404,0.5183677,"('Johannesburg', ('Makiso', 'Kisangani', 'Democratic Republic of the Congo'))",1,220,"('Makiso', 'Kisangani', 'Democratic Republic of the Congo')",Democratic Republic of the Congo,Kisangani,Makiso,,
520,442,Johannesburg,"('Mamelodi', 'Kwamhlanga', 'South Africa')",1,0.01,0.0,28.04978,-26.180942,"('Johannesburg', ('Mamelodi', 'Kwamhlanga', 'South Africa'))",1,221,Johannesburg,South Africa,Kwamhlanga,Mamelodi,,
521,443,Johannesburg,"('Mamelodi', 'Kwamhlanga', 'South Africa')",1,46.149091027517976,0.4745509899001634,28.3808295,-25.715805300000003,"('Johannesburg', ('Mamelodi', 'Kwamhlanga', 'South Africa'))",1,221,"('Mamelodi', 'Kwamhlanga', 'South Africa')",South Africa,Kwamhlanga,Mamelodi,,
522,444,Johannesburg,"('Mamelodi', 'Pretoria', 'South Africa')",1,0.01,0.0,28.04978,-26.180942,"('Johannesburg', ('Mamelodi', 'Pretoria', 'South Africa'))",1,222,Johannesburg,South Africa,Pretoria,Mamelodi,Work,1.0
523,445,Johannesburg,"('Mamelodi', 'Pretoria', 'South Africa')",1,58.4255806980917,0.8986008570395145,28.3808295,-25.715805300000003,"('Johannesburg', ('Mamelodi', 'Pretoria', 'South Africa'))",1,222,"('Mamelodi', 'Pretoria', 'South Africa')",South Africa,Pretoria,Mamelodi,Work,1.0
524,446,Johannesburg,"('Maseru', 'Maseru', 'Lesotho')",1,0.01,0.0,28.04978,-26.180942,"('Johannesburg', ('Maseru', 'Maseru', 'Lesotho'))",1,223,Johannesburg,Lesotho,Maseru,Maseru,,
525,447,Johannesburg,"('Maseru', 'Maseru', 'Lesotho')",1,338.3264475438374,-1.732276114873352,27.478222,-29.310054,"('Johannesburg', ('Maseru', 'Maseru', 'Lesotho'))",1,223,"('Maseru', 'Maseru', 'Lesotho')",Lesotho,Maseru,Maseru,,
526,448,Johannesburg,"('Mbuji-Mayi', 'Mbuji-Mayi', 'Democratic Republic of the Congo')",1,0.01,0.0,28.04978,-26.180942,"('Johannesburg', ('Mbuji-Mayi', 'Mbuji-Mayi', 'Democratic Republic of the Congo'))",1,224,Johannesburg,Democratic Republic of the Congo,Mbuji-Mayi,Mbuji-Mayi,,
527,449,Johannesburg,"('Mbuji-Mayi', 'Mbuji-Mayi', 'Democratic Republic of the Congo')",1,2067.8246740523987,1.7320120690741256,23.5998111,-6.1258942,"('Johannesburg', ('Mbuji-Mayi', 'Mbuji-Mayi', 'Democratic Republic of the Congo'))",1,224,"('Mbuji-Mayi', 'Mbuji-Mayi', 'Democratic Republic of the Congo')",Democratic Republic of the Congo,Mbuji-Mayi,Mbuji-Mayi,,
528,450,Johannesburg,"('Moeketsi', 'Tzaneen', 'South Africa')",1,0.01,0.0,28.04978,-26.180942,"('Johannesburg', ('Moeketsi', 'Tzaneen', 'South Africa'))",1,225,Johannesburg,South Africa,Tzaneen,Moeketsi,Work,1.0
529,451,Johannesburg,"('Moeketsi', 'Tzaneen', 'South Africa')",1,35.60402294023657,-1.9693891625344355,27.8854901,-26.264193,"('Johannesburg', ('Moeketsi', 'Tzaneen', 'South Africa'))",1,225,"('Moeketsi', 'Tzaneen', 'South Africa')",South Africa,Tzaneen,Moeketsi,Work,1.0
530,452,Johannesburg,"('Mokopane', 'Mokopane', 'South Africa')",1,0.01,0.0,28.04978,-26.180942,"('Johannesburg', ('Mokopane', 'Mokopane', 'South Africa'))",1,226,Johannesburg,South Africa,Mokopane,Mokopane,,
531,453,Johannesburg,"('Mokopane', 'Mokopane', 'South Africa')",1,222.86558801929624,1.0629486886340953,29.016667,-24.183333,"('Johannesburg', ('Mokopane', 'Mokopane', 'South Africa'))",1,226,"('Mokopane', 'Mokopane', 'South Africa')",South Africa,Mokopane,Mokopane,,
532,454,Johannesburg,"('Moloto', 'Pretoria', 'South Africa')",1,0.01,0.0,28.04978,-26.180942,"('Johannesburg', ('Moloto', 'Pretoria', 'South Africa'))",1,227,Johannesburg,South Africa,Pretoria,Moloto,Work,1.0
533,455,Johannesburg,"('Moloto', 'Pretoria', 'South Africa')",1,101.17373725600557,1.004212332895097,28.6383333,-25.4655556,"('Johannesburg', ('Moloto', 'Pretoria', 'South Africa'))",1,227,"('Moloto', 'Pretoria', 'South Africa')",South Africa,Pretoria,Moloto,Work,1.0
534,456,Johannesburg,"('Mondlo', 'Mondlo', 'South Africa')",1,0.01,0.0,28.04978,-26.180942,"('Johannesburg', ('Mondlo', 'Mondlo', 'South Africa'))",1,228,Johannesburg,South Africa,Mondlo,Mondlo,,
535,457,Johannesburg,"('Mondlo', 'Mondlo', 'South Africa')",1,325.18521315363074,-0.49745481677465,30.719688399999995,-27.958203,"('Johannesburg', ('Mondlo', 'Mondlo', 'South Africa'))",1,228,"('Mondlo', 'Mondlo', 'South Africa')",South Africa,Mondlo,Mondlo,,
536,458,Johannesburg,"('Morogoro', 'Morogoro', 'Tanzania')",1,0.01,0.0,28.04978,-26.180942,"('Johannesburg', ('Morogoro', 'Morogoro', 'Tanzania'))",1,229,Johannesburg,Tanzania,Morogoro,Morogoro,,
537,459,Johannesburg,"('Morogoro', 'Morogoro', 'Tanzania')",1,2097.592636620122,0.9267140281391548,38.0796597056401,-7.0536105,"('Johannesburg', ('Morogoro', 'Morogoro', 'Tanzania'))",1,229,"('Morogoro', 'Morogoro', 'Tanzania')",Tanzania,Morogoro,Morogoro,,
538,460,Johannesburg,"('Mozambique', 'Mozambique', 'Mozambique')",1,0.01,0.0,28.04978,-26.180942,"('Johannesburg', ('Mozambique', 'Mozambique', 'Mozambique'))",1,230,Johannesburg,Mozambique,Mozambique,Mozambique,,
539,461,Johannesburg,"('Mozambique', 'Mozambique', 'Mozambique')",1,1003.8241033829984,0.6965756964706571,34.9144977,-19.302233,"('Johannesburg', ('Mozambique', 'Mozambique', 'Mozambique'))",1,230,"('Mozambique', 'Mozambique', 'Mozambique')",Mozambique,Mozambique,Mozambique,,
540,462,Johannesburg,"('Mulanje', 'Mulanje', 'Malawi')",1,0.01,0.0,28.04978,-26.180942,"('Johannesburg', ('Mulanje', 'Mulanje', 'Malawi'))",1,231,Johannesburg,Malawi,Mulanje,Mulanje,,
541,463,Johannesburg,"('Mulanje', 'Mulanje', 'Malawi')",1,1277.4661263193263,0.8184698496384031,35.54125499990176,-15.91088,"('Johannesburg', ('Mulanje', 'Mulanje', 'Malawi'))",1,231,"('Mulanje', 'Mulanje', 'Malawi')",Malawi,Mulanje,Mulanje,,
542,464,Johannesburg,"('Mzilikazi', 'Mzilikazi', 'Zimbabwe')",1,0.01,0.0,28.04978,-26.180942,"('Johannesburg', ('Mzilikazi', 'Mzilikazi', 'Zimbabwe'))",1,232,Johannesburg,Zimbabwe,Mzilikazi,Mzilikazi,,
543,465,Johannesburg,"('Mzilikazi', 'Mzilikazi', 'Zimbabwe')",1,596.5073754717777,1.4501514627460392,28.5674755,-20.1274268,"('Johannesburg', ('Mzilikazi', 'Mzilikazi', 'Zimbabwe'))",1,232,"('Mzilikazi', 'Mzilikazi', 'Zimbabwe')",Zimbabwe,Mzilikazi,Mzilikazi,,
544,466,Johannesburg,"('Mzuzu', 'Mzuzu', 'Malawi')",1,0.01,0.0,28.04978,-26.180942,"('Johannesburg', ('Mzuzu', 'Mzuzu', 'Malawi'))",1,233,Johannesburg,Malawi,Mzuzu,Mzuzu,,
545,467,Johannesburg,"('Mzuzu', 'Mzuzu', 'Malawi')",1,1532.0254962713195,1.0581722548351171,34.0226422,-11.4607518,"('Johannesburg', ('Mzuzu', 'Mzuzu', 'Malawi'))",1,233,"('Mzuzu', 'Mzuzu', 'Malawi')",Malawi,Mzuzu,Mzuzu,,
546,468,Johannesburg,"('Nancefield', 'Nancefield', 'South Africa')",1,0.01,0.0,28.04978,-26.180942,"('Johannesburg', ('Nancefield', 'Nancefield', 'South Africa'))",1,234,Johannesburg,South Africa,Nancefield,Nancefield,,
547,469,Johannesburg,"('Nancefield', 'Nancefield', 'South Africa')",1,19.567409462089625,-2.47047928478455,27.915,-26.3058333,"('Johannesburg', ('Nancefield', 'Nancefield', 'South Africa'))",1,234,"('Nancefield', 'Nancefield', 'South Africa')",South Africa,Nancefield,Nancefield,,
548,470,Johannesburg,"('Nelspruit', 'Nelspruit', 'South Africa')",1,0.01,0.0,28.04978,-26.180942,"('Johannesburg', ('Nelspruit', 'Nelspruit', 'South Africa'))",1,235,Johannesburg,South Africa,Nelspruit,Nelspruit,Work,1.0
549,471,Johannesburg,"('Nelspruit', 'Nelspruit', 'South Africa')",1,324.8728194290794,0.2547237978965006,30.984722,-25.481944,"('Johannesburg', ('Nelspruit', 'Nelspruit', 'South Africa'))",1,235,"('Nelspruit', 'Nelspruit', 'South Africa')",South Africa,Nelspruit,Nelspruit,Work,1.0
550,472,Johannesburg,"('New Castle', 'Madadeni', 'South Africa')",1,0.01,0.0,28.04978,-26.180942,"('Johannesburg', ('New Castle', 'Madadeni', 'South Africa'))",1,236,Johannesburg,South Africa,Madadeni,New Castle,,
551,473,Johannesburg,"('New Castle', 'Madadeni', 'South Africa')",1,406.7126237026965,0.1229001497773007,31.7913889,-25.8125,"('Johannesburg', ('New Castle', 'Madadeni', 'South Africa'))",1,236,"('New Castle', 'Madadeni', 'South Africa')",South Africa,Madadeni,New Castle,,
552,474,Johannesburg,"('Nkandla', 'Nkandla', 'South Africa')",1,0.01,0.0,28.04978,-26.180942,"('Johannesburg', ('Nkandla', 'Nkandla', 'South Africa'))",1,237,Johannesburg,South Africa,Nkandla,Nkandla,,
553,475,Johannesburg,"('Nkandla', 'Nkandla', 'South Africa')",1,393.6509953436393,-0.5861684643750061,31.090556,-28.62,"('Johannesburg', ('Nkandla', 'Nkandla', 'South Africa'))",1,237,"('Nkandla', 'Nkandla', 'South Africa')",South Africa,Nkandla,Nkandla,,
554,476,Johannesburg,"('Nomlatu', 'Bizana', 'South Africa')",1,0.01,0.0,28.04978,-26.180942,"('Johannesburg', ('Nomlatu', 'Bizana', 'South Africa'))",1,238,Johannesburg,South Africa,Bizana,Nomlatu,,
555,477,Johannesburg,"('Nomlatu', 'Bizana', 'South Africa')",1,479.10017890972426,-1.147170305641691,29.853266100000003,-30.8589668,"('Johannesburg', ('Nomlatu', 'Bizana', 'South Africa'))",1,238,"('Nomlatu', 'Bizana', 'South Africa')",South Africa,Bizana,Nomlatu,,
556,478,Johannesburg,"('Norwood', 'Johannesburg', 'South Africa')",1,0.01,0.0,28.04978,-26.180942,"('Johannesburg', ('Norwood', 'Johannesburg', 'South Africa'))",1,239,Johannesburg,South Africa,Johannesburg,Norwood,Kin,1.0
557,479,Johannesburg,"('Norwood', 'Johannesburg', 'South Africa')",1,1313.8350969324715,-2.4669028387932865,18.578055600000003,-33.9258333,"('Johannesburg', ('Norwood', 'Johannesburg', 'South Africa'))",1,239,"('Norwood', 'Johannesburg', 'South Africa')",South Africa,Johannesburg,Norwood,Kin,1.0
558,480,Johannesburg,"('Nqutu', 'KwaZulu-Natal', 'South Africa')",1,0.01,0.0,28.04978,-26.180942,"('Johannesburg', ('Nqutu', 'KwaZulu-Natal', 'South Africa'))",1,240,Johannesburg,South Africa,KwaZulu-Natal,Nqutu,,
559,481,Johannesburg,"('Nqutu', 'KwaZulu-Natal', 'South Africa')",1,369.2772484234719,-0.6351809556398216,30.6733333,-28.2166667,"('Johannesburg', ('Nqutu', 'KwaZulu-Natal', 'South Africa'))",1,240,"('Nqutu', 'KwaZulu-Natal', 'South Africa')",South Africa,KwaZulu-Natal,Nqutu,,
560,482,Johannesburg,"('Nyembani', 'Maputo', 'Mozambique')",1,0.01,0.0,28.04978,-26.180942,"('Johannesburg', ('Nyembani', 'Maputo', 'Mozambique'))",1,241,Johannesburg,Mozambique,Maputo,Nyembani,,
561,483,Johannesburg,"('Nyembani', 'Maputo', 'Mozambique')",1,490.8959287763992,0.0713690219412078,32.56745,-25.966213,"('Johannesburg', ('Nyembani', 'Maputo', 'Mozambique'))",1,241,"('Nyembani', 'Maputo', 'Mozambique')",Mozambique,Maputo,Nyembani,,
562,484,Johannesburg,"('Parktown', 'Johannesburg', 'South Africa')",1,0.01,0.0,28.04978,-26.180942,"('Johannesburg', ('Parktown', 'Johannesburg', 'South Africa'))",1,242,Johannesburg,South Africa,Johannesburg,Parktown,(No Answer),1.0
563,485,Johannesburg,"('Parktown', 'Johannesburg', 'South Africa')",1,2.832589843696165,3.122306632290938,28.0277778,-26.1816667,"('Johannesburg', ('Parktown', 'Johannesburg', 'South Africa'))",1,242,"('Parktown', 'Johannesburg', 'South Africa')",South Africa,Johannesburg,Parktown,(No Answer),1.0
564,486,Johannesburg,"('Piet Retief', 'Piet Retief', 'South Africa')",1,0.01,0.0,28.04978,-26.180942,"('Johannesburg', ('Piet Retief', 'Piet Retief', 'South Africa'))",1,243,Johannesburg,South Africa,Piet Retief,Piet Retief,,
565,487,Johannesburg,"('Piet Retief', 'Piet Retief', 'South Africa')",1,327.1465819572353,-0.3202283139806912,30.807778000000003,-27.006667,"('Johannesburg', ('Piet Retief', 'Piet Retief', 'South Africa'))",1,243,"('Piet Retief', 'Piet Retief', 'South Africa')",South Africa,Piet Retief,Piet Retief,,
566,488,Johannesburg,"('Plateau', 'Plateau', ""Côte d'Ivoire"")",1,0.01,0.0,28.04978,-26.180942,"('Johannesburg', ('Plateau', 'Plateau', ""Côte d'Ivoire""))",1,244,Johannesburg,Ivory Coast,Plateau,Plateau,,
567,489,Johannesburg,"('Plateau', 'Plateau', ""Côte d'Ivoire"")",1,5103.449612991117,2.266602353565936,-4.675727200000001,7.3445792,"('Johannesburg', ('Plateau', 'Plateau', ""Côte d'Ivoire""))",1,244,"('Plateau', 'Plateau', ""Côte d'Ivoire"")",Ivory Coast,Plateau,Plateau,,
568,490,Johannesburg,"('Plumtree', 'Plamtry', 'Zimbabwe')",1,0.01,0.0,28.04978,-26.180942,"('Johannesburg', ('Plumtree', 'Plamtry', 'Zimbabwe'))",1,245,Johannesburg,Zimbabwe,Plamtry,Plumtree,,
569,491,Johannesburg,"('Plumtree', 'Plamtry', 'Zimbabwe')",1,536.262289044858,1.590889450404897,27.805601,-20.4880677,"('Johannesburg', ('Plumtree', 'Plamtry', 'Zimbabwe'))",1,245,"('Plumtree', 'Plamtry', 'Zimbabwe')",Zimbabwe,Plamtry,Plumtree,,
570,492,Johannesburg,"('Port Elizabeth', 'Port Elizabeth', 'South Africa')",1,0.01,0.0,28.04978,-26.180942,"('Johannesburg', ('Port Elizabeth', 'Port Elizabeth', 'South Africa'))",1,246,Johannesburg,South Africa,Port Elizabeth,Port Elizabeth,,
571,493,Johannesburg,"('Port Elizabeth', 'Port Elizabeth', 'South Africa')",1,840.9299110342554,-1.8588667470446845,25.6207519,-33.9617051,"('Johannesburg', ('Port Elizabeth', 'Port Elizabeth', 'South Africa'))",1,246,"('Port Elizabeth', 'Port Elizabeth', 'South Africa')",South Africa,Port Elizabeth,Port Elizabeth,,
572,494,Johannesburg,"('Queenstown', 'Queenstown', 'South Africa')",1,0.01,0.0,28.04978,-26.180942,"('Johannesburg', ('Queenstown', 'Queenstown', 'South Africa'))",1,247,Johannesburg,South Africa,Queenstown,Queenstown,Education,1.0
573,495,Johannesburg,"('Queenstown', 'Queenstown', 'South Africa')",1,579.2271062032759,-1.7744359775406708,26.8776814,-31.892843,"('Johannesburg', ('Queenstown', 'Queenstown', 'South Africa'))",1,247,"('Queenstown', 'Queenstown', 'South Africa')",South Africa,Queenstown,Queenstown,Education,1.0
574,496,Johannesburg,"('Randfontein', 'Randfontein', 'South Africa')",1,0.01,0.0,28.04978,-26.180942,"('Johannesburg', ('Randfontein', 'Randfontein', 'South Africa'))",1,248,Johannesburg,South Africa,Randfontein,Randfontein,,
575,497,Johannesburg,"('Randfontein', 'Randfontein', 'South Africa')",1,39.81091515081241,3.12025521314259,27.694167,-26.173611,"('Johannesburg', ('Randfontein', 'Randfontein', 'South Africa'))",1,248,"('Randfontein', 'Randfontein', 'South Africa')",South Africa,Randfontein,Randfontein,,
576,498,Johannesburg,"('Sandton', 'Johannesburg', 'South Africa')",1,0.01,0.0,28.04978,-26.180942,"('Johannesburg', ('Sandton', 'Johannesburg', 'South Africa'))",1,249,Johannesburg,South Africa,Johannesburg,Sandton,Kin,1.0
577,499,Johannesburg,"('Sandton', 'Johannesburg', 'South Africa')",1,11.221861775045143,1.6231756301860636,28.0479844,-26.068240600000003,"('Johannesburg', ('Sandton', 'Johannesburg', 'South Africa'))",1,249,"('Sandton', 'Johannesburg', 'South Africa')",South Africa,Johannesburg,Sandton,Kin,1.0
578,500,Johannesburg,"('Sandton', 'Sandton', 'South Africa')",1,0.01,0.0,28.04978,-26.180942,"('Johannesburg', ('Sandton', 'Sandton', 'South Africa'))",1,250,Johannesburg,South Africa,Sandton,Sandton,,
579,501,Johannesburg,"('Sandton', 'Sandton', 'South Africa')",1,11.221861775045143,1.6231756301860636,28.0479844,-26.068240600000003,"('Johannesburg', ('Sandton', 'Sandton', 'South Africa'))",1,250,"('Sandton', 'Sandton', 'South Africa')",South Africa,Sandton,Sandton,,
580,502,Johannesburg,"('Selebi-Phikwe', 'Selebi-Phikwe', 'Botswana')",1,0.01,0.0,28.04978,-26.180942,"('Johannesburg', ('Selebi-Phikwe', 'Selebi-Phikwe', 'Botswana'))",1,251,Johannesburg,Botswana,Selebi-Phikwe,Selebi-Phikwe,,
581,503,Johannesburg,"('Selebi-Phikwe', 'Selebi-Phikwe', 'Botswana')",1,414.3614617549581,1.6113570525506005,27.8373825,-21.9785377,"('Johannesburg', ('Selebi-Phikwe', 'Selebi-Phikwe', 'Botswana'))",1,251,"('Selebi-Phikwe', 'Selebi-Phikwe', 'Botswana')",Botswana,Selebi-Phikwe,Selebi-Phikwe,,
582,504,Johannesburg,"('Shikhupora', 'Sheikhupura', 'Pakistan')",1,0.01,0.0,28.04978,-26.180942,"('Johannesburg', ('Shikhupora', 'Sheikhupura', 'Pakistan'))",1,252,Johannesburg,Pakistan,Sheikhupura,Shikhupora,,
583,505,Johannesburg,"('Shikhupora', 'Sheikhupura', 'Pakistan')",1,6058.371482370383,0.2913974154262327,73.9864014,31.7085285,"('Johannesburg', ('Shikhupora', 'Sheikhupura', 'Pakistan'))",1,252,"('Shikhupora', 'Sheikhupura', 'Pakistan')",Pakistan,Sheikhupura,Shikhupora,,
584,506,Johannesburg,"('Soweto', 'Johannesburg', 'South Africa')",1,0.01,0.0,28.04978,-26.180942,"('Johannesburg', ('Soweto', 'Johannesburg', 'South Africa'))",1,253,Johannesburg,South Africa,Johannesburg,Soweto,(No Answer),1.0
585,506,Johannesburg,"('Soweto', 'Johannesburg', 'South Africa')",1,0.01,0.0,28.04978,-26.180942,"('Johannesburg', ('Soweto', 'Johannesburg', 'South Africa'))",1,253,Johannesburg,South Africa,Johannesburg,Soweto,Work,1.0
586,507,Johannesburg,"('Soweto', 'Johannesburg', 'South Africa')",1,31.674956266021496,-2.005141937695229,27.89,-26.2227778,"('Johannesburg', ('Soweto', 'Johannesburg', 'South Africa'))",1,253,"('Soweto', 'Johannesburg', 'South Africa')",South Africa,Johannesburg,Soweto,(No Answer),1.0
587,507,Johannesburg,"('Soweto', 'Johannesburg', 'South Africa')",1,31.674956266021496,-2.005141937695229,27.89,-26.2227778,"('Johannesburg', ('Soweto', 'Johannesburg', 'South Africa'))",1,253,"('Soweto', 'Johannesburg', 'South Africa')",South Africa,Johannesburg,Soweto,Work,1.0
588,508,Johannesburg,"('Springs', 'Delmas', 'South Africa')",1,0.01,0.0,28.04978,-26.180942,"('Johannesburg', ('Springs', 'Delmas', 'South Africa'))",1,254,Johannesburg,South Africa,Delmas,Springs,,
589,509,Johannesburg,"('Springs', 'Delmas', 'South Africa')",1,42.35114375686261,-0.141191038361922,28.431667,-26.243056,"('Johannesburg', ('Springs', 'Delmas', 'South Africa'))",1,254,"('Springs', 'Delmas', 'South Africa')",South Africa,Delmas,Springs,,
590,510,Johannesburg,"('Tabankulu', 'Tabankulu', 'South Africa')",1,0.01,0.0,28.04978,-26.180942,"('Johannesburg', ('Tabankulu', 'Tabankulu', 'South Africa'))",1,255,Johannesburg,South Africa,Tabankulu,Tabankulu,,
591,511,Johannesburg,"('Tabankulu', 'Tabankulu', 'South Africa')",1,511.8744395228588,-1.2665003693020562,29.302271,-30.958646,"('Johannesburg', ('Tabankulu', 'Tabankulu', 'South Africa'))",1,255,"('Tabankulu', 'Tabankulu', 'South Africa')",South Africa,Tabankulu,Tabankulu,,
592,512,Johannesburg,"('Thaba Tseka', 'Thaba Tseka', 'Lesotho')",1,0.01,0.0,28.04978,-26.180942,"('Johannesburg', ('Thaba Tseka', 'Thaba Tseka', 'Lesotho'))",1,256,Johannesburg,Lesotho,Thaba Tseka,Thaba Tseka,,
593,513,Johannesburg,"('Thaba Tseka', 'Thaba Tseka', 'Lesotho')",1,333.2160563042247,-1.3713447167555566,28.608403000000003,-29.522036,"('Johannesburg', ('Thaba Tseka', 'Thaba Tseka', 'Lesotho'))",1,256,"('Thaba Tseka', 'Thaba Tseka', 'Lesotho')",Lesotho,Thaba Tseka,Thaba Tseka,,
594,514,Johannesburg,"('Thulamahashe', 'Thulamahashe', 'South Africa')",1,0.01,0.0,28.04978,-26.180942,"('Johannesburg', ('Thulamahashe', 'Thulamahashe', 'South Africa'))",1,257,Johannesburg,South Africa,Thulamahashe,Thulamahashe,,
595,515,Johannesburg,"('Thulamahashe', 'Thulamahashe', 'South Africa')",1,372.96129575119465,0.4257897041450096,31.2057826,-24.7228428,"('Johannesburg', ('Thulamahashe', 'Thulamahashe', 'South Africa'))",1,257,"('Thulamahashe', 'Thulamahashe', 'South Africa')",South Africa,Thulamahashe,Thulamahashe,,
596,516,Johannesburg,"('Tzaneen', 'Tzaneen', 'South Africa')",1,0.01,0.0,28.04978,-26.180942,"('Johannesburg', ('Tzaneen', 'Tzaneen', 'South Africa'))",1,258,Johannesburg,South Africa,Tzaneen,Tzaneen,,
597,517,Johannesburg,"('Tzaneen', 'Tzaneen', 'South Africa')",1,313.9507834684853,0.6999217873469,30.161111100000003,-23.8319444,"('Johannesburg', ('Tzaneen', 'Tzaneen', 'South Africa'))",1,258,"('Tzaneen', 'Tzaneen', 'South Africa')",South Africa,Tzaneen,Tzaneen,,
598,518,Johannesburg,"('Victoria Falls', 'Victoria Falls', 'Zimbabwe')",1,0.01,0.0,28.04978,-26.180942,"('Johannesburg', ('Victoria Falls', 'Victoria Falls', 'Zimbabwe'))",1,259,Johannesburg,Zimbabwe,Victoria Falls,Victoria Falls,,
599,519,Johannesburg,"('Victoria Falls', 'Victoria Falls', 'Zimbabwe')",1,855.5020603625404,1.8270321834616503,25.8490239,-17.9229035,"('Johannesburg', ('Victoria Falls', 'Victoria Falls', 'Zimbabwe'))",1,259,"('Victoria Falls', 'Victoria Falls', 'Zimbabwe')",Zimbabwe,Victoria Falls,Victoria Falls,,
