,Unnamed: 0,city_8,location,num_moves,dist,azimuth,lat,lon,location_pair,level,location_pair_id,locations,country,loc2,loc1,out_thm,ID
252,204,Nairobi,"('Manyatta', 'Kisumu', 'Kenya')",1,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Manyatta', 'Kisumu', 'Kenya'))",1,102,Nairobi,Kenya,Kisumu,Manyatta,(No Answer),1.0
253,205,Nairobi,"('Manyatta', 'Kisumu', 'Kenya')",1,291.1411954702797,2.607972821342886,34.4813935,0.3333085999999999,"('Nairobi', ('Manyatta', 'Kisumu', 'Kenya'))",1,102,"('Manyatta', 'Kisumu', 'Kenya')",Kenya,Kisumu,Manyatta,(No Answer),1.0
254,206,Nairobi,"('Maseno', 'Kisumu', 'Kenya')",1,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Maseno', 'Kisumu', 'Kenya'))",1,103,Nairobi,Kenya,Kisumu,Maseno,Work,2.0
255,207,Nairobi,"('Maseno', 'Kisumu', 'Kenya')",1,281.1327902672565,2.7184655151330865,34.59989681631588,-0.0078517999999999,"('Nairobi', ('Maseno', 'Kisumu', 'Kenya'))",1,103,"('Maseno', 'Kisumu', 'Kenya')",Kenya,Kisumu,Maseno,Work,2.0
256,208,Nairobi,"('Masii', 'Masii', 'Kenya')",1,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Masii', 'Masii', 'Kenya'))",1,104,Nairobi,Kenya,Masii,Masii,,
257,209,Nairobi,"('Masii', 'Masii', 'Kenya')",1,76.48025825573772,-0.0750909634727987,37.43919,-1.4608,"('Nairobi', ('Masii', 'Masii', 'Kenya'))",1,104,"('Masii', 'Masii', 'Kenya')",Kenya,Masii,Masii,,
258,210,Nairobi,"('Mathare', 'Kiambu', 'Kenya')",1,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Mathare', 'Kiambu', 'Kenya'))",1,105,Nairobi,Kenya,Kiambu,Mathare,Work,1.0
259,211,Nairobi,"('Mathare', 'Kiambu', 'Kenya')",1,7.09005965850697,3.126070727730142,36.853064670201896,-1.26475025,"('Nairobi', ('Mathare', 'Kiambu', 'Kenya'))",1,105,"('Mathare', 'Kiambu', 'Kenya')",Kenya,Kiambu,Mathare,Work,1.0
260,212,Nairobi,"('Matopeni', 'Nairobi', 'Kenya')",1,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Matopeni', 'Nairobi', 'Kenya'))",1,106,Nairobi,Kenya,Nairobi,Matopeni,(No Answer),1.0
261,212,Nairobi,"('Matopeni', 'Nairobi', 'Kenya')",1,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Matopeni', 'Nairobi', 'Kenya'))",1,106,Nairobi,Kenya,Nairobi,Matopeni,Education,1.0
262,213,Nairobi,"('Matopeni', 'Nairobi', 'Kenya')",1,316.2987745001163,2.7179207529677467,34.30972070000001,0.14625,"('Nairobi', ('Matopeni', 'Nairobi', 'Kenya'))",1,106,"('Matopeni', 'Nairobi', 'Kenya')",Kenya,Nairobi,Matopeni,(No Answer),1.0
263,213,Nairobi,"('Matopeni', 'Nairobi', 'Kenya')",1,316.2987745001163,2.7179207529677467,34.30972070000001,0.14625,"('Nairobi', ('Matopeni', 'Nairobi', 'Kenya'))",1,106,"('Matopeni', 'Nairobi', 'Kenya')",Kenya,Nairobi,Matopeni,Education,1.0
264,214,Nairobi,"('Maua', 'Maua', 'Kenya')",1,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Maua', 'Maua', 'Kenya'))",1,107,Nairobi,Kenya,Maua,Maua,,
265,215,Nairobi,"('Maua', 'Maua', 'Kenya')",1,195.31576347541227,0.8227357024365175,37.938023,0.232643,"('Nairobi', ('Maua', 'Maua', 'Kenya'))",1,107,"('Maua', 'Maua', 'Kenya')",Kenya,Maua,Maua,,
266,216,Nairobi,"('Mekanisa', 'Oromia', 'Ethiopia')",1,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Mekanisa', 'Oromia', 'Ethiopia'))",1,108,Nairobi,Ethiopia,Oromia,Mekanisa,,
267,217,Nairobi,"('Mekanisa', 'Oromia', 'Ethiopia')",1,929.224916731248,1.2780886939913814,38.7305307,8.971913699999998,"('Nairobi', ('Mekanisa', 'Oromia', 'Ethiopia'))",1,108,"('Mekanisa', 'Oromia', 'Ethiopia')",Ethiopia,Oromia,Mekanisa,,
268,218,Nairobi,"('Mlolongo', 'Nairobi', 'Kenya')",1,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Mlolongo', 'Nairobi', 'Kenya'))",1,109,Nairobi,Kenya,Nairobi,Mlolongo,Work,1.0
269,219,Nairobi,"('Mlolongo', 'Nairobi', 'Kenya')",1,21.235228642176864,0.0055224996315828,36.9433595,-1.3946515,"('Nairobi', ('Mlolongo', 'Nairobi', 'Kenya'))",1,109,"('Mlolongo', 'Nairobi', 'Kenya')",Kenya,Nairobi,Mlolongo,Work,1.0
270,220,Nairobi,"('Moi Barracks', 'Eldoret', 'Kenya')",1,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Moi Barracks', 'Eldoret', 'Kenya'))",1,110,Nairobi,Kenya,Eldoret,Moi Barracks,Housing,1.0
271,221,Nairobi,"('Moi Barracks', 'Eldoret', 'Kenya')",1,238.34521548563407,2.3212654856077237,35.271548100000004,0.5198329,"('Nairobi', ('Moi Barracks', 'Eldoret', 'Kenya'))",1,110,"('Moi Barracks', 'Eldoret', 'Kenya')",Kenya,Eldoret,Moi Barracks,Housing,1.0
272,222,Nairobi,"('Mombasa', 'Mombasa', 'Kenya')",1,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Mombasa', 'Mombasa', 'Kenya'))",1,111,Nairobi,Kenya,Mombasa,Mombasa,,
273,223,Nairobi,"('Mombasa', 'Mombasa', 'Kenya')",1,390.5120426469487,-0.6585693642225003,39.667169,-4.05052,"('Nairobi', ('Mombasa', 'Mombasa', 'Kenya'))",1,111,"('Mombasa', 'Mombasa', 'Kenya')",Kenya,Mombasa,Mombasa,,
274,224,Nairobi,"('Moyale', 'Moyale', 'Ethiopia')",1,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Moyale', 'Moyale', 'Ethiopia'))",1,112,Nairobi,Ethiopia,Moyale,Moyale,,
275,225,Nairobi,"('Moyale', 'Moyale', 'Ethiopia')",1,493.4157636106773,1.0017591078392984,39.0512683,3.5241898000000003,"('Nairobi', ('Moyale', 'Moyale', 'Ethiopia'))",1,112,"('Moyale', 'Moyale', 'Ethiopia')",Ethiopia,Moyale,Moyale,,
276,226,Nairobi,"('Muranga', 'Muranga', 'Kenya')",1,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Muranga', 'Muranga', 'Kenya'))",1,113,Nairobi,Kenya,Muranga,Muranga,,
277,227,Nairobi,"('Muranga', 'Muranga', 'Kenya')",1,66.86698308601385,0.8286505396261742,37.15758579999999,-0.7236564,"('Nairobi', ('Muranga', 'Muranga', 'Kenya'))",1,113,"('Muranga', 'Muranga', 'Kenya')",Kenya,Muranga,Muranga,,
278,228,Nairobi,"('Muscat', 'Muscat', 'Oman')",1,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Muscat', 'Muscat', 'Oman'))",1,114,Nairobi,Oman,Muscat,Muscat,Work,1.0
279,229,Nairobi,"('Muscat', 'Muscat', 'Oman')",1,3010.4081748585963,0.5075211549400773,58.3829448,23.5882019,"('Nairobi', ('Muscat', 'Muscat', 'Oman'))",1,114,"('Muscat', 'Muscat', 'Oman')",Oman,Muscat,Muscat,Work,1.0
280,230,Nairobi,"('Mwanza', 'Busukuma', 'Tanzania')",1,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Mwanza', 'Busukuma', 'Tanzania'))",1,115,Nairobi,Tanzania,Busukuma,Mwanza,,
281,231,Nairobi,"('Mwanza', 'Busukuma', 'Tanzania')",1,441.9533361233236,-2.875518741696839,32.9014417,-2.5196915,"('Nairobi', ('Mwanza', 'Busukuma', 'Tanzania'))",1,115,"('Mwanza', 'Busukuma', 'Tanzania')",Tanzania,Busukuma,Mwanza,,
282,232,Nairobi,"('Naivasha', 'Naivasha', 'Kenya')",1,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Naivasha', 'Naivasha', 'Kenya'))",1,116,Nairobi,Kenya,Naivasha,Naivasha,,
283,233,Nairobi,"('Naivasha', 'Naivasha', 'Kenya')",1,69.5725848363709,2.0904277531612805,36.4387834,-0.7224425,"('Nairobi', ('Naivasha', 'Naivasha', 'Kenya'))",1,116,"('Naivasha', 'Naivasha', 'Kenya')",Kenya,Naivasha,Naivasha,,
284,234,Nairobi,"('Ndumberi', 'Kiambu', 'Kenya')",1,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Ndumberi', 'Kiambu', 'Kenya'))",1,117,Nairobi,Kenya,Kiambu,Ndumberi,Work,1.0
285,235,Nairobi,"('Ndumberi', 'Kiambu', 'Kenya')",1,15.995178936045368,2.4535662015583104,36.805548,-1.1521629999999998,"('Nairobi', ('Ndumberi', 'Kiambu', 'Kenya'))",1,117,"('Ndumberi', 'Kiambu', 'Kenya')",Kenya,Kiambu,Ndumberi,Work,1.0
286,236,Nairobi,"('Ngando', 'Nairobi', 'Kenya')",1,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Ngando', 'Nairobi', 'Kenya'))",1,118,Nairobi,Kenya,Nairobi,Ngando,Work,1.0
287,237,Nairobi,"('Ngando', 'Nairobi', 'Kenya')",1,2.179013467669133,-1.7649851462276307,36.7478515092149,-1.30240425,"('Nairobi', ('Ngando', 'Nairobi', 'Kenya'))",1,118,"('Ngando', 'Nairobi', 'Kenya')",Kenya,Nairobi,Ngando,Work,1.0
288,238,Nairobi,"('Ngong', 'Nairobi', 'Kenya')",1,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Ngong', 'Nairobi', 'Kenya'))",1,119,Nairobi,Kenya,Nairobi,Ngong,Education,1.0
289,239,Nairobi,"('Ngong', 'Nairobi', 'Kenya')",1,11.62052832655787,2.913641782275303,36.65,-1.3666,"('Nairobi', ('Ngong', 'Nairobi', 'Kenya'))",1,119,"('Ngong', 'Nairobi', 'Kenya')",Kenya,Nairobi,Ngong,Education,1.0
290,240,Nairobi,"('Ngozi', 'Ngozi', 'Burundi')",1,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Ngozi', 'Ngozi', 'Burundi'))",1,120,Nairobi,Burundi,Ngozi,Ngozi,,
291,241,Nairobi,"('Ngozi', 'Ngozi', 'Burundi')",1,788.0062771337772,-2.941792323640507,29.9422406,-2.8820728,"('Nairobi', ('Ngozi', 'Ngozi', 'Burundi'))",1,120,"('Ngozi', 'Ngozi', 'Burundi')",Burundi,Ngozi,Ngozi,,
292,242,Nairobi,"('Nyamasaria', 'Kisumu', 'Kenya')",1,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Nyamasaria', 'Kisumu', 'Kenya'))",1,121,Nairobi,Kenya,Kisumu,Nyamasaria,Work,1.0
293,243,Nairobi,"('Nyamasaria', 'Kisumu', 'Kenya')",1,258.10593041020763,2.721753874492329,34.78715220000001,-0.1167143,"('Nairobi', ('Nyamasaria', 'Kisumu', 'Kenya'))",1,121,"('Nyamasaria', 'Kisumu', 'Kenya')",Kenya,Kisumu,Nyamasaria,Work,1.0
294,244,Nairobi,"('Nyawita', 'Kisumu', 'Kenya')",1,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Nyawita', 'Kisumu', 'Kenya'))",1,122,Nairobi,Kenya,Kisumu,Nyawita,Work,1.0
295,245,Nairobi,"('Nyawita', 'Kisumu', 'Kenya')",1,260.3648148389514,2.8914343316084565,34.6413034,-0.5631529000000001,"('Nairobi', ('Nyawita', 'Kisumu', 'Kenya'))",1,122,"('Nyawita', 'Kisumu', 'Kenya')",Kenya,Kisumu,Nyawita,Work,1.0
296,246,Nairobi,"('Ogembo', 'Ogembo', 'Kenya')",1,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Ogembo', 'Ogembo', 'Kenya'))",1,123,Nairobi,Kenya,Ogembo,Ogembo,,
297,247,Nairobi,"('Ogembo', 'Ogembo', 'Kenya')",1,246.8298632263189,2.9675979675261903,34.725029,-0.799565,"('Nairobi', ('Ogembo', 'Ogembo', 'Kenya'))",1,123,"('Ogembo', 'Ogembo', 'Kenya')",Kenya,Ogembo,Ogembo,,
298,248,Nairobi,"('Ol Kalou', 'Ol Kalou', 'Kenya')",1,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Ol Kalou', 'Ol Kalou', 'Kenya'))",1,124,Nairobi,Kenya,Ol Kalou,Ol Kalou,,
299,249,Nairobi,"('Ol Kalou', 'Ol Kalou', 'Kenya')",1,109.22306162072488,1.9546278962382144,36.378065,-0.2672966,"('Nairobi', ('Ol Kalou', 'Ol Kalou', 'Kenya'))",1,124,"('Ol Kalou', 'Ol Kalou', 'Kenya')",Kenya,Ol Kalou,Ol Kalou,,
300,250,Nairobi,"('Ongata Rongai', 'Nairobi', 'Kenya')",1,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Ongata Rongai', 'Nairobi', 'Kenya'))",1,125,Nairobi,Kenya,Nairobi,Ongata Rongai,(No Answer),71.0
301,250,Nairobi,"('Ongata Rongai', 'Nairobi', 'Kenya')",1,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Ongata Rongai', 'Nairobi', 'Kenya'))",1,125,Nairobi,Kenya,Nairobi,Ongata Rongai,Housing,2.0
302,250,Nairobi,"('Ongata Rongai', 'Nairobi', 'Kenya')",1,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Ongata Rongai', 'Nairobi', 'Kenya'))",1,125,Nairobi,Kenya,Nairobi,Ongata Rongai,Remain,1.0
303,250,Nairobi,"('Ongata Rongai', 'Nairobi', 'Kenya')",1,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Ongata Rongai', 'Nairobi', 'Kenya'))",1,125,Nairobi,Kenya,Nairobi,Ongata Rongai,Work,1.0
304,251,Nairobi,"('Ongata Rongai', 'Nairobi', 'Kenya')",1,0.01,3.141592653589793,36.752010600000006,-1.395968,"('Nairobi', ('Ongata Rongai', 'Nairobi', 'Kenya'))",1,125,"('Ongata Rongai', 'Nairobi', 'Kenya')",Kenya,Nairobi,Ongata Rongai,(No Answer),71.0
305,251,Nairobi,"('Ongata Rongai', 'Nairobi', 'Kenya')",1,0.01,3.141592653589793,36.752010600000006,-1.395968,"('Nairobi', ('Ongata Rongai', 'Nairobi', 'Kenya'))",1,125,"('Ongata Rongai', 'Nairobi', 'Kenya')",Kenya,Nairobi,Ongata Rongai,Housing,2.0
306,251,Nairobi,"('Ongata Rongai', 'Nairobi', 'Kenya')",1,0.01,3.141592653589793,36.752010600000006,-1.395968,"('Nairobi', ('Ongata Rongai', 'Nairobi', 'Kenya'))",1,125,"('Ongata Rongai', 'Nairobi', 'Kenya')",Kenya,Nairobi,Ongata Rongai,Remain,1.0
307,251,Nairobi,"('Ongata Rongai', 'Nairobi', 'Kenya')",1,0.01,3.141592653589793,36.752010600000006,-1.395968,"('Nairobi', ('Ongata Rongai', 'Nairobi', 'Kenya'))",1,125,"('Ongata Rongai', 'Nairobi', 'Kenya')",Kenya,Nairobi,Ongata Rongai,Work,1.0
308,252,Nairobi,"('Rafiki', ""Mkang'ombe"", 'Kenya')",1,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Rafiki', ""Mkang'ombe"", 'Kenya'))",1,126,Nairobi,Kenya,Mkang'ombe,Rafiki,,
309,253,Nairobi,"('Rafiki', ""Mkang'ombe"", 'Kenya')",1,12.916017205780795,0.8901349376387202,36.8252013,-1.2834559,"('Nairobi', ('Rafiki', ""Mkang'ombe"", 'Kenya'))",1,126,"('Rafiki', ""Mkang'ombe"", 'Kenya')",Kenya,Mkang'ombe,Rafiki,,
310,254,Nairobi,"('Siaya Town', 'Siaya Town', 'Kenya')",1,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Siaya Town', 'Siaya Town', 'Kenya'))",1,127,Nairobi,Kenya,Siaya Town,Siaya Town,,
311,255,Nairobi,"('Siaya Town', 'Siaya Town', 'Kenya')",1,303.7894522398073,2.684433124032429,34.2861,0.06,"('Nairobi', ('Siaya Town', 'Siaya Town', 'Kenya'))",1,127,"('Siaya Town', 'Siaya Town', 'Kenya')",Kenya,Siaya Town,Siaya Town,,
312,256,Nairobi,"('Sondu', 'Sondu', 'Kenya')",1,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Sondu', 'Sondu', 'Kenya'))",1,128,Nairobi,Kenya,Sondu,Sondu,,
313,257,Nairobi,"('Sondu', 'Sondu', 'Kenya')",1,194.87047730323383,2.749540064257177,35.125814,-0.4616812,"('Nairobi', ('Sondu', 'Sondu', 'Kenya'))",1,128,"('Sondu', 'Sondu', 'Kenya')",Kenya,Sondu,Sondu,,
314,258,Nairobi,"('Taita Taveta', 'Taita Taveta', 'Kenya')",1,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Taita Taveta', 'Taita Taveta', 'Kenya'))",1,129,Nairobi,Kenya,Taita Taveta,Taita Taveta,,
315,259,Nairobi,"('Taita Taveta', 'Taita Taveta', 'Kenya')",1,248.93005150577636,-0.8563757399811536,38.36706762808966,-3.4178355,"('Nairobi', ('Taita Taveta', 'Taita Taveta', 'Kenya'))",1,129,"('Taita Taveta', 'Taita Taveta', 'Kenya')",Kenya,Taita Taveta,Taita Taveta,,
316,260,Nairobi,"('Udhiru', 'Nairobi', 'Kenya')",1,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Udhiru', 'Nairobi', 'Kenya'))",1,130,Nairobi,Kenya,Nairobi,Udhiru,Kin,1.0
317,261,Nairobi,"('Udhiru', 'Nairobi', 'Kenya')",1,7.292625401689183,-0.0586410413053811,36.8172449,-1.2832533000000002,"('Nairobi', ('Udhiru', 'Nairobi', 'Kenya'))",1,130,"('Udhiru', 'Nairobi', 'Kenya')",Kenya,Nairobi,Udhiru,Kin,1.0
318,262,Nairobi,"('Villa', 'Villa', 'Democratic Republic of the Congo')",1,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Villa', 'Villa', 'Democratic Republic of the Congo'))",1,131,Nairobi,Democratic Republic of the Congo,Villa,Villa,,
319,263,Nairobi,"('Villa', 'Villa', 'Democratic Republic of the Congo')",1,1082.4146819067175,-2.7557627233308155,27.7999999,-5.383333,"('Nairobi', ('Villa', 'Villa', 'Democratic Republic of the Congo'))",1,131,"('Villa', 'Villa', 'Democratic Republic of the Congo')",Democratic Republic of the Congo,Villa,Villa,,
320,264,Nairobi,"('Westlands', 'Nairobi', 'Kenya')",1,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Westlands', 'Nairobi', 'Kenya'))",1,132,Nairobi,Kenya,Nairobi,Westlands,Housing,1.0
321,265,Nairobi,"('Westlands', 'Nairobi', 'Kenya')",1,5.722342938947167,0.2159036674984481,36.80201,-1.2647263000000002,"('Nairobi', ('Westlands', 'Nairobi', 'Kenya'))",1,132,"('Westlands', 'Nairobi', 'Kenya')",Kenya,Nairobi,Westlands,Housing,1.0
322,266,Nairobi,"('Yala', 'Luanda', 'Kenya')",1,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Yala', 'Luanda', 'Kenya'))",1,133,Nairobi,Kenya,Luanda,Yala,Work,1.0
323,267,Nairobi,"('Yala', 'Luanda', 'Kenya')",1,270.4102919163515,2.585547766905647,34.671732899999995,0.1610837,"('Nairobi', ('Yala', 'Luanda', 'Kenya'))",1,133,"('Yala', 'Luanda', 'Kenya')",Kenya,Luanda,Yala,Work,1.0
324,268,Nairobi,"('nan', 'Block', 'Kenya')",1,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('nan', 'Block', 'Kenya'))",1,134,Nairobi,Kenya,Block,,,
325,269,Nairobi,"('nan', 'Block', 'Kenya')",1,384.4201514602824,-0.6392756737203481,39.66668252461726,-3.9381813,"('Nairobi', ('nan', 'Block', 'Kenya'))",1,134,"('nan', 'Block', 'Kenya')",Kenya,Block,,,
326,270,Nairobi,"('nan', 'Bududa', 'Uganda')",1,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('nan', 'Bududa', 'Uganda'))",1,135,Nairobi,Uganda,Bududa,,,
327,271,Nairobi,"('nan', 'Bududa', 'Uganda')",1,335.2293702430809,2.451463664544784,34.39875494391064,1.0421170000000002,"('Nairobi', ('nan', 'Bududa', 'Uganda'))",1,135,"('nan', 'Bududa', 'Uganda')",Uganda,Bududa,,,
328,272,Nairobi,"('nan', 'Congo', 'Republic of the Congo')",1,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('nan', 'Congo', 'Republic of the Congo'))",1,136,Nairobi,Republic of the Congo,Congo,,,
329,273,Nairobi,"('nan', 'Congo', 'Republic of the Congo')",1,2357.8787187337275,3.116484416970034,15.6419155,-0.7264326999999999,"('Nairobi', ('nan', 'Congo', 'Republic of the Congo'))",1,136,"('nan', 'Congo', 'Republic of the Congo')",Republic of the Congo,Congo,,,
330,274,Nairobi,"('nan', 'Irundu', 'Democratic Republic of the Congo')",1,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('nan', 'Irundu', 'Democratic Republic of the Congo'))",1,137,Nairobi,Democratic Republic of the Congo,Irundu,,,
331,275,Nairobi,"('nan', 'Irundu', 'Democratic Republic of the Congo')",1,918.2375243606256,-2.870367937700352,28.7476099,-3.9066899,"('Nairobi', ('nan', 'Irundu', 'Democratic Republic of the Congo'))",1,137,"('nan', 'Irundu', 'Democratic Republic of the Congo')",Democratic Republic of the Congo,Irundu,,,
332,276,Nairobi,"('nan', 'Kakenge', 'Democratic Republic of the Congo')",1,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('nan', 'Kakenge', 'Democratic Republic of the Congo'))",1,138,Nairobi,Democratic Republic of the Congo,Kakenge,,,
333,277,Nairobi,"('nan', 'Kakenge', 'Democratic Republic of the Congo')",1,1678.8564999209989,-2.923801724071799,21.9112906,-4.868343299999999,"('Nairobi', ('nan', 'Kakenge', 'Democratic Republic of the Congo'))",1,138,"('nan', 'Kakenge', 'Democratic Republic of the Congo')",Democratic Republic of the Congo,Kakenge,,,
334,278,Nairobi,"('nan', 'Kasule', 'Kenya')",1,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('nan', 'Kasule', 'Kenya'))",1,139,Nairobi,Kenya,Kasule,,,
335,279,Nairobi,"('nan', 'Kasule', 'Kenya')",1,259.0196900858691,2.710519661463709,34.7901289,-0.0836476,"('Nairobi', ('nan', 'Kasule', 'Kenya'))",1,139,"('nan', 'Kasule', 'Kenya')",Kenya,Kasule,,,
336,280,Nairobi,"('nan', 'Minembwe', 'Democratic Republic of the Congo')",1,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('nan', 'Minembwe', 'Democratic Republic of the Congo'))",1,140,Nairobi,Democratic Republic of the Congo,Minembwe,,,
337,281,Nairobi,"('nan', 'Minembwe', 'Democratic Republic of the Congo')",1,941.5691652102628,-2.860121255597132,28.7300599,-3.9344201,"('Nairobi', ('nan', 'Minembwe', 'Democratic Republic of the Congo'))",1,140,"('nan', 'Minembwe', 'Democratic Republic of the Congo')",Democratic Republic of the Congo,Minembwe,,,
338,282,Nairobi,"('nan', 'Nyandarua', 'Kenya')",1,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('nan', 'Nyandarua', 'Kenya'))",1,141,Nairobi,Kenya,Nyandarua,,,
339,283,Nairobi,"('nan', 'Nyandarua', 'Kenya')",1,94.1671460663418,1.869841507657202,36.49776838093413,-0.39155345,"('Nairobi', ('nan', 'Nyandarua', 'Kenya'))",1,141,"('nan', 'Nyandarua', 'Kenya')",Kenya,Nyandarua,,,
340,284,Johannesburg,"('Johannesburg', 'Johannesburg', 'South Africa')",13,0.01,0.0,28.04978,-26.180942,"('Johannesburg', ('Johannesburg', 'Johannesburg', 'South Africa'))",1,142,Johannesburg,South Africa,Johannesburg,Johannesburg,(No Answer),2.0
341,285,Johannesburg,"('Johannesburg', 'Johannesburg', 'South Africa')",13,27.29522374586636,-1.4101209171402702,28.049722,-26.205,"('Johannesburg', ('Johannesburg', 'Johannesburg', 'South Africa'))",1,142,"('Johannesburg', 'Johannesburg', 'South Africa')",South Africa,Johannesburg,Johannesburg,(No Answer),2.0
342,286,Johannesburg,"('Thohoyandou', 'Thohoyandou', 'South Africa')",6,0.01,0.0,28.04978,-26.180942,"('Johannesburg', ('Thohoyandou', 'Thohoyandou', 'South Africa'))",1,143,Johannesburg,South Africa,Thohoyandou,Thohoyandou,Kin,1.0
343,287,Johannesburg,"('Thohoyandou', 'Thohoyandou', 'South Africa')",6,395.7924487494866,0.8026271680334368,30.4596582,-22.9676429,"('Johannesburg', ('Thohoyandou', 'Thohoyandou', 'South Africa'))",1,143,"('Thohoyandou', 'Thohoyandou', 'South Africa')",South Africa,Thohoyandou,Thohoyandou,Kin,1.0
344,288,Johannesburg,"('Bulawayo', 'Bulawayo', 'Zimbabwe')",5,0.01,0.0,28.04978,-26.180942,"('Johannesburg', ('Bulawayo', 'Bulawayo', 'Zimbabwe'))",1,144,Johannesburg,Zimbabwe,Bulawayo,Bulawayo,(No Answer),1.0
345,289,Johannesburg,"('Bulawayo', 'Bulawayo', 'Zimbabwe')",5,570.003710098564,1.4343560163887097,28.5887063,-20.1560599,"('Johannesburg', ('Bulawayo', 'Bulawayo', 'Zimbabwe'))",1,144,"('Bulawayo', 'Bulawayo', 'Zimbabwe')",Zimbabwe,Bulawayo,Bulawayo,(No Answer),1.0
346,290,Johannesburg,"('Durban', 'Durban', 'South Africa')",5,0.01,0.0,28.04978,-26.180942,"('Johannesburg', ('Durban', 'Durban', 'South Africa'))",1,145,Johannesburg,South Africa,Durban,Durban,Work,1.0
347,291,Johannesburg,"('Durban', 'Durban', 'South Africa')",5,465.7122299574346,-0.8075893573286347,31.009909000000004,-29.861825,"('Johannesburg', ('Durban', 'Durban', 'South Africa'))",1,145,"('Durban', 'Durban', 'South Africa')",South Africa,Durban,Durban,Work,1.0
348,292,Johannesburg,"('Hillbrow', 'Johannesburg', 'South Africa')",5,0.01,0.0,28.04978,-26.180942,"('Johannesburg', ('Hillbrow', 'Johannesburg', 'South Africa'))",1,146,Johannesburg,South Africa,Johannesburg,Hillbrow,(No Answer),6.0
349,292,Johannesburg,"('Hillbrow', 'Johannesburg', 'South Africa')",5,0.01,0.0,28.04978,-26.180942,"('Johannesburg', ('Hillbrow', 'Johannesburg', 'South Africa'))",1,146,Johannesburg,South Africa,Johannesburg,Hillbrow,Housing,1.0
350,292,Johannesburg,"('Hillbrow', 'Johannesburg', 'South Africa')",5,0.01,0.0,28.04978,-26.180942,"('Johannesburg', ('Hillbrow', 'Johannesburg', 'South Africa'))",1,146,Johannesburg,South Africa,Johannesburg,Hillbrow,Kin,1.0
351,292,Johannesburg,"('Hillbrow', 'Johannesburg', 'South Africa')",5,0.01,0.0,28.04978,-26.180942,"('Johannesburg', ('Hillbrow', 'Johannesburg', 'South Africa'))",1,146,Johannesburg,South Africa,Johannesburg,Hillbrow,Work,2.0
352,293,Johannesburg,"('Hillbrow', 'Johannesburg', 'South Africa')",5,18.67163689361014,2.22625349226423,28.0483333,-26.1880556,"('Johannesburg', ('Hillbrow', 'Johannesburg', 'South Africa'))",1,146,"('Hillbrow', 'Johannesburg', 'South Africa')",South Africa,Johannesburg,Hillbrow,(No Answer),6.0
353,293,Johannesburg,"('Hillbrow', 'Johannesburg', 'South Africa')",5,18.67163689361014,2.22625349226423,28.0483333,-26.1880556,"('Johannesburg', ('Hillbrow', 'Johannesburg', 'South Africa'))",1,146,"('Hillbrow', 'Johannesburg', 'South Africa')",South Africa,Johannesburg,Hillbrow,Housing,1.0
